 
(Cantidad de reviews, Score, Titulo)
(28, 5.0, 'Kaz the Minotaur ', '0880389109')
(28, 5.0, 'This One and Magic Life : A Novel of a Southern Family', '038079540')
(27, 5.0, 'The Rich Part Of Life : A Novel', '0312274793')
(27, 5.0, 'R', '0970312202')
(26, 5.0, 'Cordelia Underwood: Or the Marvelous Beginnings of the Moosepath League', '0140280103')
(26, 5.0, 'Understood Betsy ', '0874519209')
(26, 5.0, 'My Only Story', '0811827143')
(26, 5.0, 'The Future Has a Past : Stories', '0385496818')
(26, 5.0, 'Three Comrades', '0449912426')
(25, 5.0, 'The Book of Lost Tales', '034537522')
(24, 5.0, 'The Fire Next Time ', '067974472')
(23, 5.0, 'Jayber Crow: A Novel', '1582430292')
(23, 5.0, 'Jayber Crow', '1582431604')
(23, 5.0, 'Koolaids', '0312206585')
(23, 5.0, 'Arabian Nights ', '0679413383')
(23, 5.0, 'Rush Home Road : A Novel', '0316069027')
(22, 5.0, 'Brazzaville Beach', '0380780496')
(22, 5.0, 'The Last Great Dance on Earth', '0684856085')
(22, 5.0, 'The Winshaw Legacy : or', '0679754059')
(22, 5.0, 'Leave It to Psmith', '0394720261')
(21, 5.0, 'A Girl from Yamhill', '0380727404')
(21, 5.0, 'Billy', '0140179089')
(21, 5.0, 'No Regrets', '1583142991')
(21, 5.0, 'A Girl from Yamhill', '0688078001')
(21, 5.0, 'The Pursuit of Love ', '0375718990')
(21, 5.0, 'Ocean Sea', '0375703950')
(20, 5.0, 'One Foot in Eden: A Novel', '0970897251')
(19, 5.0, 'White Noise Critical : Text and Criticism ', '0140274987')
(19, 5.0, 'The Collected Stories of Richard Yates', '0312420811')
(19, 5.0, 'The Diaries of Adam ', '0965881164')
(19, 5.0, 'The Collected Stories of Richard Yates', '0805066934')
(19, 5.0, 'Homemade Love', '031219465')
(19, 5.0, 'The Diaries of Adam and Eve', '0965881156')
(19, 5.0, 'The Lost Language of Cranes', '0395877334')
(19, 5.0, 'Rayuela', '0828839042')
(18, 5.0, 'The Diaries of Adam and Eve', '0965881199')
(18, 5.0, 'Eden', '0802117287')
(18, 5.0, 'The Assault', '0394744209')
(18, 5.0, 'Swimming Toward the Ocean : A Novel', '0385721765')
(17, 5.0, 'The Night In Question : Stories ', '0679781552')
(17, 5.0, 'Belles on Their Toes', '0808558358')
(17, 5.0, 'A Child', '0811213099')
(17, 5.0, 'Wet Grave', '0553109359')
(17, 5.0, 'Eve', '1585710490')
(17, 5.0, '1', '1893594009')
(17, 5.0, 'Nature Lessons: A Novel', '031231034')
(17, 5.0, 'Seeing Calvin Coolidge in a Dream : A Novel', '0312156499')
(17, 5.0, 'FLOATING IN MY MOTHER', '0684854759')
(17, 5.0, 'Gabriel', '0385720335')
(17, 5.0, 'Belles on Their Toes', '055325605')
(17, 5.0, 'Blackgammon', '0345437519')
(17, 5.0, 'Unspoken ', '0842335986')
(16, 5.0, 'Collected Stories', '0679764038')
(16, 5.0, 'My Own Two Feet: A Memoir', '0380727463')
(16, 5.0, 'Rabbit Angstrom : The Four Novels : Rabbit', '0679444599')
(16, 5.0, 'The Distant Land of My Father', '0156027135')
(16, 5.0, 'Blue Road to Atlantis', '0446528218')
(16, 5.0, 'The Man With the Golden Arm', '1583220089')
(16, 5.0, 'The Man Who Laughs', '1889439169')
(16, 5.0, 'The Ivy Tree', '0380820749')
(16, 5.0, 'Joe', '0446394386')
(15, 5.0, 'Night over Day over Night', '0312156081')
(15, 5.0, 'Godric : A Novel', '0060611626')
(15, 5.0, 'Zabelle', '0380732114')
(15, 5.0, 'Living Water', '0060000872')
(14, 5.0, 'To the Wedding ', '0679767770')
(14, 5.0, 'The War Prayer ', '0060911131')
(14, 5.0, 'Looking Back : A Book of Memories', '039589543')
(14, 5.0, 'Monkey Beach', '0618073272')
(14, 5.0, 'Looking Back : A Book of Memories', '0385326998')
(14, 5.0, 'Imperial Woman ', '1559210354')
(14, 5.0, 'The Stories of Vladimir Nabokov', '0679729976')
(14, 5.0, 'Barchester Towers ', '0192834320')
(14, 5.0, 'Barchester Towers ', '0679405879')
(14, 5.0, 'If Wishes Were Horses: A Novel', '031230188')
(14, 5.0, 'Far Tortuga : A Novel', '0394756673')
(14, 5.0, 'Barchester Towers ', '1853260894')
(14, 5.0, 'The Royal Game ', '0841914060')
(14, 5.0, 'Topper ', '0375753052')
(14, 5.0, 'The Sky Unwashed', '1565122461')
(14, 5.0, 'Retrato En Sepia: Novela', '0060936355')
(13, 5.0, 'The Ladies', '0192836021')
(13, 5.0, 'Sacred Trust ', '0764222422')
(13, 5.0, 'The Fifth Man: Will They Find Life on the Red Planet ', '0764227327')
(13, 5.0, 'The Words Don', '0965830802')
(13, 5.0, 'Tilt: Every Family Spins on Its Own Axis', '1402200412')
(13, 5.0, 'Who I Was Supposed to Be: Stories', '0684873613')
(13, 5.0, 'The Wanderers', '0395977746')
(13, 5.0, 'The Schooling of Claybird Catts', '0060090626')
(13, 5.0, 'Leaving : A Novel', '0312283318')
(13, 5.0, 'Growing Up Nigger Rich: A Novel', '1565549635')
(13, 5.0, 'Black Light', '0595188184')
(13, 5.0, 'mister Posterior and the Genius Child', '042518627')
(13, 5.0, 'The Middle of the Night', '0312304099')
(13, 5.0, 'The InnKeeper', '0970963505')
(12, 5.0, 'The White Guard', '0897332466')
(12, 5.0, 'Birdy', '0679734120')
(12, 5.0, 'In Revere', '0609610325')
(12, 5.0, 'Complete Works of Oscar Wilde: Stories', '006096393')
(12, 5.0, 'What The Heart Knows ', '0965948013')
(12, 5.0, 'The Collected Tales and Poems of Edgar Allan Poe ', '0679600078')
(12, 5.0, 'Out of This Furnace ', '0822952734')
(12, 5.0, '24: The House Special Subcommittee', '0060535504')
(12, 5.0, 'Seven Houses : A Novel', '0743444132')
(12, 5.0, 'Walk Through Darkness', '0385499256')
(12, 5.0, 'Ports of Call', '186046890')
(11, 5.0, 'Silver Pennies: A Collection of Modern Poems for Boys and Girls', '0848814878')
(11, 5.0, 'Wolf Solent', '0375703071')
(11, 5.0, 'The Young Wan', '0670031143')
(11, 5.0, 'A One', '0595168116')
(11, 5.0, 'Mama', '0785774033')
(11, 5.0, 'Mama', '0156563770')
(11, 5.0, 'OUT OF THE WOODS: STORIES', '0684853760')
(11, 5.0, 'The Wooden Nickel: A Novel', '0316134007')
(11, 5.0, 'Ferdydurke', '0300082401')
(11, 5.0, 'Lay that Trumpet in Our Hands', '0553381032')
(11, 5.0, 'Keeper of the Light', '1551669595')
(11, 5.0, 'Lay That Trumpet in Our Hands', '0553801694')
(11, 5.0, 'Arch of Triumph', '1931313644')
(2033, 4.5, 'Memoirs of a Geisha', '0375405372')
(2033, 4.5, 'Memoirs of a Geisha', '0375408339')
(2026, 4.5, 'Memoirs of a Geisha : A Novel ', '0679460756')
(2026, 4.5, 'Memoirs of a Geisha', '0375400117')
(2026, 4.5, 'Memoirs of a Geisha : A Novel ', '0679781587')
(1432, 4.5, 'The Hobbit : The Enchanting Prelude to The Lord of the Rings', '0345339681')
(1432, 4.5, 'The Hobbit', '0788789562')
(1414, 4.5, 'To Kill a Mockingbird', '0060935464')
(1340, 4.5, 'I Know This Much Is True ', '0060391626')
(1186, 4.5, 'The Lord of the Rings and The Hobbit', '1565117077')
(1173, 4.5, '1984 ', '0679417397')
(1003, 4.5, 'Of Mice and Men : ', '0142000671')
(1000, 4.5, 'Of Mice and Men Cassette ', '0453007902')
(992, 4.5, 'Animal Farm ', '0679420398')
(992, 4.5, 'Animal Farm', '0786119241')
(986, 4.5, 'The Coldest Winter Ever', '0743426819')
(974, 4.5, 'A Prayer for Owen Meany ', '0345417976')
(974, 4.5, 'A Prayer for Owen Meany', '0345361792')
(974, 4.5, 'A Prayer for Owen Meany ', '0679642595')
(820, 4.5, 'Watership Down ', '068483605')
(782, 4.5, 'The Fellowship of the Ring ', '1565116674')
(777, 4.5, 'A Confederacy of Dunces ', '0802130208')
(777, 4.5, 'A Confederacy of Dunces: Twentieth', '0807126071')
(777, 4.5, 'Confederacy of Dunces', '0517122707')
(777, 4.5, 'A Confederacy of Dunces', '0807126063')
(732, 4.5, 'Catch 22', '0684833395')
(732, 4.5, 'Catch', '0679437223')
(637, 4.5, 'Pride and Prejudice', '1578151236')
(636, 4.5, 'Pride and Prejudice ', '0192833553')
(636, 4.5, 'Pride and Prejudice ', '1572700556')
(636, 4.5, 'Pride And Prejudice ', '0679405429')
(636, 4.5, 'Pride and Prejudice ', '0679783261')
(610, 4.5, 'Pillars of the Earth', '1561000469')
(586, 4.5, 'Jane Eyre ', '0679424725')
(586, 4.5, 'Jane Eyre ', '0679405828')
(551, 4.5, 'Fight Club', '1565113306')
(551, 4.5, 'Fight Club', '0805062971')
(517, 4.5, 'The Grapes of Wrath : Text and Criticism', '0140247750')
(517, 4.5, 'The Grapes of Wrath : ', '0142000663')
(517, 4.5, 'Middlesex: A Novel', '0312422156')
(517, 4.5, 'The Grapes of Wrath ', '0140281622')
(505, 4.5, 'Interview with the Vampire : Anniversary edition ', '0394498216')
(503, 4.5, 'The Things They Carried', '0767902890')
(454, 4.5, 'A Fine Balance', '140003065')
(454, 4.5, 'A Fine Balance ', '0553756141')
(454, 4.5, 'A Fine Balance', '0375414819')
(450, 4.5, 'A Tree Grows in Brooklyn', '006092988')
(450, 4.5, 'Tree Grows in Brooklyn', '0694525820')
(450, 4.5, 'A Tree Grows in Brooklyn', '0060001941')
(444, 4.5, 'The Killer Angels', '0345348109')
(425, 4.5, 'One Hundred Years of Solitude', '0060114185')
(425, 4.5, 'One Hundred Years of Solitude', '0060929790')
(424, 4.5, 'One Hundred Years of Solitude ', '0679444653')
(421, 4.5, 'Rebecca', '0380778556')
(420, 4.5, 'Rebecca', '0380730405')
(414, 4.5, 'Lolita ', '0679410430')
(414, 4.5, 'Crime and Punishment ', '0679420290')
(414, 4.5, 'Lolita ', '0679723161')
(414, 4.5, 'Crime and Punishment ', '0486415872')
(414, 4.5, 'Crime and Punishment ', '0140449132')
(398, 4.5, 'Illusions : The Adventures of a Reluctant Messiah', '0385285019')
(398, 4.5, 'Illusions : The Adventures of a Reluctant Messiah', '0440204887')
(395, 4.5, 'The Bell Jar ', '0060174900')
(395, 4.5, 'The Bell Jar ', '0375404635')
(393, 4.5, 'The Bell Jar ', '0060930187')
(385, 4.5, 'Interpreter of Maladies', '039592720')
(385, 4.5, 'Interpreter of Maladies', '0618101365')
(384, 4.5, 'All Quiet on the Western Front', '0449911497')
(381, 4.5, 'Corelli', '0375417214')
(380, 4.5, 'Corelli', '0375417206')
(380, 4.5, 'Corelli', '067976397')
(363, 4.5, 'Siddhartha : Siddhartha ', '1570627215')
(358, 4.5, 'Flowers for Algernon ', '0553274503')
(350, 4.5, 'Naked', '1570424810')
(346, 4.5, 'Their Eyes Were Watching God', '0060931418')
(346, 4.5, 'Their Eyes Were Watching God', '0060199490')
(346, 4.5, 'Their Eyes Were Watching God', '0694524026')
(337, 4.5, 'The Two Towers ', '1565116682')
(330, 4.5, 'The Cider House Rules', '0694523038')
(330, 4.5, 'The Cider House Rules', '0345417941')
(330, 4.5, 'The Cider House Rules', '0345387651')
(330, 4.5, 'The Cider House Rules : A Novel ', '0679603352')
(324, 4.5, 'Hot Six', '1559276053')
(321, 4.5, 'The Vampire Lestat ', '0345313860')
(316, 4.5, 'One Flew Over the Cuckoo', '0451163966')
(316, 4.5, 'One Flew Over the Cuckoo', '0453008151')
(316, 4.5, 'One Flew Over the Cuckoo', '0140043128')
(316, 4.5, 'One Flew Over the Cuckoo', '0670030589')
(316, 4.5, 'Ken Kesey', '0791063399')
(316, 4.5, 'One Flew over the Cuckoo', '088103715')
(316, 4.5, 'One Flew over the Cuckoo', '014028334')
(316, 4.5, 'One Flew Over the Cuckoo', '0140236015')
(303, 4.5, 'Perfume : The Story of a Murderer ', '0375725849')
(285, 4.5, 'The Lord of the Rings ', '0618037667')
(281, 4.5, 'Lamb: The Gospel According to Biff', '0380978407')
(273, 4.5, 'Misery', '074323359')
(261, 4.5, 'The Master and Margarita ', '0141180145')
(258, 4.5, 'Little Women ', '1567400906')
(258, 4.5, 'The Pact: A Love Story', '0688170528')
(254, 4.5, 'The World According to Garp', '034536676')
(254, 4.5, 'Jonathan Livingston Seagull: A Story', '1559273062')
(254, 4.5, 'Jonathan Livingston Seagull', '0380012863')
(254, 4.5, 'The World According to Garp ', '0345418018')
(254, 4.5, 'Jonathan Livingston Seagull', '0684846845')
(254, 4.5, 'The World According to Garp ', '0679603069')
(249, 4.5, 'War and Peace ', '0192833987')
(249, 4.5, 'War and Peace ', '9626340428')
(243, 4.5, 'Johnny Got His Gun', '0806512814')
(234, 4.5, 'House of the Spirits', '0394539079')
(234, 4.5, 'Casting the First Stone', '0758201796')
(232, 4.5, 'The Other Woman', '0525947248')
(231, 4.5, 'Cane River', '0446530522')
(231, 4.5, 'The Saving Graces: A Novel', '0061097101')
(231, 4.5, 'The Return of the King ', '1565116690')
(231, 4.5, 'The Return of the King ', '0788789554')
(231, 4.5, 'The Return of the King ', '0345339738')
(226, 4.5, 'Not a Day Goes By : A Novel', '038549825')
(225, 4.5, 'Love in the Time of Cholera', '0394561619')
(225, 4.5, 'Love in the Time of Cholera ', '0140119906')
(225, 4.5, 'Love in the Time of Cholera ', '0375400699')
(223, 4.5, 'Love in the Time of Cholera ', '0140281649')
(219, 4.5, 'Anna Karenina ', '0192100351')
(219, 4.5, 'Anna Karenina ', '067978330')
(219, 4.5, 'Anna Karenina ', '0679410007')
(219, 4.5, 'Anna Karenina ', '0192833812')
(219, 4.5, 'Anna Karenina ', '0140440410')
(219, 4.5, 'Queen of the Damned ', '0394558235')
(219, 4.5, 'East of Eden ', '0808514121')
(219, 4.5, 'The Queen of the Damned ', '0345351525')
(219, 4.5, 'East of Eden', '0142000655')
(219, 4.5, 'Anna Karenina', '0142000272')
(214, 4.5, 'Breakfast of Champions', '0385334206')
(214, 4.5, 'Breakfast of Champions', '0808599429')
(212, 4.5, 'The Prince ', '0140449159')
(212, 4.5, 'THE PRINCE ', '1853267759')
(205, 4.5, 'For Whom the Bell Tolls ', '0684830485')
(205, 4.5, 'The Wind', '0679775439')
(205, 4.5, 'For Whom the Bell Tolls', '0684803356')
(200, 4.5, 'Song of Solomon', '0394550382')
(200, 4.5, 'Song of Solomon ', '0679445048')
(200, 4.5, 'Song of Solomon ', '0452260116')
(198, 4.5, 'Straight Man : A Novel ', '0375701907')
(198, 4.5, 'Stardust', '0380977281')
(198, 4.5, 'Stardust', '0060934719')
(196, 4.5, 'Beowulf', '1565114272')
(196, 4.5, 'The Cabinet of Curiosities', '158621280')
(196, 4.5, 'The Cabinet of Curiosities', '0446611239')
(194, 4.5, 'The Prince of Tides', '0395353009')
(192, 4.5, 'The Brothers Karamazov ', '0679601813')
(192, 4.5, 'The Brothers Karamazov ', '0679410031')
(190, 4.5, 'The Unbearable Lightness of Being ', '0060932139')
(188, 4.5, 'Cannery Row', '014200068')
(178, 4.5, 'A Suitable Boy : Novel', '0060925000')
(177, 4.5, 'The Hundred Secret Senses', '080411109')
(177, 4.5, 'The Hundred Secret Senses', '0613032098')
(177, 4.5, 'Blood Meridian : Or the Evening Redness in the West ', '0679641041')
(177, 4.5, 'The Hundred Secret Senses', '0375701524')
(176, 4.5, 'Einstein', '0446670111')
(176, 4.5, 'Einstein', '0679416463')
(175, 4.5, 'Blood Meridian : Or the Evening Redness in the West ', '0679728759')
(174, 4.5, 'The Three Musketeers ', '9626340894')
(174, 4.5, 'The Three Musketeers ', '0192835750')
(173, 4.5, 'Motherless Brooklyn', '0375724834')
(171, 4.5, 'Rule of the Bone : Novel', '0060927240')
(167, 4.5, 'Carter Beats the Devil', '0786867345')
(167, 4.5, 'Carter Beats the Devil', '0786886323')
(166, 4.5, 'Balzac and the Little Chinese Seamstress : A Novel', '0385722206')
(166, 4.5, 'Balzac and the Little Chinese Seamstress', '037541309')
(164, 4.5, 'The Phantom of the Opera: The Original Novel', '0060809248')
(158, 4.5, 'Madame Bovary: Life in a Country Town ', '0192100254')
(158, 4.5, 'Madame Bovary ', '0679420312')
(157, 4.5, 'Sister of My Heart : A Novel', '038548951')
(152, 4.5, 'FED UP WITH THE FANNY: A NOVEL', '0684852012')
(149, 4.5, 'Midnight', '0140132708')
(149, 4.5, 'Midnight', '0140283390')
(149, 4.5, 'Midnight', '0679444629')
(147, 4.5, 'Jitterbug Perfume', '0553348981')
(145, 4.5, 'DREAM BOY: A Novel', '0684829924')
(142, 4.5, 'The Remains of the Day ', '0679731725')
(141, 4.5, 'Still Life with Woodpecker', '0553348973')
(140, 4.5, 'The Trial ', '0679409947')
(139, 4.5, 'The Trial', '0805210407')
(138, 4.5, 'Fried Green Tomatoes at the Whistle Stop Cafe ', '0449911357')
(138, 4.5, 'Fried Green Tomatoes at the Whistle Stop Cafe : A Novel', '0375508414')
(136, 4.5, 'Bitten', '0670894710')
(133, 4.5, 'I', '067972477')
(133, 4.5, 'Lil Mama', '0743218620')
(133, 4.5, 'LIL MAMAS RULES: A NOVEL', '0684846136')
(133, 4.5, 'I', '0613172973')
(131, 4.5, 'The Bronze Horseman', '0694525537')
(131, 4.5, 'The Bronze Horseman: A Novel', '0060199261')
(130, 4.5, 'Across the Nightingale Floor: Tales of the Otori', '1573222259')
(129, 4.5, 'The Boy Next Door', '0060096195')
(126, 4.5, 'A Soldier of the Great War', '0380727366')
(126, 4.5, 'A Soldier of the Great War', '0380715899')
(125, 4.5, 'The Dharma Bums', '0140042520')
(125, 4.5, 'Daisy Fay and the Miracle Man', '0446394521')
(123, 4.5, 'One Day in the Life of Ivan Denisovich ', '0679444645')
(121, 4.5, 'Blessings : A Novel', '0684850354')
(121, 4.5, 'BLESSINGS: A NOVEL', '0684853124')
(119, 4.5, 'Lost Light', '1586214896')
(119, 4.5, 'Angle of Repose ', '0679603387')
(119, 4.5, 'Voyager', '0385335997')
(119, 4.5, 'Wonder Boys : A Novel ', '0312140940')
(119, 4.5, 'Satisfy My Soul', '0345437896')
(119, 4.5, 'Lost Light', '1586214888')
(114, 4.5, 'All the King', '0151006105')
(113, 4.5, 'All the King', '0156004801')
(113, 4.5, 'Norwegian Wood ', '0375704027')
(112, 4.5, 'Boy : Tales of Childhood', '0060091223')
(111, 4.5, 'Boy: Tales of Childhood', '075400550')
(111, 4.5, 'Boy : Tales of Childhood', '0374373744')
(111, 4.5, 'Boy: Tales of Childhood', '0141303050')
(110, 4.5, 'The Solitaire Mystery: a novel about family and destiny', '042515999')
(109, 4.5, 'The Plague', '0075536498')
(109, 4.5, 'The Plague ', '0679720219')
(106, 4.5, 'Crazy in Alabama', '0345389247')
(106, 4.5, 'Absalom', '0679732187')
(105, 4.5, 'The Source : A Novel', '0375760385')
(105, 4.5, 'OUT OF THE SILENT PLANET', '0684823802')
(103, 4.5, 'Sophie', '0679736379')
(101, 4.5, 'David Copperfield ', '0192835785')
(101, 4.5, 'David Copperfield ', '0679405712')
(101, 4.5, 'David Copperfield ', '9626346515')
(100, 4.5, 'Never Change', '0743411323')
(100, 4.5, 'Steppenwolf: A Novel', '0312278675')
(100, 4.5, 'Never Change', '0743411331')
(99, 4.5, 'A River Runs through It and Other Stories', '0226500721')
(99, 4.5, 'A River Runs through It and Other Stories', '0226500667')
(98, 4.5, 'Notes from Underground ', '067973452')
(98, 4.5, 'The Hound of the Baskervilles ', '014043786')
(97, 4.5, 'The Wind in the Willows', '1590071476')
(97, 4.5, 'Love Story', '0380017601')
(97, 4.5, 'Love Story', '1568493347')
(95, 4.5, 'Crossing to Safety ', '0517187760')
(94, 4.5, 'Crossing to Safety ', '037575931')
(93, 4.5, 'Island of the Sequined Love Nun', '0380816547')
(93, 4.5, 'Hard', '0679743464')
(93, 4.5, 'The Lunatic Cafe ', '051513452')
(93, 4.5, 'Sister Carrie ', '0375753214')
(93, 4.5, 'Talk Before Sleep', '0385318782')
(93, 4.5, 'The Lone Ranger and Tonto Fistfight in Heaven', '0060976241')
(92, 4.5, 'Lying Awake', '0375406328')
(91, 4.5, 'Lying Awake', '0375706062')
(90, 4.5, 'Don Quixote De LA Mancha ', '0192834835')
(90, 4.5, 'Dubliners ', '0679405747')
(90, 4.5, 'HOUSE OF MIRTH', '068480123')
(90, 4.5, 'The Miracle Life of Edgar Mint : A Novel ', '0375719180')
(90, 4.5, 'Don Quixote De LA Mancha ', '0192100327')
(90, 4.5, 'Don Quixote ', '0679407588')
(90, 4.5, 'House of Mirth : A Novel', '0743217179')
(90, 4.5, 'Dubliners', '0694523003')
(89, 4.5, 'My Name Is Asher Lev', '0449911683')
(88, 4.5, 'Gulliver', '1565111974')
(88, 4.5, 'Gulliver', '9626340770')
(88, 4.5, 'Woman In White ', '0679405631')
(88, 4.5, 'The Woman in White ', '0192834290')
(88, 4.5, 'Gulliver', '0140437347')
(88, 4.5, 'Gulliver', '0679405453')
(88, 4.5, 'Gullivers Travels', '089375711')
(88, 4.5, 'At Swim', '0743222946')
(88, 4.5, 'At Swim', '0743222954')
(88, 4.5, 'The Woman in White ', '0140437312')
(88, 4.5, 'Gulliver', '0192833774')
(87, 4.5, 'The House of Gentle Men : A Novel', '0380809362')
(87, 4.5, 'Dante', '0865545847')
(86, 4.5, 'AMERICAN SKIN: A Novel', '0684862220')
(85, 4.5, 'TUMBLING', '0684837242')
(85, 4.5, 'The Lust Lizard of Melancholy Cove', '0380792745')
(84, 4.5, 'The Sheltering Sky', '0060199164')
(84, 4.5, 'The Sheltering Sky', '0880015829')
(84, 4.5, 'The Gates of the Alamo', '0679447172')
(84, 4.5, 'Persuasion ', '0679409866')
(84, 4.5, 'Persuasion ', '0140434674')
(83, 4.5, 'Journey to the End of the Night', '0811208478')
(83, 4.5, 'The Fall ', '0679720227')
(83, 4.5, 'Area 51 ', '0440220734')
(82, 4.5, 'The Wake of the Wind : A Novel', '0385487053')
(82, 4.5, 'Persuasion ', '1572701056')
(81, 4.5, 'Crow Lake ', '0385337639')
(81, 4.5, 'Cloudsplitter : A Novel', '0060930861')
(81, 4.5, 'Crow Lake ', '038533611')
(80, 4.5, 'Middlemarch ', '0141439548')
(80, 4.5, 'Middlemarch: A Study of Provincial Life ', '0192100297')
(80, 4.5, 'Middlemarch: An Authoritative Text', '0393974529')
(80, 4.5, 'We', '0380633132')
(80, 4.5, 'Truth', '0380818191')
(80, 4.5, 'Middlemarch ', '0679783318')
(80, 4.5, 'It', '1575667444')
(79, 4.5, 'Lost in a Good Book: A Thursday Next Novel', '0670031909')
(79, 4.5, 'Lost in a Good Book CD', '1565117573')
(79, 4.5, 'A Wild Sheep Chase : A Novel ', '037571894')
(78, 4.5, 'Quincunx', '0345371135')
(78, 4.5, 'Junky', '0140043519')
(78, 4.5, 'Junky: The Definitive Text of ', '0142003166')
(77, 4.5, 'Written on the Body', '0679744479')
(77, 4.5, 'A Gracious Plenty : A Novel', '0609803875')
(76, 4.5, 'Keeping Faith: A Novel', '0688177743')
(76, 4.5, 'The Absence of Nectar', '0399148019')
(75, 4.5, 'CRUDDY: An Illustrated Novel', '068483846')
(75, 4.5, 'The Idiot ', '9626340592')
(75, 4.5, 'The Idiot ', '0192834118')
(75, 4.5, 'The Power and the Glory ', '0142437301')
(75, 4.5, 'The Idiot ', '0375413928')
(75, 4.5, 'The Idiot ', '9626345594')
(74, 4.5, 'Tending Roses', '0451203070')
(74, 4.5, 'The Many Aspects of Mobile Home Living : A Novel ', '0375707093')
(74, 4.5, 'Hawaii : A Novel', '0375760377')
(74, 4.5, 'The Last Samurai', '0786887001')
(73, 4.5, 'The Tin Drum ', '067972575')
(73, 4.5, 'Woodsong', '0140349057')
(73, 4.5, 'The Tin Drum ', '0679420339')
(73, 4.5, 'The Tin Drum', '0375420576')
(72, 4.5, 'Breakfast at Tiffany', '0679745653')
(72, 4.5, 'The LAST TEMPTATION OF CHRIST', '068485256')
(71, 4.5, 'Pale Fire ', '0679410775')
(71, 4.5, 'Embers', '0375407561')
(71, 4.5, 'Pale Fire ', '0679723420')
(71, 4.5, 'The Confessor', '037541925')
(71, 4.5, 'Embers ', '0375707425')
(70, 4.5, 'The Mammy', '0452281032')
(69, 4.5, 'GARDEN OF EDEN', '0684804522')
(69, 4.5, 'Jesus', '0060975776')
(69, 4.5, 'Blink', '084994371')
(68, 4.5, 'Silk ', '0375703829')
(68, 4.5, 'Solaris', '0156027607')
(68, 4.5, 'The Glass Bead Game', '080501246')
(68, 4.5, 'Reservation Blues', '0446672351')
