 
(Cantidad de reviews, Score, Titulo)
(65, 5.0, 'Into the Cold Fire ', '0786806540')
(64, 5.0, 'The Neutronium Alchemist : Conflict  ', '0446605468')
(64, 5.0, 'Transformation', '0451457951')
(61, 5.0, 'Excalibur: A Novel of Arthur ', '0312206488')
(61, 5.0, 'Excalibur: A Novel of Arthur ', '0312185758')
(60, 5.0, 'By the Sword ', '0886774632')
(60, 5.0, 'Good Faeries Bad Faeries', '0684847817')
(59, 5.0, 'The Mystery Science Theater 3000 Amazing Colossal Episode Guide', '0553377833')
(59, 5.0, 'Safely Home', '0842359915')
(59, 5.0, 'Captive ', '0061067156')
(58, 5.0, 'The Doom Brigade ', '0786907851')
(58, 5.0, 'Daughters of the Moon: The Sacrifice ', '0786807067')
(54, 5.0, 'Another Fine Myth', '091544254')
(54, 5.0, 'Shadowland ', '0671787918')
(54, 5.0, 'The Underground ', '0590494368')
(54, 5.0, 'The Chronicles of Chrestomanci', '006447268')
(53, 5.0, 'Faeries', '0810909014')
(53, 5.0, 'Plan B', '0441010539')
(53, 5.0, 'Faeries ', '0810932741')
(53, 5.0, 'The Chronicles of Chrestomanci: Lives of Christopher Chant and Charmed Life ', '0613310705')
(53, 5.0, 'Plan B', '1892065002')
(52, 5.0, 'Sluggy Freelance: Is It Not Nifty', '0966067657')
(52, 5.0, 'Guards', '0061020648')
(51, 5.0, 'The Kingdoms and the Elves of the Reaches Book 3 ', '1575450631')
(51, 5.0, 'Cosmic Banditos', '0451203062')
(50, 5.0, 'Sorcery and Cecelia or The Enchanted Chocolate Pot: Being the Correspondence of Two Young Ladies of Quality Regarding Various Magical Scandals in London and the Country', '0152046151')
(49, 5.0, 'Whisper of Death', '0671690582')
(48, 5.0, 'War of the Twins ', '0786918055')
(48, 5.0, 'War of the Twins ', '0786902639')
(48, 5.0, 'Crown of Shadows ', '0886777178')
(47, 5.0, 'The Message ', '0590629808')
(47, 5.0, 'The End of Eternity', '0575071184')
(47, 5.0, 'The Rediscovery of Man: The Complete Short Science Fiction of Cordwainer Smith', '0915368560')
(46, 5.0, 'Momo', '9681902556')
(46, 5.0, 'Daughters of the Moon: The Choice ', '0786808519')
(45, 5.0, 'The Power That Preserves ', '0345348672')
(45, 5.0, 'On Fortune', '0689829574')
(45, 5.0, 'The Visual Dictionary of Star Wars', '0789447010')
(45, 5.0, 'The Warning ', '061307257')
(44, 5.0, 'When Worlds Collide ', '0803298145')
(43, 5.0, 'The Castle of Llyr ', '0440411254')
(43, 5.0, 'Path of the Fury', '067172147')
(42, 5.0, 'Fire Sea : The Death Gate Cycle', '0553295411')
(41, 5.0, 'Star Wars Chronicles', '081181498')
(41, 5.0, 'Partners in Necessity', '1892065010')
(41, 5.0, 'The Predator ', '0590629816')
(41, 5.0, 'Descent ', '0380793067')
(40, 5.0, 'Darkest Hour', '0671788477')
(40, 5.0, 'Daughters of the Moon: Secret Scroll ', '0786807091')
(39, 5.0, 'The Ancient One', '078573502')
(39, 5.0, 'The Ancient One', '0812536541')
(39, 5.0, 'The Fires of Merlin ', '0399230203')
(39, 5.0, 'The Escape ', '0590494244')
(39, 5.0, 'The Fires of Merlin ', '0441007139')
(38, 5.0, 'Fingerprints ', '0064472655')
(38, 5.0, 'Daughters of the Moon: Possession ', '0786808500')
(38, 5.0, 'The Amazing Spider', '0785102868')
(37, 5.0, 'Kingdom Alliance: Ruin Mist Chronicles', '1575450704')
(37, 5.0, 'Dogsbody', '0060298804')
(37, 5.0, 'Dogsbody', '0064410382')
(37, 5.0, 'The Book of Nod', '1565040783')
(37, 5.0, 'A Gathering of Gargoyles: The Darkangel Trilogy', '0152018018')
(36, 5.0, 'Essential Spider', '0785109889')
(36, 5.0, 'The Pool of Two Moons : Witches of Eileanen Book 2 ', '0451456904')
(36, 5.0, 'Daredevil: Born Again', '0871352974')
(36, 5.0, 'Planet of Adventure', '0312854889')
(35, 5.0, 'Catspaw ', '0765303418')
(35, 5.0, 'Whispers from the Past', '0671041657')
(35, 5.0, 'The Sandman Vol', '1563892057')
(35, 5.0, 'The Kindly Ones ', '1563892049')
(35, 5.0, 'Witches Abroad', '0061020613')
(34, 5.0, 'More Than Human', '0375703713')
(33, 5.0, '1984 : Centennial Edition', '0452284236')
(33, 5.0, 'The Weirdstone of Brisingamen: A Tale of Alderley', '0152017666')
(33, 5.0, 'An Echo in the Darkness ', '1886463174')
(32, 5.0, 'Deep Space Nine Companion ', '0671501062')
(32, 5.0, 'The Mirror of Merlin ', '0399234551')
(32, 5.0, 'The Mirror of Merlin ', '0441008461')
(32, 5.0, 'Ingathering: The Complete People Stories of Zenna Henderson', '0915368587')
(32, 5.0, 'Trouble on Cloud City ', '0425164160')
(32, 5.0, 'Mirror of Merlin', '0441009654')
(31, 5.0, 'The Kin of Ata Are Waiting for You', '0679778438')
(31, 5.0, 'Biting the Sun', '0553581309')
(31, 5.0, 'Vengeance in Death ', '1587884364')
(31, 5.0, 'Enchantress from the Stars', '0802787649')
(31, 5.0, 'Enchantress from the Stars', '0142500372')
(30, 5.0, 'Incredible Cross', '078943962')
(30, 5.0, 'The White Fox Chronicles ', '0385322542')
(30, 5.0, 'The Sandman Vol', '1563891387')
(30, 5.0, 'Hellspark', '0965834522')
(30, 5.0, 'The Last Legends of Earth', '0385263937')
(29, 5.0, 'The Stone and the Flute', '0140074457')
(29, 5.0, 'The Salvation', '0671035649')
(29, 5.0, 'Mirror Dance', '0671876465')
(29, 5.0, 'Hexwood', '0064473554')
(29, 5.0, 'The October Country', '0345407857')
(29, 5.0, 'Hexwood', '0688124887')
(29, 5.0, 'On Blue', '0312866143')
(29, 5.0, 'Return of the Perfect Girls ', '0553487469')
(29, 5.0, 'Pursuing Amy ', '055349239')
(29, 5.0, 'A Sword for the Immerland King ', '1577821750')
(29, 5.0, 'On Blue', '0312872577')
(29, 5.0, 'Preacher Vol', '1563893126')
(29, 5.0, 'Ozma of Oz ', '0345335899')
(29, 5.0, 'The October Country', '034532448')
(28, 5.0, 'Batman Animated', '006107327')
(28, 5.0, 'The Lost City of Faar ', '0743437322')
(28, 5.0, 'Kaz the Minotaur ', '0880389109')
(28, 5.0, 'Dragon Knights', '1931514410')
(28, 5.0, 'DRAGON KNIGHTS ', '1591820693')
(28, 5.0, 'Dragon Knights ', '1931514402')
(28, 5.0, 'Hart', '061317268')
(28, 5.0, 'Neon Genesis Evangelion', '156931294')
(28, 5.0, 'Batman Animated', '0067575315')
(27, 5.0, 'Blood ', '0741400006')
(27, 5.0, 'Harpy Thyme ', '0812534840')
(27, 5.0, 'The Man Who Never Missed', '0441519180')
(27, 5.0, 'The Princess and the Goblin ', '0140367462')
(27, 5.0, 'Maison Ikkoku', '1569310440')
(26, 5.0, 'Roses for Mama ', '0764222430')
(26, 5.0, 'Unity ', '0743448405')
(26, 5.0, 'Ranma 1', '1569310165')
(26, 5.0, 'The Gumshoe', '1892065053')
(25, 5.0, 'The Book of Lost Tales', '0395366143')
(25, 5.0, 'The Wheel of Time ', '0812540115')
(25, 5.0, 'The Book of Lost Tales', '034537522')
(25, 5.0, 'The Book of Lost Tales', '0395426405')
(25, 5.0, 'The Deep Space Nine Technical Manual ', '067101563')
(25, 5.0, 'The Young Unicorns ', '0440999197')
(25, 5.0, 'Icon: A Retrospective by the Grand Master of Fantastic Art', '1887424415')
(25, 5.0, 'Tea With the Black Dragon', '1585861979')
(25, 5.0, 'The Crimson Claw ', '0441005659')
(25, 5.0, 'Summoning Light ', '034542722')
(24, 5.0, 'Jimmy Zangwow', '0689822154')
(24, 5.0, 'Peter Pan ', '0486414213')
(24, 5.0, 'The Ship Who Searched ', '0671721291')
(24, 5.0, 'Dragondoom', '0451458818')
(23, 5.0, 'The Dark Portal: Book One of the Deptford Mice Trilogy', '1587171120')
(23, 5.0, 'The Folk Keeper', '0807282499')
(23, 5.0, 'The Folk Keeper ', '0689844611')
(23, 5.0, 'Legacy of Steel ', '0786911875')
(23, 5.0, 'Cosmicomics', '0156226006')
(22, 5.0, 'The Annotated Wizard of Oz: A Centennial Edition', '0393049922')
(22, 5.0, 'Quest for a Maid', '0374461554')
(22, 5.0, 'The Sandman Vol', '1563892790')
(22, 5.0, 'Men of War ', '0451457706')
(22, 5.0, 'Changer', '0380788497')
(22, 5.0, 'Soul of the Bride', '0743412370')
(22, 5.0, 'The Last Dancer ', '1576465799')
(22, 5.0, 'Space Trilogy', '068483118')
(22, 5.0, 'Astro City Vol', '156389551')
(22, 5.0, 'Diplomatic Implausibility ', '0671785540')
(22, 5.0, 'Romance Dawn ', '1569319014')
(21, 5.0, 'Fiasco', '0156306301')
(21, 5.0, 'Battle Angel Alita: Angel', '1569312931')
(21, 5.0, 'Lilith', '0446676101')
(21, 5.0, 'Doomsday ', '0439060303')
(21, 5.0, 'The Book of Earth ', '0886775744')
(21, 5.0, 'The Annotated Screenplays ', '0345409817')
(21, 5.0, 'Entering Tenebrea ', '0671036076')
(21, 5.0, 'Lilith', '0613279417')
(21, 5.0, 'Sarek ', '0743403746')
(21, 5.0, 'Voyage of the Basset', '1885183585')
(21, 5.0, 'Book of Earth ', '0590149652')
(20, 5.0, 'Doctor', '0671661892')
(20, 5.0, 'King Fortis the Brave', '1591130689')
(20, 5.0, 'Illegal Aliens', '1587157969')
(20, 5.0, 'Mind of My Mind', '0446361887')
(20, 5.0, 'Agent of Change', '0441009913')
(20, 5.0, 'Eclipse ', '0142301108')
(20, 5.0, 'Lethal Heritage ', '0451453832')
(20, 5.0, 'A Midsummer Night', '0684855593')
(20, 5.0, 'The Outer Limits Companion', '0966516907')
(20, 5.0, 'Draconian Measures ', '0786916788')
(20, 5.0, 'Wingman ', '1552045374')
(20, 5.0, 'Awakening ', '0142300454')
(19, 5.0, 'Revolutionary Girl Utena', '1569317135')
(19, 5.0, 'Rats', '0671318284')
(19, 5.0, 'Flight of the Dragon Kyn', '0689318804')
(19, 5.0, 'The Crown Of Eden', '0849916100')
(19, 5.0, 'The Edge of the Sword:  Errand of Vengeance Book One ', '0743445988')
(19, 5.0, 'The Great Redwall Feast ', '0399227075')
(19, 5.0, 'Changeling ', '0142300578')
(19, 5.0, 'The Changeling Sea ', '0141312629')
(19, 5.0, 'Preacher Vol', '1563894904')
(19, 5.0, 'Tales of the Kingdom ', '078143288')
(19, 5.0, 'Night of the Eye ', '1560768401')
(19, 5.0, 'Red Moon', '1930782128')
(19, 5.0, 'Barlowe', '0894803247')
(19, 5.0, 'Man From Mundania ', '0812574974')
(19, 5.0, 'Elfquest Reader', '093686155')
(19, 5.0, 'Fire Arrow: The Second Song of Eirren', '0152022643')
(19, 5.0, 'Sometimes the Magic Works : Lessons from a Writing Life', '0345458281')
(19, 5.0, 'Revolutionary Girl Utena', '1569318123')
(19, 5.0, 'The Son of Summer Stars ', '0142500747')
(18, 5.0, 'Transmetropolitan Vol', '1563894815')
(18, 5.0, 'Morningstar', '0345379098')
(18, 5.0, 'The Madness Season', '0886774446')
(18, 5.0, 'Yesterday', '1587761122')
(18, 5.0, 'The Calling ', '014230056')
(18, 5.0, 'Barlowe', '1883398363')
(18, 5.0, 'Jedi Bounty ', '0425173135')
(18, 5.0, 'Finders Keepers', '1931696993')
(18, 5.0, 'Santiago: A Myth of the Far Future', '0812522567')
(18, 5.0, 'The Mars Transmission ', '1967317208')
(18, 5.0, 'Cages', '1561633194')
(18, 5.0, 'Fairie', '0763614130')
(18, 5.0, 'Stories of Ray Bradbury', '0394513355')
(17, 5.0, 'The Stowaway', '0671023799')
(17, 5.0, 'The Island of Doctor Death and Other Stories and Other Stories', '0312863543')
(17, 5.0, 'The Silver Hand: Song of Albion Book 2   ', '0745925103')
(17, 5.0, 'Glory Lane', '0441516645')
(17, 5.0, 'Inu Yasha : A Feudal Fairy Tale', '1569314330')
(17, 5.0, 'Inu', '1569314918')
(17, 5.0, 'Sabrina : A Novelization ', '0671014331')
(17, 5.0, 'The Silver Hand ', '0310218225')
(17, 5.0, 'Soulsaver', '0151004722')
(17, 5.0, 'Sailor Moon ', '1892213427')
(17, 5.0, 'The Diversion  ', '043911523')
(17, 5.0, 'The Sands of Time : A Hermux Tantamoq Adventure ', '0399238794')
(17, 5.0, 'The Sands of Time: A Hermux Tantamoq Adventure', '0967511127')
(17, 5.0, 'A Nomad of the Time Streams: A Scientific Romance ', '1565041941')
(17, 5.0, 'Elric: Song of the Black Sword ', '156504195')
(17, 5.0, 'Wolverine TPB', '087135277')
(17, 5.0, 'The Wildlife of Star Wars: A Field Guide', '0811828697')
(17, 5.0, 'Children of the Star', '1892065142')
(17, 5.0, 'The Guardians of the Flame ', '0743435893')
(17, 5.0, 'Time Streams: Artifacts Cycle Book III', '0786913444')
(17, 5.0, 'Guardians Of Flame 4', '0451921127')
(17, 5.0, 'Animorphs ', '0439115264')
(17, 5.0, 'Piers Anthony: The Continuing Xanth Saga ', '0517183374')
(17, 5.0, 'Geis of the Gargoyle ', '0812534859')
(17, 5.0, 'Inu', '1569312982')
(16, 5.0, 'This Time of Darkness ', '0765345676')
(16, 5.0, 'Burn', '1583454438')
(16, 5.0, 'Talon and the Dragons of Crinnelia', '0971843112')
(16, 5.0, 'Starman: Sins of the Father ', '1563892480')
(16, 5.0, 'The Continuing Mission ', '0671025597')
(16, 5.0, 'Animorphs ', '0439115248')
(16, 5.0, 'Fingerprints ', '0064472833')
(16, 5.0, 'Smith of Wootton Major ', '0345336062')
(16, 5.0, 'The White Order ', '0812541715')
(16, 5.0, 'Descent: Stealing Thunder', '0380793075')
(16, 5.0, 'Burn', '158345442')
(15, 5.0, 'Twilight Falling ', '0786929987')
(15, 5.0, 'BABY ER : The Heroic Doctors and Nurses Who Perform Medicine', '068486410')
(15, 5.0, 'Essential Silver Surfer Volume 1 TPB', '078510271')
(15, 5.0, 'Child of Faerie', '0316968978')
(15, 5.0, 'Blood Witch ', '0141311118')
(15, 5.0, 'Remnants ', '0590880748')
(15, 5.0, 'The Fisherman', '1403397155')
(15, 5.0, 'This Side of Paradise', '0971233691')
(15, 5.0, 'The Nitpicker', '0440505712')
(15, 5.0, 'An Accidental Goddess', '1553165780')
(15, 5.0, 'Child of Faerie', '0316957208')
(15, 5.0, 'This Side of Paradise', '1589800966')
(15, 5.0, 'Star Trek: First Contact ', '0671001280')
(15, 5.0, 'Machinations ', '0743403797')
(14, 5.0, 'The Doom Patrol Archives', '1563897954')
(14, 5.0, 'El principito ', '0156013924')
(14, 5.0, 'The Well at the World', '1587150883')
(14, 5.0, 'Odd John and Sirius: Two Science Fiction Novels', '0486211339')
(14, 5.0, 'Dark Matter : A Century of Speculative Fiction from the African Diaspora', '0446677248')
(14, 5.0, 'N', '0812510011')
(14, 5.0, 'Star Wars Episode I the Phantom Menace: 20 Lithographic Reproductions', '0811825809')
(14, 5.0, 'His Master', '0810117312')
(14, 5.0, 'Dark Matter : A Century of Speculative Fiction from the African Diaspora ', '0446525839')
(14, 5.0, 'Peter Pan : The Original Tale of Neverland', '0743214498')
(14, 5.0, 'The Belgariad', '0345456319')
(14, 5.0, 'His Master', '0156403005')
(14, 5.0, 'Prowlers', '0743403649')
(14, 5.0, 'The Science Fiction Hall of Fame', '0765305364')
(14, 5.0, 'Paragon Lost : A Chronicle of the King', '0380978962')
(14, 5.0, 'Astro City Vol', '1563895501')
(14, 5.0, 'Kings of the High Frontier', '0966566203')
(14, 5.0, 'The Princess Who Believed in Fairy Tales: A Story for Modern Times', '087980436')
(13, 5.0, 'Crazy Jack ', '0440227887')
(13, 5.0, 'Star Wars', '1565110056')
(13, 5.0, 'The Tick: Mighty Blue Justice', '0425167054')
(13, 5.0, 'The Homeward Bounders', '0064473538')
(13, 5.0, 'The Fifth Man: Will They Find Life on the Red Planet ', '0764227327')
(13, 5.0, 'Conan boxset', '044111606')
(13, 5.0, 'Battle Angel Alita : Tears Of An Angel ', '1569310491')
(13, 5.0, 'The Scorpion Shards ', '0812524659')
(13, 5.0, 'The Last Enchantment ', '0449911764')
(13, 5.0, 'AFTERSHOCK MIND WARP 6', '0671014870')
(13, 5.0, 'The Last Guardian', '1578563674')
(13, 5.0, 'Nights at the Circus', '0140077030')
(13, 5.0, 'Jagutai and Lilitu', '0741405946')
(13, 5.0, 'Star Wars ', '0942110994')
(13, 5.0, 'The Hologram', '0743437918')
(13, 5.0, 'Bloodstorm: The Song of Naga Teot', '0441749577')
(13, 5.0, 'The Absolute ', '0439115256')
(13, 5.0, 'A Journey of the Imagination : The Art of James Christensen', '0867130210')
(13, 5.0, 'A Single Star', '1929175329')
(13, 5.0, 'From These Ashes: The Complete Short SF of Fredric Brown', '1886778183')
(13, 5.0, 'Outlanders: Devil in the Moon', '0373638345')
(13, 5.0, 'Sherwood Forest', '1588511286')
(13, 5.0, 'Magic in the Shadows ', '1555603580')
(12, 5.0, 'The Essential Guide to Droids ', '0345420675')
(12, 5.0, 'Inu', '1569313687')
(12, 5.0, 'Prophecy and Change ', '0743470737')
(12, 5.0, 'Guide to the Technocracy ', '1565044177')
(12, 5.0, 'The Elf Queen ', '1575450623')
(12, 5.0, 'Sunglasses After Dark ', '1565048490')
(12, 5.0, 'Lost Destiny ', '0451453859')
(12, 5.0, 'The Hound and the Falcon: The Isle of Glass', '0312853033')
(12, 5.0, 'Far Beyond the Stars ', '0671024302')
(12, 5.0, 'Gryphon', '1893896722')
(12, 5.0, 'Ranma 1', '1569310203')
(12, 5.0, 'Daredevil Vol', '0785111050')
(12, 5.0, 'Keep Watching the Skies', '0786404795')
(12, 5.0, 'The Incredible Hulk: Future Imperfect ', '0785100296')
(12, 5.0, 'Festival of Death ', '0563538031')
(12, 5.0, 'Help', '0590679872')
(12, 5.0, 'The Pride of Chanur ', '0886772923')
(12, 5.0, 'Daredevil Vol', '0785110747')
(12, 5.0, 'Sutter', '0764227831')
(12, 5.0, 'The Law of Becoming ', '0886775809')
(11, 5.0, 'Swords of Haven: The Adventures of Hawk ', '0451457501')
(11, 5.0, 'Chainer', '0786926961')
(11, 5.0, 'Children of the Lens ', '188296814')
(11, 5.0, 'Jurgen: A Comedy of Justice', '0486235076')
(11, 5.0, 'Legacy: Selected Drawings ', '1887424490')
(11, 5.0, 'Mermaid', '1569310831')
(11, 5.0, 'The Never War ', '0743437330')
(11, 5.0, 'Tigers Of Heaven ', '0373638299')
(11, 5.0, 'FLAVOR OF THE DAY CAFE 4', '0671004484')
(11, 5.0, 'ALIEN SCREAM MIND WARP 3', '0671014846')
(11, 5.0, 'The Borribles: Across the Dark Metropolis', '0441003117')
(11, 5.0, 'Zulu Heart', '0446531227')
(11, 5.0, 'The Moon', '0765304252')
(11, 5.0, 'In The Long Run', '0966930800')
(11, 5.0, 'Phases of Gravity', '1587541068')
(11, 5.0, 'Battle Angel Alita : Angel Of Redemption ', '156931053')
(11, 5.0, 'A Door Into Ocean ', '0312876521')
(11, 5.0, 'X', '0871353083')
(11, 5.0, 'Circle of Three ', '0064472981')
(11, 5.0, 'Fateful Lightning ', '0451451961')
(11, 5.0, 'Gundam Wing: Episode Zero', '156931702')
(11, 5.0, 'Into the Out of', '1587150484')
(11, 5.0, 'Highlander: An Evening at Joe', '0425177491')
(11, 5.0, 'Marvel Masterworks: X', '0785108459')
(11, 5.0, 'Secrets ', '0064472817')
(11, 5.0, 'Witch Ember', '1591290384')
(11, 5.0, 'Leaves from the Inn of the Last Home ', '0880384654')
(11, 5.0, 'Greenwichtown : A Novel', '0312265972')
(11, 5.0, 'Thief of Hearts: A Body of Evidence Thriller ', '0671034936')
(11, 5.0, 'Tales from the White Hart', '0345430727')
(5539, 4.5, 'Harry Potter and the Order of the Phoenix ', '0807220280')
(5539, 4.5, 'Harry Potter and the Order of the Phoenix ', '0807220299')
(2620, 4.5, 'The Giver', '0807286095')
(2620, 4.5, 'The Giver', '0440219078')
(2620, 4.5, 'The Giver', '080726203')
(2617, 4.5, 'The Giver', '0553571338')
(2617, 4.5, 'The Giver', '055347359')
(2617, 4.5, 'The Giver', '0440237688')
(2617, 4.5, 'The Giver ', '0395645662')
(2167, 4.5, 'Ender', '0812550706')
(2167, 4.5, 'Enders Game', '0812524586')
(2166, 4.5, 'Ender', '1574535366')
(2166, 4.5, 'Ender', '1574535145')
(2160, 4.5, 'Ender', '0765342294')
(2160, 4.5, 'Ender', '0312932081')
(2160, 4.5, 'Ender', '0312853238')
(2160, 4.5, 'Ender', '0812589041')
(1433, 4.5, 'El Hobbit', '8445071416')
