 
(Cantidad de reviews, Score, Titulo)
(37, 5.0, 'Incidents in the Life of a Slave Girl ', '0195066707')
(36, 5.0, 'Les Miserables ', '0679600124')
(35, 5.0, 'The Complete Stories', '0805210555')
(35, 5.0, 'The Bondwoman', '0446690295')
(34, 5.0, 'Red Sky at Morning : A Novel ', '0060931906')
(33, 5.0, '1984 : Centennial Edition', '0452284236')
(32, 5.0, 'On the Banks of Plum Creek CD ', '0060544007')
(31, 5.0, 'The Thirteen Clocks', '1590070259')
(31, 5.0, 'The Code of the Woosters', '0394720288')
(31, 5.0, 'Cancer Ward', '0374511993')
(31, 5.0, 'Guerra y paz', '8484036545')
(30, 5.0, 'Frog and Toad Are Friends Book and Tape ', '1559942290')
(30, 5.0, 'The Periodic Table', '0679444637')
(30, 5.0, 'Frog and Toad Are Friends ', '0064440206')
(30, 5.0, 'Frog and Toad Are Friends ', '0060239573')
(30, 5.0, 'Desolation Angels', '1573225053')
(29, 5.0, 'The Decameron', '0451627466')
(29, 5.0, 'A Parchment of Leaves', '1565123670')
(29, 5.0, 'Julie ', '0064405737')
(29, 5.0, 'George and Martha: The Complete Stories of Two Best Friends', '0395851580')
(29, 5.0, 'The October Country', '0345407857')
(29, 5.0, 'The Decameron : Second Edition ', '014044629')
(28, 5.0, 'Miserables', '0140444300')
(28, 5.0, 'A Christmas Carol ', '0671793829')
(27, 5.0, 'Three Tales of my Father', '0807282758')
(27, 5.0, 'The Princess and the Goblin', '1851497013')
(26, 5.0, 'Scaramouche: A Romance of the French Revolution', '0451527976')
(26, 5.0, 'Three Comrades', '0449912426')
(25, 5.0, 'Vera Brittain: Testament of Youth: An Autobiographical Study of the Years 1900', '0140188444')
(25, 5.0, 'Democracy in America : The Complete and Unabridged Volumes I and II ', '0553214640')
(25, 5.0, 'A Christmas Memory', '0679602372')
(25, 5.0, 'Wouldn', '0679427430')
(25, 5.0, 'Democracy In America ', '0679431349')
(25, 5.0, 'Democracy in America', '0451528123')
(24, 5.0, 'Pilgrims Progress', '0899681565')
(24, 5.0, 'Peter Pan ', '9626341025')
(24, 5.0, 'Peter Pan ', '0486414213')
(24, 5.0, 'Peter Pan ', '0517205777')
(24, 5.0, 'The Fire Next Time ', '0679601511')
(24, 5.0, 'Peter Pan ', '0553211781')
(24, 5.0, 'The Pilgrim', '0192834002')
(24, 5.0, 'Peter Pan ', '0553477714')
(24, 5.0, 'The Fire Next Time ', '067974472')
(23, 5.0, 'The Complete Saki ', '0141180781')
(23, 5.0, 'Cosmicomics', '0156226006')
(23, 5.0, 'Gitanjali', '0486414175')
(22, 5.0, 'The Annotated Wizard of Oz: A Centennial Edition', '0393049922')
(22, 5.0, 'The Complete Works of Shakespeare ', '0321012542')
(21, 5.0, 'Winnie', '0525447768')
(21, 5.0, 'The Portable Dorothy Parker ', '0140150749')
(21, 5.0, 'Henry Huggins', '0694525294')
(21, 5.0, 'The Pursuit of Love ', '0679600906')
(21, 5.0, 'Winnie', '1859986501')
(21, 5.0, 'Henry Huggins CD', '0694525251')
(21, 5.0, 'Winnie the Pooh ', '0525468048')
(21, 5.0, 'Winnie', '0525467564')
(21, 5.0, 'Winnie', '0525444432')
(21, 5.0, 'Winnie', '0140361219')
(21, 5.0, 'Winnie the Pooh Boxed Set : BBC ', '0553478664')
(20, 5.0, 'Frog and Toad Together Book and Tape ', '1559942304')
(20, 5.0, 'Frog and Toad Together ', '0060239603')
(20, 5.0, 'The Night Thoreau Spent in Jail', '055327838')
(20, 5.0, 'Frog and Toad Together ', '006023959')
(20, 5.0, 'Frog and Toad Together ', '069401298')
(20, 5.0, 'Carry On', '1585673927')
(20, 5.0, 'Frog and Toad Together ', '0064440214')
(20, 5.0, 'Favorite Jane Austen Novels: Pride and Prejudice', '0486297489')
(19, 5.0, 'The Diaries of Adam ', '0965881164')
(19, 5.0, 'Basic Writings of Nietzsche ', '0679600000')
(19, 5.0, 'The Diaries of Adam and Eve', '0965881156')
(18, 5.0, 'Paradise Lost and Paradise Regained ', '0451527925')
(18, 5.0, 'Pilgrim', '1589600134')
(18, 5.0, 'The Diaries of Adam and Eve', '0965881199')
(18, 5.0, 'Henry V ', '0553212958')
(18, 5.0, 'In Search of Lost Time Volume IIWithin a Budding Grove ', '0375752196')
(18, 5.0, 'Henry V ', '0671722654')
(18, 5.0, 'Henry V ', '0198319800')
(18, 5.0, 'The Pilgrim', '0882707574')
(18, 5.0, 'The Oxford Classical Dictionary: The Ultimate Reference Work on the Classical World', '0195216938')
(18, 5.0, 'The Life of Henry V: With New and Updated Critical Essays and a Revised Bibliography ', '0451526902')
(18, 5.0, 'In Search of Lost Time', '067960006')
(18, 5.0, 'Henry V ', '0192834231')
(18, 5.0, 'Paradise Lost and Paradise Regained ', '0451524748')
(17, 5.0, 'Boricuas: Influential Puerto Rican Writings ', '0345395026')
(17, 5.0, 'Archy and Mehitabel', '0385094787')
(17, 5.0, 'I Closed My Eyes : Revelations of a Battered Woman', '156838341')
(17, 5.0, 'A Child', '0811213099')
(17, 5.0, 'Nature Lessons: A Novel', '031231034')
(17, 5.0, 'A Child', '0060514663')
(17, 5.0, 'The First Circle ', '0810115905')
(17, 5.0, 'Children of the Star', '1892065142')
(17, 5.0, 'Edgar Allan Poe: Complete Tales ', '0785813500')
(17, 5.0, 'Detecting Women: A Readers Guide and Checklist for Mystery Series Written by Women', '0964459353')
(16, 5.0, 'Collected Stories', '0679764038')
(16, 5.0, 'Faust I ', '069103656')
(16, 5.0, 'A World Between: Poems', '0807614459')
(16, 5.0, 'The Man With the Golden Arm', '1583220089')
(16, 5.0, 'The Count of Monte Cristo ', '037576030')
(16, 5.0, 'The Portable Beat Reader ', '0140151028')
(15, 5.0, 'The Little Bear Audio Collection', '1559945435')
(15, 5.0, 'Little Bear ', '0064440044')
(15, 5.0, 'Little Bear Book and Tape ', '1559942347')
(15, 5.0, 'Little Bear ', '0060242418')
(15, 5.0, 'Dashiell Hammett : Complete Novels : Red Harvest ', '1883011671')
(15, 5.0, 'Dona Barbara ', '0844611948')
(15, 5.0, 'The Inhabited Woman', '0446672068')
(15, 5.0, 'Kant and the Platypus: Essays on Language and Cognition', '015601159')
(15, 5.0, 'The Twelve Chairs ', '0810114844')
(15, 5.0, 'Kant and the Platypus: Essays', '0151004471')
(15, 5.0, 'Little Bear ', '006024240')
(15, 5.0, 'Living Water', '0060000872')
(15, 5.0, 'My Childhood ', '0140182853')
(15, 5.0, 'The Complete Tales and Poems of Winnie', '0525467262')
(15, 5.0, 'This Way for the Gas', '0140186247')
(14, 5.0, 'The War Prayer ', '0060911131')
(14, 5.0, 'The Golden Ass ', '0192838881')
(14, 5.0, 'The Spirit of St', '0684852772')
(14, 5.0, 'The Discarded Image : An Introduction to Medieval and Renaissance Literature ', '0521477352')
(14, 5.0, 'El principito ', '0156013924')
(14, 5.0, 'Imperial Woman ', '1559210354')
(14, 5.0, 'The Stories of Vladimir Nabokov', '0679729976')
(14, 5.0, 'Barchester Towers ', '0192834320')
(14, 5.0, 'Nine Gates : Entering the Mind of Poetry', '0060929480')
(14, 5.0, 'Essays of E', '0060932236')
(14, 5.0, 'His Master', '0810117312')
(14, 5.0, 'Barchester Towers ', '0679405879')
(14, 5.0, 'For the Love of Books: 115 Celebrated Writers on the Books They Love Most', '0399144668')
(14, 5.0, 'Barchester Towers ', '1853260894')
(14, 5.0, 'The Golden Ass : The Transformations of Lucius', '0374505322')
(13, 5.0, 'Frog and Toad All Year ', '0060239506')
(13, 5.0, 'The Ladies', '0192836021')
(13, 5.0, 'The Aeneid ', '0679413359')
(13, 5.0, 'Notre', '0140443533')
(13, 5.0, 'Frog and Toad All Year ', '0064440591')
(13, 5.0, 'Mencken Chrestomathy', '0394752090')
(13, 5.0, 'Frog and Toad All Year Book and Tape ', '1559942282')
(13, 5.0, 'Tilt: Every Family Spins on Its Own Axis', '1402200412')
(13, 5.0, 'The Education of H', '0156278111')
(13, 5.0, 'Betsy', '0064400972')
(13, 5.0, 'Black Light', '0595188184')
(13, 5.0, 'Heaven to Betsy ', '0064401103')
(12, 5.0, 'Bringing the Rain to Kapiti Plain : StoryTape ', '0140950524')
(12, 5.0, 'Eugene Onegin: A Novel in Verse ', '0192838997')
(12, 5.0, 'The Complete Works of Oscar Wilde: Volume 1', '0198119607')
(12, 5.0, 'Complete Works of Oscar Wilde: Stories', '006096393')
(12, 5.0, 'Thinking Physics: Understandable Practical Reality', '0935218084')
(12, 5.0, 'No Man Is an Island ', '015665962')
(12, 5.0, 'The Collected Tales and Poems of Edgar Allan Poe ', '0679600078')
(12, 5.0, 'Maugham: Collected Short Stories : Volume 1 ', '0140185895')
(12, 5.0, 'Beowulf', '0385062133')
(12, 5.0, 'Lost Illusions ', '0375757902')
(12, 5.0, 'Charlotte and Emily Bronte : The Complete Novels', '0517092921')
(12, 5.0, 'The Quiet American ', '014024350')
(12, 5.0, 'Complete Poetry and Prose of William Blake', '0520044738')
(12, 5.0, 'Lost Illusions ', '0140442510')
(12, 5.0, 'Charlotte ', '0517147793')
(12, 5.0, 'Collected Short Stories', '0140185909')
(11, 5.0, 'Selected Stories of Anton Chekov', '0553381008')
(11, 5.0, 'The Power of the Dog : A Novel', '0316610895')
(11, 5.0, 'Betsy', '0613035151')
(11, 5.0, 'El conde de Montecristo ', '8484032930')
(11, 5.0, 'Wolf Solent', '0375703071')
(11, 5.0, 'A One', '0595168116')
(11, 5.0, 'An Ideal Husband', '0140287957')
(11, 5.0, 'Los Tres Mosqueteros', '8484032914')
(11, 5.0, 'Mama', '0785774033')
(11, 5.0, 'Lay that Trumpet in Our Hands', '0553381032')
(11, 5.0, 'The Sense and Sensibility Screenplay ', '1557042926')
(11, 5.0, 'Treasured Writings of Kahlil Gibran', '089009389')
(11, 5.0, 'Manalive ', '0486414051')
(11, 5.0, 'An Ideal Husband ', '1580810268')
(11, 5.0, 'An Ideal Husband ', '048641423')
(11, 5.0, 'Betsy', '0064405443')
(2617, 4.5, 'The Giver ', '0395645662')
(1433, 4.5, 'El Hobbit', '8445071416')
(1432, 4.5, 'Hobbit Cass', '1565115511')
(1432, 4.5, 'Hobbit CD Wd Bx', '156511552')
(1432, 4.5, 'The Hobbit ', '0618162216')
(1432, 4.5, 'The Hobbit ', '0395362903')
(1432, 4.5, 'The Hobbit : The Enchanting Prelude to The Lord of the Rings', '0345339681')
(1432, 4.5, 'The Hobbit ', '0395873460')
(1432, 4.5, 'The Hobbit ', '061815082')
(1432, 4.5, 'The Hobbit ', '0395177111')
(1432, 4.5, 'The Hobbit', '0345445600')
(1432, 4.5, 'The Hobbit', '0395520215')
(1414, 4.5, 'Kill a Mockingbird', '0060933275')
(1414, 4.5, 'To Kill a Mockingbird', '157270036')
(1414, 4.5, 'To Kill a Mockingbird : The 40th Anniversary Edition of the Pulitzer Prize', '0060194995')
(1414, 4.5, 'To Kill a Mockingbird', '0060935464')
(1414, 4.5, 'To Kill a Mockingbird', '1572701900')
(1414, 4.5, 'To Kill a Mockingbird ', '0764586009')
(1414, 4.5, 'To Kill a Mockingbird', '006017322')
(1414, 4.5, 'To Kill a Mockingbird', '0446310786')
(1291, 4.5, 'The Outsiders', '0670532576')
(1291, 4.5, 'The Outsiders', '014038572')
(1186, 4.5, 'J', '0345340426')
(1186, 4.5, 'The Hobbit and The Lord of the Rings', '0618002251')
(1178, 4.5, '1984', '078610239')
(1173, 4.5, '1984 ', '0679417397')
(1173, 4.5, '1984', '0899663680')
(1173, 4.5, '1984', '0451524934')
(1172, 4.5, '1984', '0452262933')
(1048, 4.5, 'Go Ask Alice', '0671664581')
(1003, 4.5, 'Of Mice and Men : ', '0142000671')
(1000, 4.5, 'Of Mice and Men ', '0881030376')
(1000, 4.5, 'Of Mice and Men ', '0140177396')
(1000, 4.5, 'Of Mice and Men ', '0140186425')
(1000, 4.5, 'Of Mice and Men Cassette ', '0453007902')
(992, 4.5, 'Animal Farm ', '0679420398')
(992, 4.5, 'Animal Farm', '0786119241')
(992, 4.5, 'Animal Farm: A Fairy Story', '0151002177')
(990, 4.5, 'Animal Farm', '0451526341')
(990, 4.5, 'Animal Farm and Related Readings', '0395796776')
(967, 4.5, 'The Lord of the Rings ', '1559351209')
(967, 4.5, 'The Lord of the Rings ', '0618129022')
(967, 4.5, 'The Lord of the Rings ', '0618260242')
(966, 4.5, 'The Lord of the Rings ', '0618129014')
(966, 4.5, 'The Lord of the Rings ', '0395595118')
(966, 4.5, 'The Lord of the Rings', '0618260250')
(964, 4.5, 'Where the Red Fern Grows', '0553451324')
(961, 4.5, 'Where the Red Fern Grows', '0440412676')
(961, 4.5, 'Where the Red Fern Grows', '0385323301')
(961, 4.5, 'Where the Red Fern Grows', '0881030589')
(961, 4.5, 'Where the Red Fern Grows', '0807204684')
(903, 4.5, 'Dune', '044100590')
(872, 4.5, 'A Wrinkle in Time', '0440998050')
(872, 4.5, 'A Wrinkle in Time ', '0807275875')
(872, 4.5, 'Literature Guide: A Wrinkle in Time ', '0590373609')
(872, 4.5, 'A Wrinkle in Time', '0440498058')
(872, 4.5, 'A Wrinkle in Time', '0374386137')
(872, 4.5, 'The Time Quartet Box Set ', '0440360374')
(826, 4.5, 'Hatchet', '0689808828')
(826, 4.5, 'Hatchet', '0689826990')
(826, 4.5, 'Hatchet', '0553470876')
(826, 4.5, 'Hatchet', '0833508326')
(826, 4.5, 'Hatchet', '0689840926')
(820, 4.5, 'Watership Down ', '068483605')
(819, 4.5, 'Watership Down ', '0060935456')
(819, 4.5, 'Watership Down', '0380002930')
(782, 4.5, 'The Fellowship of the Ring ', '1565116674')
(782, 4.5, 'The Fellowship of the Ring ', '0395489318')
(782, 4.5, 'The Fellowship of the Ring ', '0808520768')
(782, 4.5, 'The Fellowship of the Ring ', '0618153985')
(782, 4.5, 'The Fellowship of the Ring ', '0618260269')
(782, 4.5, 'The Fellowship of the Ring ', '0618129030')
(782, 4.5, 'The Fellowship of the Ring ', '0618002227')
(782, 4.5, 'The Fellowship of the Ring ', '0345339703')
(732, 4.5, 'Catch 22', '0684833395')
(732, 4.5, 'Catch', '0808514024')
(732, 4.5, 'Catch', '0684865130')
(732, 4.5, 'Catch', '0679437223')
(655, 4.5, 'Bridge to Terabithia', '0694524522')
(637, 4.5, 'Pride and Prejudice ', '0486284735')
(637, 4.5, 'Pride and Prejudice', '0393976041')
(637, 4.5, 'Pride and Prejudice', '1578151236')
(637, 4.5, 'Pride and Prejudice ', '1561004847')
(637, 4.5, 'Pride And Prejudice ', '0439101352')
(636, 4.5, 'Pride and Prejudice ', '0140434267')
(636, 4.5, 'Pride and Prejudice ', '0679601686')
(636, 4.5, 'Pride and Prejudice ', '019254702')
(636, 4.5, 'Pride and Prejudice ', '0192833553')
(636, 4.5, 'Pride and Prejudice ', '1572700556')
(636, 4.5, 'Pride And Prejudice ', '0679405429')
(636, 4.5, 'Pride And Prejudice', '0736633707')
(636, 4.5, 'Signature Classics ', '1582790442')
(636, 4.5, 'Pride and Prejudice', '1859980139')
(636, 4.5, 'PRIDE AND PREJUDICE ', '0812523369')
(636, 4.5, 'Pride and Prejudice ', '0679783261')
(636, 4.5, 'Pride and Prejudice', '0553213105')
(594, 4.5, 'Gone With the Wind', '0788789570')
(594, 4.5, 'Gone with the Wind', '0446675539')
(594, 4.5, 'Gone With the Wind', '068483068')
(593, 4.5, 'Gone with the Wind', '0446365386')
(592, 4.5, 'Walk Two Moons', '0064405176')
(592, 4.5, 'Walk Two Moons Audio', '0694700517')
(590, 4.5, 'Walk Two Moons ', '0060233346')
(587, 4.5, 'Jane Eyre ', '1551111802')
(587, 4.5, 'Jane Eyre ', '0553211404')
(587, 4.5, 'Jane Eyre ', '0448060310')
(587, 4.5, 'Jane Eyre ', '0192100424')
(587, 4.5, 'Jane Eyre', '0141305371')
(586, 4.5, 'Jane Eyre ', '0140434003')
(586, 4.5, 'Jane Eyre ', '0451526554')
(586, 4.5, 'Jane Eyre', '0812523377')
(586, 4.5, 'Jane Eyre ', '0679424725')
(586, 4.5, 'Jane Eyre ', '0312095457')
(586, 4.5, 'Jane Eyre ', '1572701005')
(586, 4.5, 'Jane Eyre ', '962634086')
(586, 4.5, 'Charlotte Bronte', '0812034228')
(586, 4.5, 'Jane Eyre ', '0679405828')
(561, 4.5, 'The Princess Bride', '1590071875')
(544, 4.5, 'The Silmarillion ', '0395939461')
(536, 4.5, 'A Clockwork Orange ', '0808581945')
(536, 4.5, 'Selections from A Clockwork Orange ', '0694517526')
(536, 4.5, 'A Clockwork Orange', '1568495110')
(534, 4.5, 'A Clockwork Orange ', '0393312836')
(521, 4.5, 'Slaughterhouse', '0808514571')
(521, 4.5, 'Slaughterhouse', '0385333846')
(521, 4.5, 'Slaughterhouse', '0385312083')
(521, 4.5, 'Slaughterhouse', '0440180295')
(517, 4.5, 'The Grapes of Wrath : Text and Criticism', '0140247750')
(517, 4.5, 'The Grapes of Wrath', '0140868445')
(517, 4.5, 'The Grapes of Wrath ', '0822204754')
(517, 4.5, 'The Grapes of Wrath : ', '0142000663')
(517, 4.5, 'The Grapes of Wrath ', '0679420401')
(517, 4.5, 'The Grapes of Wrath ', '0140186409')
(517, 4.5, 'The Grapes of Wrath ', '0140281622')
(517, 4.5, 'John Steinbeck', '0812034139')
(500, 4.5, 'Anne Frank: The Diary of a Young Girl ', '0385473788')
(450, 4.5, 'A Tree Grows in Brooklyn', '006092988')
(450, 4.5, 'Tree Grows in Brooklyn', '0808514628')
(450, 4.5, 'Tree Grows in Brooklyn', '0694525820')
(450, 4.5, 'A Tree Grows in Brooklyn', '0060001941')
(425, 4.5, 'One Hundred Years of Solitude', '0060114185')
(425, 4.5, 'One Hundred Years of Solitude', '0060929790')
(424, 4.5, 'One Hundred Years of Solitude ', '0679444653')
(421, 4.5, 'Rebecca', '0380778556')
(421, 4.5, 'Rebecca', '0385043805')
(420, 4.5, 'Rebecca', '1559272619')
(420, 4.5, 'Rebecca', '0380730405')
(420, 4.5, 'Rebecca', '1572701137')
(420, 4.5, 'Rebecca', '0808514520')
(414, 4.5, 'Crime and Punishment ', '9626340096')
(414, 4.5, 'Lolita ', '0679410430')
(414, 4.5, 'Crime and Punishment ', '0192833839')
(414, 4.5, 'Crime and Punishment ', '0679420290')
(414, 4.5, 'Crime and Punishment ', '0679734503')
(414, 4.5, 'Lolita', '0822206838')
(414, 4.5, 'Lolita ', '0679723161')
(414, 4.5, 'Crime and Punishment ', '1853262005')
(414, 4.5, 'Crime and Punishment ', '0679601007')
(414, 4.5, 'Crime and Punishment ', '0486415872')
(414, 4.5, 'Crime and Punishment ', '0451527232')
(414, 4.5, 'Crime and Punishment ', '0553211757')
(414, 4.5, 'Crime and Punishment ', '0140445285')
(414, 4.5, 'Crime and Punishment ', '0140449132')
(400, 4.5, 'Island of the Blue Dolphins', '0440439884')
(400, 4.5, 'Island of the Blue Dolphins ', '0440940001')
(400, 4.5, 'The Island of the Blue Dolphins', '0553474057')
(395, 4.5, 'The Bell Jar ', '0060174900')
(395, 4.5, 'The Bell Jar ', '0375404635')
(393, 4.5, 'The Bell Jar ', '0060930187')
(384, 4.5, 'All Quiet on the Western Front', '0449911497')
(384, 4.5, 'All Quiet on the Western Front', '0449213943')
(382, 4.5, 'The Lion', '0694524743')
(382, 4.5, 'The Lion', '1561797006')
(381, 4.5, 'The Chronicles of Narnia: The Lion', '0553476564')
(381, 4.5, 'The Lion', '0694524786')
(381, 4.5, 'The Lion', '1561796999')
(363, 4.5, 'Siddhartha ', '1572700483')
(363, 4.5, 'Siddhartha', '1567310079')
(363, 4.5, 'Siddhartha ', '1400001293')
(363, 4.5, 'Siddhartha', '0553208845')
(363, 4.5, 'Siddhartha', '0811202925')
(363, 4.5, 'Siddhartha : Siddhartha ', '1570627215')
(363, 4.5, 'Siddhartha: A New Translation', '1564559149')
(363, 4.5, 'Siddhartha', '081120068')
(363, 4.5, 'Siddhartha ', '0486406539')
(361, 4.5, 'The Little Prince', '2895170711')
(359, 4.5, 'Flowers for Algernon: In this beloved novel', '0151001634')
(350, 4.5, 'Bud', '0440413281')
(346, 4.5, 'Their Eyes Were Watching God', '0060931418')
(346, 4.5, 'Their Eyes Were Watching God', '0072434228')
(346, 4.5, 'Their Eyes Were Watching God', '0060199490')
(346, 4.5, 'Their Eyes Were Watching God', '0694524026')
(339, 4.5, 'Goodnight Moon', '0898459885')
(337, 4.5, 'The Two Towers ', '1565116682')
(337, 4.5, 'The Two Towers ', '0618002235')
(337, 4.5, 'The Two Towers ', '0395489334')
(337, 4.5, 'The Two Towers ', '0345339711')
(337, 4.5, 'The Two Towers ', '0618153993')
(337, 4.5, 'The Two Towers ', '0618129081')
(337, 4.5, 'The Two Towers ', '0345008634')
(335, 4.5, 'Charlotte', '0807208523')
(333, 4.5, 'Charlotte', '0553470485')
(333, 4.5, 'Charlotte', '0553455311')
(332, 4.5, 'Charlie and the Chocolate Factory', '089845865')
(330, 4.5, 'The Cider House Rules : A Novel ', '0679603352')
(316, 4.5, 'One Flew Over the Cuckoo', '0451163966')
(316, 4.5, 'One Flew Over the Cuckoo', '0453008151')
(316, 4.5, 'One Flew Over the Cuckoo', '0140043128')
(316, 4.5, 'One Flew over the Cuckoo', '088103715')
(316, 4.5, 'One Flew over the Cuckoo', '014028334')
(316, 4.5, 'One Flew Over the Cuckoo', '0140236015')
(304, 4.5, 'Dracula ', '9626341157')
(304, 4.5, 'Dracula ', '0140434062')
(304, 4.5, 'Dracula ', '1561005932')
(304, 4.5, 'Dracula ', '0553212710')
(304, 4.5, 'Dracula ', '3895080969')
(304, 4.5, 'Dracula ', '1551111365')
(303, 4.5, 'Dracula ', '0375756701')
(303, 4.5, 'Dracula ', '0486411095')
(303, 4.5, 'Dracula ', '0451523377')
(303, 4.5, 'Dracula ', '0192833863')
(303, 4.5, 'Bram Stoker', '1894003241')
(303, 4.5, 'Dracula', '0312863586')
(303, 4.5, 'Dracula ', '1569945128')
(303, 4.5, 'Dracula ', '1931056846')
(303, 4.5, 'Dracula ', '0812523016')
(296, 4.5, 'Cat', '038533348')
(296, 4.5, 'Cat', '0808520695')
(296, 4.5, 'Cat', '0783892675')
(294, 4.5, 'Matilda', '1559947926')
(285, 4.5, 'The Lord of the Rings', '0618260293')
(285, 4.5, 'The Lord of the Rings', '0618153969')
(285, 4.5, 'The Lord of the Rings', '0618153977')
(285, 4.5, 'The Lord of the Rings', '0395489326')
(284, 4.5, 'Are You There God', '0689841582')
(284, 4.5, 'Are You There God', '0440904196')
(284, 4.5, 'The Great Hunt ', '1578151333')
(267, 4.5, 'Anne of Green Gables ', '0553153277')
(267, 4.5, 'Anne of Green Gables ', '0517189682')
(267, 4.5, 'Anne of Green Gables ', '0679854673')
(267, 4.5, 'Anne of Green Gables ', '055321313')
(267, 4.5, 'Anne of Green Gables ', '962634623')
(266, 4.5, 'Anne of Green Gables ', '0848805844')
(266, 4.5, 'Anne of Green Gables ', '1853261394')
(266, 4.5, 'Forever', '0671695304')
(266, 4.5, 'Anne of Green Gables ', '9626341238')
(266, 4.5, 'Anne of Green Gables ', '0140367411')
(266, 4.5, 'Anne of Green Gables ', '0486283666')
(266, 4.5, 'Anne of Green Gables ', '0448060302')
(266, 4.5, 'Anne of Green Gables ', '1582870144')
(266, 4.5, 'Anne of Green Gables Coloring Book', '0486285898')
(266, 4.5, 'Anne Of Green Gables ', '0439295777')
(266, 4.5, 'Anne of Green Gables', '0385327153')
(266, 4.5, 'Anne of Green Gables Value Collection ', '0807206466')
(266, 4.5, 'Anne of Green Gables ', '0486410250')
(266, 4.5, 'Anne of Green Gables ', '0679444750')
(266, 4.5, 'Anne of Green Gables ', '155685045')
(261, 4.5, 'The Master and Margarita', '0802130119')
(261, 4.5, 'The Master and Margarita ', '0679410465')
(261, 4.5, 'The Master and Margarita ', '0679760806')
(261, 4.5, 'The Master and Margarita', '0452008999')
(261, 4.5, 'The Master and Margarita ', '0141180145')
(258, 4.5, 'Little Women ', '0140390693')
(258, 4.5, 'Little Women ', '1569945098')
(258, 4.5, 'Little Women ', '0670877069')
(258, 4.5, 'Little Women ', '0451523415')
(258, 4.5, 'Little Women ', '1567400906')
