 
(Cantidad de reviews, Score, Titulo)
(73, 5.0, 'All but My Life', '0809024608')
(73, 5.0, 'Fate is the Hunter', '0671636030')
(73, 5.0, 'The Gulag Archipelago: 1918', '0060007761')
(71, 5.0, 'My Family and Other Animals ', '014028902')
(69, 5.0, 'To Sleep with the Angels : A Story of a Fire', '1566631025')
(69, 5.0, 'To Sleep with the Angels : The Story of a Fire ', '156663217')
(66, 5.0, 'Iron Coffins: A Personal Account of the German U', '030681160')
(66, 5.0, 'Iron Coffins: A Personal Account of the German U', '0306808420')
(65, 5.0, 'ABOUT FACE : THE ODYSSEY OF AN AMERICAN WARRIOR', '0671695347')
(64, 5.0, 'Path Between The Seas : The Creation of the Panama Canal', '0671244094')
(64, 5.0, 'One Nation: America Remembers September 11', '0316525405')
(64, 5.0, 'In the Company of Heroes: A True Story', '0399150609')
(64, 5.0, 'In the Company of Heroes : The True Story of Black Hawk Pilot Michael Durant and the Men Who Fought and Fell at Mogadishu', '074353056')
(64, 5.0, 'In the Company of Heroes : The True Story of Black Hawk Pilot Michael Durant and the Men Who Fought and Fell at Mogadishu', '0743530497')
(62, 5.0, 'The Warrior Elite : The Forging of Seal Class 228', '0609607103')
(62, 5.0, 'The Warrior Elite : The Forging of SEAL Class 228', '1400046955')
(62, 5.0, 'QED: The Strange Theory of Light and Matter', '0691024170')
(60, 5.0, 'The Longest Day: The Classic Epic of D', '0671890913')
(59, 5.0, 'In My Hands : Memories of a Holocaust Rescuer', '0385720327')
(57, 5.0, 'The Glory of Their Times', '1565112539')
(57, 5.0, 'The Glory of Their Times : The Story of Baseball Told By the Men Who Played It', '0688112730')
(57, 5.0, 'The Glory of Their Times', '1565112474')
(56, 5.0, 'The Face of Battle : A Study of Agincourt', '0140048979')
(56, 5.0, 'The Face of Battle', '0844671266')
(54, 5.0, 'BRIDGE TOO FAR : THE CLASSIC HISTORY OF THE GREATEST AIRBORNE BATTLE OF WORLD WAR II', '0684803305')
(51, 5.0, 'JOHNSTOWN FLOOD', '0671207148')
(50, 5.0, 'Afghanistan: A Russian Soldier', '1580084168')
(49, 5.0, 'Stopped at Stalingrad: The Luftwaffe and Hitler', '0700611460')
(45, 5.0, 'Journey Through Genius: The Great Theorems of Mathematics', '014014739')
(44, 5.0, 'German Boy: A Child in War', '0767908244')
(44, 5.0, 'German Boy: A Refugee', '1578062748')
(43, 5.0, 'The Gulf Between Us : Love and Terror in Desert Storm', '1574881590')
(43, 5.0, 'The Cruel Sea', '1580800467')
(43, 5.0, 'Cartoon History of the Universe 1 ', '0385265204')
(42, 5.0, 'Seven Roads to Hell : A Screaming Eagle at Bastogne', '0891416803')
(42, 5.0, 'Seven Roads to Hell : A Screaming Eagle at Bastogne', '0440236274')
(42, 5.0, 'The Day the World Came to Town : 9', '0060513608')
(41, 5.0, 'Man', '0195622553')
(41, 5.0, 'Unsung Valor: A GI', '1578062144')
(40, 5.0, 'Complicated Women: Sex and Power in Pre', '0312252072')
(40, 5.0, 'The Inextinguishable Symphony:  A True Story of Music and Love in Nazi Germany', '0471078646')
(40, 5.0, 'Complicated Women : Sex and Power in Pre', '0312284314')
(40, 5.0, 'Walking with the Wind: A Memoir of the Movement', '0156007088')
(40, 5.0, 'Son of the Morning Star : Custer and The Little Bighorn', '0865475105')
(40, 5.0, 'Great Escape', '0449210685')
(40, 5.0, 'The Ways We Choose: Lessons for Life from a POW', '158151042')
(40, 5.0, 'The Inextinguishable Symphony: A True Story of Music and Love in Nazi Germany', '0471350974')
(40, 5.0, 'Seven Pillars of Wisdom : A Triumph', '0385418957')
(38, 5.0, 'Hitler', '0700611789')
(38, 5.0, 'In Search of the Miraculous: Fragments of an Unknown Teaching ', '0156445085')
(38, 5.0, 'Incidents in the Life of a Slave Girl', '0674002717')
(38, 5.0, 'Thunder Below', '0252019253')
(38, 5.0, 'Thunder Below', '0252066707')
(37, 5.0, 'The Price of Glory : Verdun 1916', '0140170413')
(37, 5.0, 'Absolut Book: The Absolut Vodka Advertising Story', '1885203292')
(37, 5.0, 'Reflections in Bullough', '0874519098')
(37, 5.0, 'Scipio Africanus: Greater Than Napoleon', '0306805839')
(36, 5.0, 'I Will Bear Witness : A Diary of the Nazi Years', '0375753788')
(36, 5.0, 'Creeker: A Woman', '081319024')
(35, 5.0, 'Guadalcanal : The Definitive Account of the Landmark Battle', '0140165614')
(35, 5.0, 'The LANDMARK THUCYDIDES', '0684828154')
(35, 5.0, 'The Landmark Thucydides : A Comprehensive Guide to the Peloponnesian War', '0684827905')
(34, 5.0, 'Hack Attacks Encyclopedia: A Complete History of Hacks', '0471055891')
(34, 5.0, 'Five Years to Freedom : The True Story of a Vietnam P', '0345314603')
(34, 5.0, 'The Last Lion : Winston Spencer Churchill: Visions of Glory', '0385313489')
(34, 5.0, 'The Illusion of Life: Disney Animation', '0786860707')
(33, 5.0, 'When Broken Glass Floats: Growing Up Under the Khmer Rouge', '0393048632')
(33, 5.0, 'Class', '0804118930')
(33, 5.0, 'Dead in Their Tracks: Crossing America', '1568581327')
(33, 5.0, 'Heroes at Home: Help and Hope for America', '0764227890')
(33, 5.0, 'Ally to Adversary: An Eyewitness Account of Iraq', '1557502811')
(33, 5.0, 'When Broken Glass Floats: Growing Up Under the Khmer Rouge', '0393322106')
(32, 5.0, 'A Conflict of Visions: Ideological Origins of Political Struggles', '0465081428')
(32, 5.0, 'Lenin', '0679751254')
(32, 5.0, 'The Book of Tiki', '382286417')
(32, 5.0, 'Five Chimneys', '0897333764')
(31, 5.0, 'A Stillness at Appomattox : The Army of the Potomac Trilogy ', '0385044518')
(31, 5.0, 'Stars in Their Courses : The Gettysburg Campaign', '0679601120')
(31, 5.0, 'Freedom in Exile', '0060987014')
(31, 5.0, 'Out Of The Darkness: The Story of Mary Ellen Wilson', '0966940008')
(31, 5.0, 'Fire and Ice : The Korean War', '1882810430')
(31, 5.0, 'Fire and Ice : The Korean War', '1882810449')
(30, 5.0, 'Loose Balls', '0671749218')
(30, 5.0, 'War Letters: Extraordinary Correspondence from American Wars', '0743216601')
(30, 5.0, 'I Served', '1552124894')
(30, 5.0, 'War Letters : Extraordinary Correspondence from American Wars', '0743508424')
(30, 5.0, 'War Letters : Extraordinary Correspondence from American Wars', '0743410068')
(30, 5.0, 'Daughter of Persia : A Woman', '0385468660')
(30, 5.0, 'War Letters: Extraordinary Correspondence from American Wars', '0743202945')
(30, 5.0, 'Now Pitching for the Yankees: Spinning the News for Mickey', '1930844182')
(30, 5.0, 'War Letters : Extraordinary Correspondence from American Wars', '0743508432')
(29, 5.0, 'Saving Monticello : The Levy Family', '074320106')
(29, 5.0, 'Low Level Hell', '0891417192')
(29, 5.0, 'Cartoon History of the Universe 2', '0385420935')
(29, 5.0, 'Wings of Morning: The Story of the Last American Bomber Shot Down over Germany in World War II', '0201407221')
(28, 5.0, 'Hot Sour Salty Sweet: A Culinary Journey Through Southeast Asia', '1579651143')
(28, 5.0, 'LAST BATTLE : THE CLASSIC HISTORY OF THE BATTLE FOR BERLIN', '0684803291')
(28, 5.0, 'PrairyErth ', '039592569')
(28, 5.0, 'Because of Romek: A Holocaust Survivor', '0963888625')
(28, 5.0, 'The Last Lion: Winston Spencer Churchill: Alone', '0385313314')
(28, 5.0, 'Facing The Lion: Memoirs of a Young Girl in Nazi Europe', '0967936659')
(27, 5.0, 'King of Hearts: The True Story of the Maverick Who Pioneered Open Heart Surgery', '0812930037')
(27, 5.0, 'The Marines', '0883631989')
(27, 5.0, 'The Houses That Sears Built', '0971558809')
(27, 5.0, 'Fighter Combat: Tactics and Maneuvering', '0870210599')
(27, 5.0, 'The Last Lion: Winston Spencer Churchill', '0316545120')
(27, 5.0, 'The Black Devil Brigade: The True Story of the First Special Service Force in World War II', '0935553509')
(27, 5.0, 'ANNE FRANK REMEMBERED', '0671662341')
(27, 5.0, 'Recipes and Remembrances from an Eastern Mediterranean Kitchen: A Culinary Journey through Syria', '0970971680')
(27, 5.0, 'The Ascent of Man', '0316109339')
(26, 5.0, 'The Sunflower: On the Possibilities and Limits of Forgiveness ', '0805210601')
(26, 5.0, 'Acceptable Loss', '0804107920')
(26, 5.0, 'The Evolution of Cooperation', '0465021212')
(26, 5.0, 'Man Is Wolf to Man: Surviving the Gulag', '0520221524')
(26, 5.0, 'Fortunate Son : The Autobiography Of Lewis B', '055356076')
(26, 5.0, 'Bad Astronomy: Misconceptions and Misuses Revealed', '0471409766')
(26, 5.0, 'Arctic Crossing : A Journey Through the Northwest Passage and Inuit Culture', '0375404090')
(26, 5.0, 'Fortunate Son: The Autobiography of Lewis B', '0802136907')
(26, 5.0, 'Mary', '1929175043')
(26, 5.0, 'I Will Bear Witness 1942', '0375756973')
(26, 5.0, 'Hal Lifson', '1566251826')
(26, 5.0, 'I Will Bear Witness 1942', '0375502408')
(25, 5.0, 'TECHNIQUES OF MEDIEVAL ARMOUR REPRODUCTION: THE 14TH CENTURY', '1581600984')
(25, 5.0, 'Call Each River Jordan: A Novel of Historical Suspense', '0060186380')
(25, 5.0, 'All on Fire: William Lloyd Garrison and the Abolition of Slavery', '0312253672')
(25, 5.0, 'Warrior: An Autobiography', '074322566')
(25, 5.0, 'The Children', '0449004392')
(25, 5.0, 'The Eleven Days of Christmas: America', '1893554279')
(25, 5.0, 'The Eleven Days of Christmas: America', '1893554244')
(25, 5.0, 'The Dark Valley : A Panorama of the 1930s', '0375708081')
(25, 5.0, 'The Discovery of the Titanic', '0446671746')
(25, 5.0, 'Mexico : The Beautiful Cookbook ', '000215949')
(25, 5.0, 'The Discovery of the Titanic', '0613048504')
(25, 5.0, 'The Dark Valley : A Panorama of the 1930s', '0375408819')
(25, 5.0, 'Quisqueya LA Bella: The Dominican Republic in Historical and Cultural Perspective ', '1563249367')
(25, 5.0, 'Guns Up', '0345450264')
(25, 5.0, 'Democracy In America ', '0679431349')
(25, 5.0, 'Of Water and the Spirit: Ritual', '0140194967')
(25, 5.0, 'Democracy in America', '0451528123')
(25, 5.0, 'The Rommel Papers ', '0306801574')
(25, 5.0, 'The Arctic Grail: The Quest for the Northwest Passage and The North Pole', '1585741167')
(24, 5.0, 'Coming of Age in the Milky Way', '1931056153')
(24, 5.0, 'The Golden Milestone: Over 2500 Years of Italian Contributions to Civilization', '0967143616')
(24, 5.0, 'A Durable Peace: Israel and Its Place Among the Nations', '0446523062')
(24, 5.0, 'Samurai', '0870215973')
(24, 5.0, 'Frida : A Biography of Frida Kahlo', '0060085894')
(24, 5.0, 'Storming Heaven: Lsd and the American Dream', '0802135870')
(24, 5.0, 'Samurai', '0743412834')
(24, 5.0, 'The Fire Next Time ', '067974472')
(24, 5.0, 'The Second World War ', '039541685')
(24, 5.0, 'Gracelin O', '0451202996')
(24, 5.0, 'Frida: A Biography of Frida Kahlo', '0060911271')
(24, 5.0, 'Subway Art', '0805006788')
(24, 5.0, 'Send In The Waco Killers: Essays on the Freedom Movement', '0967025907')
(23, 5.0, 'It Happened in Brooklyn: An Oral History of Growing Up in the Borough in the 1940s', '015600237')
(23, 5.0, 'Dr Folkman', '0375502440')
(23, 5.0, 'Exploring the Titanic: Scott Foresman Reading Classroom Library ', '0590419528')
(23, 5.0, 'Ultimate Spy Book', '0789404435')
(23, 5.0, 'Journey into the Whirlwind ', '0156027518')
(23, 5.0, 'Wisconsin Death Trip ', '0826321933')
(23, 5.0, 'The Cenotes of the Riviera Maya', '0967741203')
(23, 5.0, 'PARTING THE WATERS', '0671687425')
(23, 5.0, 'Journey into the Whirlwind ', '0156465094')
(23, 5.0, 'Exploring the Titanic', '0833559141')
(23, 5.0, 'Women of Courage: Inspiring Stories from the Women Who Lived Them', '1577310934')
(23, 5.0, 'Taoist Master Chuang', '0967794803')
(22, 5.0, 'The Plutonium Files : America', '0385319541')
(22, 5.0, 'The Kidnapping of Edgardo Mortara', '0679768173')
(22, 5.0, 'Up Front', '0393050319')
(22, 5.0, 'Reach for the Sky: The Story of Douglas Bader', '1557502226')
(22, 5.0, 'Edie: American Girl', '0802134106')
(22, 5.0, 'Arabian Sands ', '0140095144')
(22, 5.0, 'Black Edelweiss: A Memoir of Combat and Conscience by a Soldier of the Waffen', '0966638980')
(22, 5.0, 'Turbulence on the Ground ', '1889361070')
(22, 5.0, 'Belfast Diary : War as a Way of Life', '0807002178')
(21, 5.0, 'Chasing Rainbows: Collecting American Indian Trade ', '0821227580')
(21, 5.0, 'Utmost Savagery: The Three Days of Tarawa', '1557500312')
(21, 5.0, 'This House of Sky: Landscapes of a Western Mind', '0156899825')
(21, 5.0, 'Nine Minutes', '0609810162')
(21, 5.0, 'Asian American Dreams : The Emergence of an American People', '0374527369')
(21, 5.0, 'An Uncommon Friendship: From Opposite Sides of the Holocaust', '0520236890')
(21, 5.0, 'Warfare in the Classical World: An Illustrated Encyclopedia of Weapons', '0806127945')
(21, 5.0, 'Leap into Darkness : Seven Years on the Run in Wartime Europe', '0385497059')
(21, 5.0, 'The Battles for Spotsylvania Court House and the Road to Yellow Tavern May 7', '0807121363')
(21, 5.0, 'Sun Dancing: A Spiritual Journey on the Red Road', '0892818506')
(21, 5.0, 'Utmost Savagery', '0804115591')
(21, 5.0, 'Those Devils in Baggy Pants', '0899666132')
(21, 5.0, 'The Frontiersmen: A Narrative', '0945084919')
(21, 5.0, 'DNA : The Secret of Life', '0375415467')
(21, 5.0, 'Nine Minutes', '0609606336')
(21, 5.0, 'Nine Minutes', '0743509005')
(21, 5.0, 'Titanic: Triumph and Tragedy', '0393036979')
(21, 5.0, 'The Autobiography of a Tibetan Monk', '0802116213')
(21, 5.0, 'The Ideological Origins of the American Revolution', '0674443020')
(21, 5.0, 'An Uncommon Friendship: From Opposite Sides of the Holocaust', '0520225317')
(21, 5.0, 'The Frontiersmen: A Narrative', '0945084900')
(21, 5.0, 'Torpedo Junction: U', '1557503621')
(20, 5.0, 'Strong Men Armed: The United States Marines Against Japan', '0306807858')
(20, 5.0, 'Torpedo Junction: U', '0440210275')
(20, 5.0, 'Men of Mathematics ', '0671628186')
(20, 5.0, 'The Last True Story of Titanic', '1583450122')
(20, 5.0, 'Men of Mathematics', '0833500228')
(20, 5.0, 'On the Air: The Encyclopedia of Old', '0195076788')
(20, 5.0, 'How to Solve It', '0691023565')
(20, 5.0, 'The Art of Strategy: A New Translation of Sun Tzu', '0385237847')
(20, 5.0, 'The Romanovs: Love', '095216440')
(20, 5.0, 'Contempt of Court : The Turn', '0385720823')
(20, 5.0, 'The Wilderness Family : At Home with Africa', '0345444264')
(20, 5.0, 'Defeat Into Victory', '0815410220')
(20, 5.0, 'Spandau: The Secret Diaries', '1842120514')
(20, 5.0, 'Children of the Flames: Dr', '0140169318')
(20, 5.0, 'Bodyguard of Lies: The Extraordinary True Story Behind D', '1585746924')
(20, 5.0, 'Granny and the Eskimo: Angels in Vietnam', '0759647976')
(20, 5.0, 'The Children of Willesden Lane: Beyond the Kindertransport: A Memoir of Music', '0446527815')
(20, 5.0, 'The Pine Barrens', '0374233608')
(19, 5.0, 'A Greek', '0226039331')
(19, 5.0, 'Clear the Bridge', '0891415734')
(19, 5.0, 'The Journals of Lewis and Clark ', '0395859964')
(19, 5.0, 'Eastern Approaches', '0140132716')
(19, 5.0, 'Braving the Waves: Rockaway Rises ', '0933670079')
(19, 5.0, 'The Lessons of History', '1572702168')
(19, 5.0, 'Infantry Soldier: Holding the Line at the Battle of the Bulge', '0806132221')
(19, 5.0, 'What Is Mathematics', '0195105192')
(19, 5.0, 'The Lessons of History', '1567310249')
(19, 5.0, 'Russia at War: 1941', '0786707224')
(19, 5.0, 'Against All Hope: A Memoir of Life in Castro', '1893554198')
(19, 5.0, '2000 Years of Disbelief: Famous People With the Courage to Doubt', '1573920673')
(19, 5.0, 'The Lessons of History', '0945353871')
(19, 5.0, 'Southern Ladies ', '0312099150')
(19, 5.0, 'Recondo', '0804108439')
(19, 5.0, 'Is Paris Burning', '0785812466')
(19, 5.0, 'The Journals of Lewis and Clark ', '0140252177')
(18, 5.0, '3000 Degrees: The True Story of a Deadly Fire and the Men Who Fought It', '0446528315')
(18, 5.0, 'The Mountain of the Women : Memoir of an Irish Troubador', '0553715054')
(18, 5.0, 'The Oxford Classical Dictionary', '019866172')
(18, 5.0, 'Different Strokes : The Lives and Teachings of the Game', '0684848635')
(18, 5.0, 'Growing Up Baseball : An Oral History', '0878331867')
(18, 5.0, 'Scourge: The Once and Future Threat of Smallpox', '0802139396')
(18, 5.0, 'Hitler', '0841906769')
(18, 5.0, 'Skyscrapers', '1579121535')
(18, 5.0, 'The Life of Greece ', '1567310133')
(18, 5.0, 'Phantom Soldier: The Enemy', '0963869558')
(18, 5.0, 'Who', '1881846075')
(18, 5.0, 'Charlie Rangers', '0804102880')
(18, 5.0, 'The Price of Vigilance', '0804119112')
(18, 5.0, '365 Days', '0807609951')
(18, 5.0, 'The Pilgrim', '0882707574')
(18, 5.0, 'Polar the Titanic Bear', '0316806250')
(18, 5.0, 'The Oxford Classical Dictionary', '0198606419')
(18, 5.0, 'The Rules of the Game : Jutland and British Naval Command', '1557509719')
(18, 5.0, 'Scourge: The Once and Future Threat of Smallpox', '0871138301')
(18, 5.0, 'The Oxford Classical Dictionary: The Ultimate Reference Work on the Classical World', '0195216938')
(18, 5.0, 'Inside the Titanic : A Giant Cut', '0316557161')
(18, 5.0, 'Execution by Hunger: The Hidden Holocaust', '0393304167')
(18, 5.0, 'Different Strokes: The Lives and Teachings of the Game', '158062474')
(18, 5.0, 'All for the Union : The Civil War Diary ', '0679738282')
(18, 5.0, 'The Price of Vigilance : Attacks on American Surveillance Flights', '0345450701')
(18, 5.0, 'Pity the Nation: Lebanon at War', '0192801309')
(18, 5.0, 'Absolution: Charlie Company 3rd Battalion', '1887901302')
(17, 5.0, 'The Last Lion: Winston Spencer Churchill', '0316545031')
(17, 5.0, 'The Ss: Hitler', '0879389052')
(17, 5.0, 'Other Powers', '0060953322')
(17, 5.0, 'Gamma : Exploring Euler', '0691099839')
(17, 5.0, 'The Conquering Family', '156849372')
(17, 5.0, 'Barrow', '0871138042')
(17, 5.0, 'New Shanghai: The Rocky Rebirth of China', '0471843520')
(17, 5.0, 'Introduction to Attic Greek', '0520201779')
(17, 5.0, 'Autumn Lightning : The Education of an American Samurai', '1570621152')
(17, 5.0, 'Dearest Ones : A True World War II Love Story', '0471379468')
(17, 5.0, 'Lest We Forget: The Passage from Africa to Slavery and Emancipation: A Three', '0609600303')
(17, 5.0, 'Passing Strange : True Tales of New England Hauntings and Horrors', '1576300595')
(17, 5.0, 'New York City Baseball: The Last Golden Age', '0156655004')
(17, 5.0, 'Virga Tears: The True Story of a Soldier', '1880741490')
(17, 5.0, 'The Machu Picchu Guidebook: A Self', '1555663079')
(17, 5.0, 'Secrets of the Lost Races: New Discoveries of Advanced Technology in Ancient Civilizations', '1572581980')
(17, 5.0, 'Barrow', '0802137946')
(17, 5.0, 'Au Contraire', '187786482')
(17, 5.0, 'Evidence Not Seen: A Woman', '0060670207')
(17, 5.0, 'Trapped in Tuscany Liberated by the Buffalo Soliders: The True World War II Story of Tullio Bruno Bertini', '0937832359')
(17, 5.0, 'Endless Miracles', '0884002020')
(17, 5.0, 'In Search of Dracula : The History of Dracula and Vampires', '0395657830')
(17, 5.0, 'A Day in the Life of Africa', '0971802106')
(16, 5.0, 'From the Mississippi Delta: A Memoir', '1556523416')
(16, 5.0, 'Pride of October: What it Was to Be Young and a Yankee', '044652932')
(16, 5.0, 'The Village', '0743457579')
(16, 5.0, 'Attacks: ROMMEL', '0960273603')
(16, 5.0, 'The Holocaust: A History of the Jews of Europe During the Second World War', '0805003487')
(16, 5.0, 'The Longest Raid of the Civil War: Little', '0967026709')
(16, 5.0, 'Ecological Imperialism : The Biological Expansion of Europe', '0521456908')
(16, 5.0, 'Baptism : A Vietnam Memoir', '0804119228')
(16, 5.0, 'Rebels and Redcoats: The American Revolution Through the Eyes of Those Who Fought and Lived It ', '0306803070')
(16, 5.0, 'Reagan on Leadership : Executive Lessons from the Great Communicator', '0761513361')
(16, 5.0, 'The Tibetan Book of the Dead: Or', '0195133110')
(16, 5.0, 'When Thunder Rolled: An F', '1588341038')
(16, 5.0, 'Patriot Dreams: The Murder of Colonel Rich Higgins', '1555715273')
(16, 5.0, 'Josephus Complete Works', '0785214275')
(16, 5.0, 'The Last Full Measure: The Life and Death of the First Minnesota Volunteers ', '0873514068')
(16, 5.0, 'The Invention of Clouds: How an Amateur Meteorologist Forged the Language of the Skies', '0312420013')
(16, 5.0, 'The Last Full Measure: The Life and Death of the First Minnesota Volunteers', '087351405')
(16, 5.0, 'A Border Passage : From Cairo to America', '0140291830')
(16, 5.0, 'Return to Bull Run: The Campaign and Battle of Second Manassas', '080613187')
(16, 5.0, 'Banker to the Poor: Micro', '1891620118')
(16, 5.0, 'A Hundred Miles of Bad Road', '0891417125')
(16, 5.0, 'The Village', '0299102343')
(16, 5.0, 'Arrow of the Blue', '0802137334')
(16, 5.0, 'Inside ', '0889627142')
(16, 5.0, 'Glock : The New Wave In Combat Handguns', '0873646495')
(16, 5.0, 'Last Dinner On the Titanic Menus and Recipes From the Great Liner', '078686303')
(16, 5.0, 'The Second World War', '039541055')
(16, 5.0, 'Josephus Complete Works', '0785214267')
(16, 5.0, 'Adventures in Nature Mexico', '1562613405')
(16, 5.0, 'Great Siege: Malta 1565 ', '1840222069')
(16, 5.0, 'One Hundred Days: The Memoirs of the Falklands Battle Group Commander ', '1557506523')
(16, 5.0, 'Battle at Alcatraz: A Desperate Attempt to Escape the Rock', '1886039372')
(16, 5.0, 'Inside Camp X', '1894003276')
(15, 5.0, 'Thirty Years in a Red House: A Memoir of Childhood and Youth in Communist China', '155849216')
(15, 5.0, 'Japan at War: An Oral History', '1565840399')
(15, 5.0, 'Parallax: The Race to Measure the Cosmos', '0805071334')
(15, 5.0, 'Love', '1565121112')
(15, 5.0, 'The Cunning of History', '0061320684')
(15, 5.0, 'At the Hands of Persons Unknown : The Lynching of Black America', '0375503242')
(15, 5.0, 'The Architecture Pack : A Unique', '0679431004')
(15, 5.0, 'Thirty Seconds over Tokyo ', '1574885081')
(15, 5.0, 'Platoon Leader', '0891416064')
(15, 5.0, 'Blessed by Thunder: Memoir of a Cuban Girlhood', '1580050425')
(15, 5.0, 'The Last of the Just', '1585670162')
(15, 5.0, 'The Life of Daniel Boone', '0811709795')
(15, 5.0, 'Marine Rifleman: Forty', '1574884255')
(15, 5.0, 'Machu Picchu: A Civil Engineering Marvel', '0784404445')
(15, 5.0, 'The Last Good Season: Brooklyn', '0385501528')
(15, 5.0, 'The Origins of The Second World War', '0684829479')
(15, 5.0, 'Fabricating Israeli History: The ', '071468063')
(15, 5.0, 'Lee: The Last Years', '0395929741')
(15, 5.0, 'The Sand Pebbles ', '1557504466')
(15, 5.0, 'Thirty Seconds over Tokyo', '0899668860')
(15, 5.0, 'Pak Six: A True Story', '0515090050')
(15, 5.0, 'Parallax : The Race to Measure the Cosmos', '0716737116')
(15, 5.0, 'Letters of the Century : America 1900', '0385315902')
(15, 5.0, 'Inanna', '0060908548')
(15, 5.0, 'The Smuggler', '1562477579')
(15, 5.0, 'Brave Men', '0803287682')
(15, 5.0, 'At the Hands of Persons Unknown : The Lynching of Black America ', '0375754458')
(15, 5.0, 'Movies on the Fantail', '0970911009')
(15, 5.0, 'A Prince of Our Disorder: The Life of T', '0674704940')
(15, 5.0, 'A History of Israel : From the Rise of Zionism to Our Time ', '0679765638')
(15, 5.0, 'It Happened in Manhattan: An Oral History of Life in the City During the Mid', '0425181693')
(15, 5.0, 'Honor Bound: American Prisoners of War in Southeast Asia', '1557506949')
(15, 5.0, 'Small Unit Leadership : A Commonsense Approach', '0891411739')
(15, 5.0, 'Thirty Years in a Red House: A Memoir of Childhood and Youth in Communist China', '1558491120')
(14, 5.0, 'Remembering Woolworth', '0312277040')
(14, 5.0, 'I Never Saw Another Butterfly', '0805210156')
(14, 5.0, 'Getting the Bugs Out : The Rise', '0471263044')
(14, 5.0, 'Remembering Woolworth', '0312206704')
(14, 5.0, 'The Principia: Mathematical Principles of Natural Philosophy', '0520088166')
(14, 5.0, 'The Spirit of St', '0684852772')
(14, 5.0, 'Padre Pio: A Man of Hope', '1569551383')
(14, 5.0, 'The Conquest of New Spain ', '0140441239')
(14, 5.0, 'A History of the Modern Middle East', '0813334896')
(14, 5.0, 'Ancient Iraq ', '014012523')
(14, 5.0, 'A Passion for the Past : Creative Teaching of U', '0325000611')
(14, 5.0, 'Blitzkrieg: From the Rise of Hitler to the Fall of Denmark I', '0785812075')
(14, 5.0, 'Sorrow Mountain: The Journey of a Tibetan Warrior Nun', '1568362943')
(14, 5.0, 'I Never Saw Another Butterfly : Childrn', '0805241159')
(14, 5.0, 'The Last Days of St', '0813530415')
(14, 5.0, 'Rebels : The Irish Rising of 1916', '0449906825')
(14, 5.0, 'Fighting for the Confederacy: The Personal Recollections of General Edward Porter Alexander', '0807847224')
(14, 5.0, 'A Little Bit Sideways', '0760304556')
(14, 5.0, 'Spearheading D', '2908182793')
(14, 5.0, 'The Principia : Mathematical Principles of Natural Philosophy', '0520088174')
(14, 5.0, 'Thomas Paine : Collected Writings : Common Sense ', '1883011035')
