 
(Cantidad de reviews, Score, Titulo)
(26, 5.0, 'Scaramouche ', '1888173580')
(26, 5.0, 'Scaramouche: A Romance of the French Revolution', '0451527976')
(26, 5.0, 'Scaramouche: A Romance of the French Revolution', '1587156091')
(25, 5.0, 'Roseflower Creek: A Novel', '1581822405')
(25, 5.0, 'Call Each River Jordan: A Novel of Historical Suspense', '0060186380')
(25, 5.0, 'The Christmas Wish', '0609604147')
(25, 5.0, 'Charlie Mike', '0345344022')
(25, 5.0, 'Complete Idiot', '002863196')
(25, 5.0, 'Call Each River Jordan ', '0060009225')
(25, 5.0, 'Rumors of War ', '1573451991')
(25, 5.0, 'Baggage Check', '188643333')
(24, 5.0, 'Citizen Washington', '0446607851')
(24, 5.0, 'The Cowboy and the Cossack', '0899668747')
(24, 5.0, 'Citizen Washington', '1570426228')
(24, 5.0, 'The Reckoning', '0345378881')
(24, 5.0, 'Gracelin O', '0451202996')
(24, 5.0, 'Citizen Washington', '0446521728')
(23, 5.0, 'Far from Home ', '1573454060')
(23, 5.0, 'This Is Graceanne', '0312272782')
(23, 5.0, 'The Charioteer', '0156167689')
(22, 5.0, 'Sackett', '0553525271')
(22, 5.0, 'Men of War ', '0451457706')
(22, 5.0, 'The Last Great Dance on Earth', '0684856085')
(22, 5.0, 'The Last Dancer ', '1576465799')
(22, 5.0, 'Sackett', '0808554867')
(22, 5.0, 'Sackett', '0553276867')
(21, 5.0, 'Reflections on the Art of Living: A Joseph Campbell Companion', '0060926171')
(21, 5.0, 'Battle Angel Alita: Angel', '1569312931')
(21, 5.0, 'Green Team: Rogue Warrior Iii  ', '0671799592')
(21, 5.0, 'Righteous Revenge', '1588518930')
(21, 5.0, 'The Annotated Screenplays ', '0345409817')
(21, 5.0, 'Entering Tenebrea ', '0671036076')
(21, 5.0, 'Kijabe: An African Historical Saga', '1885288212')
(21, 5.0, 'The Travels of Jaimie McPheeters ', '0385422229')
(21, 5.0, 'Under the Frog: A Novel', '0312278713')
(21, 5.0, 'Lucky', '0671023489')
(20, 5.0, 'Empire of the Sun', '156849663')
(20, 5.0, 'Panther in the Sky', '0345366387')
(20, 5.0, 'Wingman ', '0786003103')
(20, 5.0, 'Sparrowhawk Book One: Jack Frake', '1931561001')
(20, 5.0, 'Wingman ', '1552045374')
(19, 5.0, 'I Am of Irelaunde : A Novel of Patrick and Osian', '0312875673')
(19, 5.0, 'Prospect Street', '1551669218')
(19, 5.0, 'I Am of Irelaunde: A Novel of Patrick and Osian', '0312873204')
(19, 5.0, 'Scratch : An Eddie Caminetti Novel ', '1590710061')
(19, 5.0, 'As Time Goes by ', '0736902562')
(19, 5.0, 'Random Passage', '1550810510')
(19, 5.0, 'Sometimes the Magic Works : Lessons from a Writing Life', '0345458281')
(19, 5.0, 'Nine Coaches Waiting', '0380820765')
(19, 5.0, 'Bounty Trilogy', '0316611662')
(18, 5.0, 'Wheel of Fortune', '0449206246')
(18, 5.0, 'White Cargo', '0061014230')
(18, 5.0, 'Oysters Among Us', '0970467729')
(18, 5.0, 'Arena', '0970760000')
(18, 5.0, 'The West Wing : The Official Companion ', '0743437403')
(18, 5.0, 'The Assault', '0394744209')
(18, 5.0, 'Blade of the Immortal: Dreamsong', '156971357')
(18, 5.0, 'The West Wing : The Official Companion ', '074343739')
(18, 5.0, 'Vivid', '0595162029')
(17, 5.0, 'Bewitched Forever: The Immortal Companion to Television', '1930819072')
(17, 5.0, 'The Treasure of the Sierra Madre', '0809001608')
(17, 5.0, 'Gabriel', '0385498144')
(17, 5.0, 'Out of Bounds ', '0352334312')
(17, 5.0, 'The Temple of Gold', '0345439740')
(17, 5.0, 'Wind from the Carolinas', '089966881')
(17, 5.0, 'Josey Wales: Two Westerns : Gone to Texas', '0826311687')
(17, 5.0, 'I Love Lucy Book', '0385190336')
(17, 5.0, 'Unspoken: Bathsheba ', '158926083')
(17, 5.0, 'A Child', '0060514671')
(17, 5.0, 'The Tower of Geburah: Book 3 ', '0877845603')
(17, 5.0, 'FLOATING IN MY MOTHER', '0684854759')
(17, 5.0, 'Gabriel', '0385720335')
(17, 5.0, 'Belles on Their Toes', '055325605')
(17, 5.0, 'The French Admiral ', '1590130219')
(16, 5.0, 'The Distant Land of My Father', '0156027135')
(16, 5.0, 'Red Bird Down : A Novel about Air Cavalry and Aero', '0970156006')
(16, 5.0, 'The Distant Land of My Father', '0811832406')
(16, 5.0, 'Mapp ', '1559212322')
(16, 5.0, 'A World Between: Poems', '0807614459')
(16, 5.0, 'Queens', '067977744')
(16, 5.0, 'The Man Who Laughs', '1889439169')
(16, 5.0, 'The Mask Carver', '158234129')
(16, 5.0, 'Swag', '1585470414')
(16, 5.0, 'The Reunion ', '0964596075')
(16, 5.0, 'Unshaken ', '1589260813')
(16, 5.0, 'The Count of Monte Cristo ', '037576030')
(16, 5.0, 'Only the River Runs Free : A Novel ', '0785263780')
(16, 5.0, 'The Whereabouts of Eneas McNulty', '0140280189')
(16, 5.0, 'Monte Walsh', '0803291213')
(16, 5.0, 'Ashes Of Remembrance ', '0785280693')
(15, 5.0, 'Night over Day over Night', '0312156081')
(15, 5.0, 'A Sweetness To The Soul ', '0880707658')
(15, 5.0, 'The Reverse of the Medal ', '0393037118')
(15, 5.0, 'A Searching Heart ', '0764221396')
(15, 5.0, 'The Big Sky', '0395611539')
(15, 5.0, 'Her Infinite Variety: Stories of Shakespeare and the Women He Loved', '074321255')
(15, 5.0, 'The Last of the Just', '1585670162')
(15, 5.0, 'Zabelle', '0380732114')
(15, 5.0, 'History : A Novel', '1586420046')
(15, 5.0, 'The Sand Pebbles ', '1557504466')
(15, 5.0, 'The Reverse of the Medal', '0393309606')
(15, 5.0, 'Stolen from Gypsies', '0967544807')
(15, 5.0, 'The Big Sky', '0618154639')
(15, 5.0, 'The Reverse of the Medal ', '0375415971')
(15, 5.0, 'Merlin', '1575663066')
(15, 5.0, 'Living Water', '0060000872')
(15, 5.0, 'Aisha', '0966044932')
(15, 5.0, 'A Writer', '1403387524')
(15, 5.0, 'Behold a Pale Horse', '0812568796')
(14, 5.0, 'People of the Silence ', '0812515595')
(14, 5.0, 'Death and the Dervish ', '0810112973')
(14, 5.0, 'From Porn to Poetry: Clean Sheets Celebrates the Erotic Mind', '0971662304')
(14, 5.0, 'Fox River', '1551668068')
(14, 5.0, 'Love Is a Wild Assault', '0940672588')
(14, 5.0, 'The Golden Ass ', '0192838881')
(14, 5.0, 'Jubal Sackett : The Sacketts ', '0553277391')
(14, 5.0, 'Fire and Fog ', '0553569228')
(14, 5.0, 'Dropback: A Story of the Intrigue and Villainy behind the Cocaine Trade', '0964325675')
(14, 5.0, 'Jubal Sackett ', '0553502484')
(14, 5.0, 'Rebels : The Irish Rising of 1916', '0449906825')
(14, 5.0, 'The Best of Cemetery Dance', '0451458133')
(14, 5.0, 'Writing the Romantic Comedy', '0060935030')
(14, 5.0, 'Imperial Woman ', '1559210354')
(14, 5.0, 'Expendables', '0345380363')
(14, 5.0, 'Another Day in Paradise', '0140267727')
(14, 5.0, 'Freedom', '0971676569')
(14, 5.0, 'The Wall of Night', '0515132780')
(14, 5.0, 'The Good Journey', '0684871432')
(14, 5.0, 'Dark Matter : A Century of Speculative Fiction from the African Diaspora ', '0446525839')
(14, 5.0, 'The Best of Cemetery Dance ', '0451458044')
(14, 5.0, 'From Sea to Shining Sea', '0345334515')
(14, 5.0, 'Retrato en Sepia: Una Novela', '0066211603')
(14, 5.0, 'Awakening the Virgin', '1555834566')
(14, 5.0, 'Writing the Romantic Comedy: The Art and Craft of Writing Screenplays That Sell', '0060195681')
(14, 5.0, 'Living the Gimmick', '0759550042')
(14, 5.0, 'Retrato En Sepia: Novela', '0060936355')
(13, 5.0, 'Hill Country : A Novel', '0684866056')
(13, 5.0, 'The Searchers', '0425134814')
(13, 5.0, 'The Bounty Hunters', '0380822253')
(13, 5.0, 'Once A Warrior', '0966339703')
(13, 5.0, 'Battle Angel Alita : Tears Of An Angel ', '1569310491')
(13, 5.0, 'Elmore Leonard', '1565113985')
(13, 5.0, 'Son of Thunder', '0963073184')
(13, 5.0, 'The Searchers', '1585470805')
(13, 5.0, 'Dark Side of Valor', '0971809267')
(13, 5.0, 'Absolute Truths', '0449225550')
(13, 5.0, 'The Searchers', '1568497040')
(13, 5.0, 'The Last Guardian', '1578563674')
(13, 5.0, 'Elmore Leonard', '1565113977')
(13, 5.0, 'Our Simple Gifts : Civil War Christmas Tales', '0060013788')
(13, 5.0, 'Elmore Leonard', '0385333226')
(13, 5.0, 'The Surgeon', '0393308200')
(13, 5.0, 'Hey', '014025093')
(13, 5.0, 'Hill Country: A Novel', '1563525224')
(13, 5.0, 'Who I Was Supposed To Be', '0684862336')
(13, 5.0, 'Karyn', '0785271864')
(13, 5.0, 'The Hologram', '0743437918')
(13, 5.0, 'Italian Folktales', '0151457700')
(13, 5.0, 'Half Mast', '0972098100')
(13, 5.0, 'Gunsights', '0060013508')
(13, 5.0, 'Sparrowhawk II: Hugh Kenrick', '1931561206')
(13, 5.0, 'The Surgeon', '039303707')
(13, 5.0, 'The Wanderers', '0395977746')
(13, 5.0, 'Elmore Leonard', '1565113993')
(13, 5.0, 'Hey Cowboy', '0553527053')
(13, 5.0, 'With Hostile Intent', '0451204867')
(13, 5.0, 'Outlanders: Devil in the Moon', '0373638345')
(13, 5.0, 'Blade of the Immortal: On Silent Wings', '1569714126')
(12, 5.0, 'The Deer and The Cauldron', '0195903234')
(12, 5.0, 'Secrets', '0964894211')
(12, 5.0, 'Ride the River : The Sacketts ', '0553276832')
(12, 5.0, 'The Caves of Perigord : A Novel', '0743222849')
(12, 5.0, 'Sean Donovan ', '0736902589')
(12, 5.0, 'To the Far Blue Mountains ', '055352562')
(12, 5.0, 'The White Guard', '0897332466')
(12, 5.0, 'A Still Small Voice', '0385334060')
(12, 5.0, 'To the Far Blue Mountains : The Sacketts ', '0553276883')
(12, 5.0, 'A Quiet Strength ', '0764221566')
(12, 5.0, 'The Disorderly Knights ', '0899662951')
(12, 5.0, 'Behind the Mask of Spider', '0345450043')
(12, 5.0, 'Behind the Mask of Spider', '034545605')
(12, 5.0, 'The Captain', '1578560136')
(12, 5.0, 'Brules', '0440217288')
(12, 5.0, 'Lamb in His Bosom ', '1561450758')
(12, 5.0, 'Blood Sport: A Journey Up the Hassayampa', '155821576')
(12, 5.0, 'The Gentle Infantryman', '1892123185')
(12, 5.0, 'Far Beyond the Stars ', '0671024302')
(12, 5.0, 'Long Knife', '0345380746')
(12, 5.0, 'GTO ', '1931514933')
(12, 5.0, 'The Disorderly Knights ', '0679777458')
(12, 5.0, 'Blade of the Immortal: Cry of the Worm Vol', '1569713006')
(12, 5.0, 'Watch for Me on the Mountain ', '0385300824')
(12, 5.0, 'Out of This Furnace ', '0822952734')
(12, 5.0, 'Ports of Call', '1860464467')
(12, 5.0, 'The Quiet American ', '014024350')
(12, 5.0, 'The Young Lions', '0226751295')
(12, 5.0, 'The Dansing Star', '1891423002')
(12, 5.0, 'Seven Houses : A Novel', '0743444132')
(12, 5.0, 'Reconstructed Yankee', '1929175299')
(12, 5.0, 'Ride the River ', '0808517643')
(12, 5.0, 'Voice of the Eagle', '0451176812')
(12, 5.0, 'The Honorable Imposter ', '0871239337')
(11, 5.0, 'The Power of the Dog : A Novel', '0316610895')
(11, 5.0, 'On the Hills of God', '1588380750')
(11, 5.0, 'This Hallowed Ground: The Story of the Union Side of the Civil War', '078581552')
(11, 5.0, 'Every Fixed Star ', '1578565006')
(11, 5.0, 'Romance of Lust', '1562012878')
(11, 5.0, 'Sharpe', '0140294333')
(11, 5.0, 'An Ideal Husband', '0140287957')
(11, 5.0, 'The Hand of Amun ', '0352331445')
(11, 5.0, 'I Don', '0060196114')
(11, 5.0, 'To Glory We Steer : The Richard Bolitho Novels Vol', '0935526498')
(11, 5.0, 'The Last Hookers', '0759655936')
(11, 5.0, 'Death of an Eagle', '1891423010')
(11, 5.0, 'Walls', '0595202101')
(11, 5.0, 'Battle Angel Alita : Angel Of Redemption ', '156931053')
(11, 5.0, 'Daughters of the Dust', '0452276071')
(11, 5.0, 'The Nightingale', '0380815699')
(11, 5.0, 'The Sugar Island', '061815454')
(11, 5.0, 'Solomon', '158851207')
(11, 5.0, 'Lay That Trumpet in Our Hands', '0553801694')
(11, 5.0, 'Arch of Triumph', '1931313644')
(2026, 4.5, 'Memoirs of a Geisha : A Novel ', '0679781587')
(1340, 4.5, 'I Know This Much Is True', '0694519405')
(1224, 4.5, 'Where the Heart Is ', '0446672211')
(1191, 4.5, 'A Walk to Remember', '0446608955')
(974, 4.5, 'A Prayer for Owen Meany ', '0679642595')
(966, 4.5, 'The Lord of the Rings', '0618260250')
(782, 4.5, 'The Fellowship of the Ring ', '0618153985')
(782, 4.5, 'The Fellowship of the Ring ', '0618260269')
(782, 4.5, 'The Fellowship of the Ring ', '0618129030')
(765, 4.5, 'It ', '0451169514')
(732, 4.5, 'Catch', '0808514024')
(732, 4.5, 'Catch', '0684865130')
(666, 4.5, 'Sphere', '0345353145')
(654, 4.5, 'The Green Mile', '0671041789')
(654, 4.5, 'The Green Mile: The Complete Serial Novel', '0671047256')
(654, 4.5, 'The Green Mile: The Complete Serial Novel', '0671047213')
(654, 4.5, 'The Green Mile : The Complete Serial Novel', '0743210891')
(611, 4.5, 'Pillars Of The Earth', '0671690841')
(610, 4.5, 'The Pillars of the Earth', '0451166892')
(610, 4.5, 'Pillars of the Earth', '1590862910')
(610, 4.5, 'The Pillars of the Earth', '0452280109')
(610, 4.5, 'The Pillars of the Earth ', '0930435524')
(610, 4.5, 'Pillars of the Earth', '1561000469')
(606, 4.5, 'Starship Troopers', '0441783589')
(593, 4.5, 'Gone with the Wind', '0446365386')
(573, 4.5, 'Jurassic Park', '0345370775')
(573, 4.5, 'Jurassic Park', '0394588304')
(573, 4.5, 'Jurassic Park', '0394588169')
(561, 4.5, 'The Princess Bride: S', '034543014')
(551, 4.5, 'Fight Club', '1565113306')
(551, 4.5, 'Fight Club', '0805062971')
(521, 4.5, 'Slaughterhouse', '0808514571')
(521, 4.5, 'Slaughterhouse', '0385333846')
(521, 4.5, 'Slaughterhouse', '0385312083')
(521, 4.5, 'Slaughterhouse', '0440180295')
(503, 4.5, 'The Things They Carried', '0767902890')
(476, 4.5, 'High Fidelity ', '1573228214')
(455, 4.5, 'Gates of Fire : An Epic Novel of the Battle of Thermopylae', '0553580531')
(455, 4.5, 'Gates of Fire', '0553525859')
(455, 4.5, 'Gates of Fire', '0385492510')
(444, 4.5, 'The Killer Angels', '034540727')
(444, 4.5, 'The Killer Angels', '1572700580')
(444, 4.5, 'The Killer Angels', '0808598104')
(444, 4.5, 'The Killer Angels', '0345444124')
(444, 4.5, 'The Killer Angels', '0345348109')
(443, 4.5, 'Killer Angels', '1565111761')
(443, 4.5, 'The Killer Angels', '0679425411')
(417, 4.5, 'Red Dragon Movie tie', '0743527070')
(417, 4.5, 'Red Dragon Movie Tie', '0743527062')
(414, 4.5, 'Lolita', '0694520152')
(396, 4.5, 'Flowers In The Attic ', '0671729411')
(384, 4.5, 'All Quiet on the Western Front', '0449911497')
(384, 4.5, 'All Quiet on the Western Front', '0449213943')
(381, 4.5, 'Corelli', '0375417214')
(380, 4.5, 'Corelli', '0375417206')
(380, 4.5, 'Corelli', '0679437932')
(380, 4.5, 'Corelli', '067976397')
(371, 4.5, 'The Clan of the Cave Bear', '060961097')
(371, 4.5, 'The Clan of the Cave Bear ', '0553250426')
(371, 4.5, 'The Clan of the Cave Bear ', '0930435222')
(371, 4.5, 'Clan of the Cave Bear', '1590860861')
(371, 4.5, 'Clan of the Cave Bear', '1567404715')
(371, 4.5, 'Clan of the Cave Bear ', '0517189186')
(371, 4.5, 'The Clan of the Cave Bear ', '0375431802')
(351, 4.5, 'The Firm', '044021145')
(346, 4.5, 'Their Eyes Were Watching God', '0072434228')
(341, 4.5, 'The Other Boleyn Girl', '0743227441')
(337, 4.5, 'The Two Towers ', '0618153993')
(337, 4.5, 'The Two Towers ', '0618129081')
(330, 4.5, 'The Cider House Rules', '0345387651')
(313, 4.5, 'The Power of One', '0833554255')
(313, 4.5, 'Power of One', '034541005')
(311, 4.5, 'A Civil Action', '0679445617')
(311, 4.5, 'The Talisman', '0743520165')
(311, 4.5, 'The Talisman', '0743520157')
(305, 4.5, 'A Day Late and a Dollar Short', '0451204948')
(303, 4.5, 'Perfume : The Story of a Murderer ', '0375725849')
(302, 4.5, 'Godfather', '158788772')
(302, 4.5, 'The Godfather', '0451167716')
(302, 4.5, 'The Godfather', '0451205766')
(302, 4.5, 'The Godfather', '0399103422')
(302, 4.5, 'Godfather', '1561000167')
(302, 4.5, 'The Godfather', '0929071697')
(292, 4.5, 'CONTACT ', '0671570439')
(292, 4.5, 'Contact', '0671004107')
(285, 4.5, 'The Lord of the Rings', '0618260293')
(282, 4.5, 'Lamb : The Gospel According to Biff', '0380813815')
(281, 4.5, 'Lamb: The Gospel According to Biff', '0380978407')
(273, 4.5, 'Misery', '0451169522')
(251, 4.5, 'Red Storm Rising ', '0896218856')
(251, 4.5, 'Red Storm Rising', '0394298667')
(251, 4.5, 'Red Storm Rising', '042510107')
(251, 4.5, 'Red Storm Rising', '0399131493')
(249, 4.5, 'War and Peace ', '962634542')
(249, 4.5, 'War and Peace ', '9626340428')
(249, 4.5, 'War ', '3895086908')
(249, 4.5, 'Invisible Man', '0679732764')
(243, 4.5, 'Johnny Got His Gun', '0553274325')
(240, 4.5, 'The Forever War', '0380708213')
(237, 4.5, 'Shogun', '0440178002')
(237, 4.5, 'Shogun', '061301328')
(231, 4.5, 'Cane River', '0446530522')
(231, 4.5, 'The Return of the King ', '0618260285')
(231, 4.5, 'Cane River ', '0786233737')
(231, 4.5, 'Cane River ', '0786233729')
(231, 4.5, 'Cane River', '1586212621')
(231, 4.5, 'Cane River ', '0446678457')
(231, 4.5, 'Cane River', '1586210629')
(231, 4.5, 'The Return of the King ', '0618129111')
(231, 4.5, 'The Return of the King ', '0618154000')
(230, 4.5, 'The Rapture of Canaan', '0425162443')
(212, 4.5, 'Star Wars', '034542882')
(212, 4.5, 'Star Wars', '0553529048')
(212, 4.5, 'Star Wars', '0553714732')
(212, 4.5, 'Star Wars', '0553714724')
(212, 4.5, 'Star Wars', '0553714740')
(211, 4.5, 'Master and Commander ', '0393307050')
(211, 4.5, 'Master and Commander ', '0393037010')
(211, 4.5, 'Master and Commander ', '0375405224')
(209, 4.5, 'The Memoirs of Cleopatra: A Novel', '0312187459')
(209, 4.5, 'To Say Nothing of the Dog', '0553575384')
(209, 4.5, 'The Memoirs of Cleopatra: A Novel', '0312154305')
(205, 4.5, 'For Whom the Bell Tolls ', '0684830485')
(205, 4.5, 'For Whom the Bell Tolls', '0684803356')
(202, 4.5, 'Into the Wilderness', '0553578529')
(202, 4.5, 'River God : A Novel of Ancient Egypt', '0312287550')
(202, 4.5, 'River God ', '1561005533')
(202, 4.5, 'Aztec', '0812521463')
(202, 4.5, 'River God : A Novel of Ancient Egypt', '0312954468')
(200, 4.5, 'Song of Solomon', '0394550382')
(200, 4.5, 'Song of Solomon ', '0679445048')
(200, 4.5, 'Song of Solomon ', '0452260116')
(196, 4.5, 'Pope Joan : A Novel ', '0345416260')
(195, 4.5, 'Forbidden ', '158851594')
(183, 4.5, 'Fever 1793', '0807261580')
(179, 4.5, 'The Exorcist', '0061007226')
(179, 4.5, 'What Dreams May Come : A Novel', '0812570944')
(177, 4.5, 'Blood Meridian : Or the Evening Redness in the West ', '0679641041')
(175, 4.5, 'This Present Darkness ', '0891075976')
(175, 4.5, 'Blood Meridian : Or the Evening Redness in the West ', '0679728759')
(174, 4.5, 'The Three Musketeers ', '0140440259')
(174, 4.5, 'The Three Musketeers ', '1567400531')
(174, 4.5, 'The Three Musketeers ', '9626340894')
(174, 4.5, 'The Three Musketeers ', '0808509845')
(174, 4.5, 'The Three Musketeers ', '0679603328')
(171, 4.5, 'A Conspiracy of Paper : A Novel ', '0804119120')
(171, 4.5, 'A Conspiracy of Paper : A Novel', '0375502920')
(169, 4.5, 'Needful Things', '0451172817')
(167, 4.5, 'Carter Beats the Devil', '0786867345')
(167, 4.5, 'Carter Beats the Devil', '0694525014')
(155, 4.5, 'Transfer of Power', '0671023209')
(155, 4.5, 'Transfer of Power ', '0671045628')
(155, 4.5, 'Transfer Of Power ', '0671023195')
(154, 4.5, 'Sullivan', '0515127221')
(149, 4.5, 'Midnight', '0140132708')
(149, 4.5, 'Midnight', '0140283390')
(149, 4.5, 'Till We Have Faces: A Myth Retold', '0156904365')
(149, 4.5, 'Midnight', '0679444629')
(148, 4.5, 'Rachel', '0380817683')
(146, 4.5, 'Alias Grace : A Novel', '0385490445')
(146, 4.5, 'Alias Grace', '0553477722')
(145, 4.5, 'In the Time of the Butterflies', '1565120388')
(145, 4.5, 'In the Time of the Butterflies', '0452274427')
(142, 4.5, 'Night Shift ', '0451170113')
(139, 4.5, 'Exodus', '0553258478')
(139, 4.5, 'Rogue Warrior', '0671009826')
(137, 4.5, 'Kane ', '0061007129')
(137, 4.5, 'The 10th Kingdom ', '1575665379')
(132, 4.5, 'Nervous: A Novel', '0743476239')
(132, 4.5, 'The Thorn Birds', '0380018179')
(131, 4.5, 'The Bronze Horseman', '0694525537')
(131, 4.5, 'The Bronze Horseman: A Novel', '0060199261')
(131, 4.5, 'The Cardinal Of The Kremlin', '074350691')
(131, 4.5, 'The Bronze Horseman', '0061031127')
(130, 4.5, 'Across the Nightingale Floor: Tales of the Otori', '1573222259')
(128, 4.5, 'Last Chance Saloon: A Novel', '0688180728')
(126, 4.5, 'A Soldier of the Great War', '0380727366')
(126, 4.5, 'A Soldier of the Great War', '0380715899')
(125, 4.5, 'The Scarlet Pimpernel ', '0486421228')
(124, 4.5, 'A Christmas Carol ', '1561795313')
(124, 4.5, 'Tipping the Velvet', '1573227889')
(124, 4.5, 'Temptation', '0446527920')
(124, 4.5, 'The Winter King: A Novel of Arthur ', '0312156960')
(122, 4.5, 'All Around the Town', '0671793489')
(121, 4.5, 'Raptor Red', '0553575619')
(120, 4.5, 'Rise to Rebellion : A Novel of the American Revolution', '0553528084')
(120, 4.5, 'Rise to Rebellion : A Novel of the American Revolution', '034542753')
(120, 4.5, 'Rise to Rebellion', '0345452062')
(120, 4.5, 'Rise to Rebellion : A Novel of the American Revolution', '0553714341')
(119, 4.5, 'Angle of Repose ', '0679603387')
(119, 4.5, 'The Last Full Measure', '0345404912')
(119, 4.5, 'The Last Full Measure ', '0345425480')
(119, 4.5, 'The Last Full Measure', '0345434811')
(116, 4.5, 'Child of God : A Novel', '0684841436')
(116, 4.5, 'Child of God: A Novel', '0743225910')
(116, 4.5, 'The Autobiography of Henry VIII : With Notes by His Fool', '0312194390')
(114, 4.5, 'All the King', '0151006105')
(114, 4.5, 'The Dark Half ', '0451167317')
(113, 4.5, 'All the King', '0156004801')
(113, 4.5, 'All the King', '0151047723')
(113, 4.5, 'All the King', '0156012952')
(112, 4.5, 'Isard', '0553579037')
(109, 4.5, 'Time to Hunt', '0440226457')
(107, 4.5, 'The End of the Affair : ', '0140291091')
