 
(Cantidad de reviews, Score, Titulo)
(1432, 4.5, 'The Hobbit')
(1432, 4.5, 'The Hobbit ')
(1432, 4.5, 'The Hobbit ')
(1432, 4.5, 'The Hobbit')
(1432, 4.5, 'The Hobbit')
(1432, 4.5, 'The Hobbit')
(1432, 4.5, 'The Hobbit: or There and Back Again')
(1250, 4.0, 'Atlas Shrugged : 35th Anniversary Edition')
(1250, 4.0, 'ATLAS SHRUGGED cass : Abridged Edition ')
(1250, 4.0, 'Atlas Shrugged')
(1244, 4.0, 'Atlas Shrugged')
(1244, 4.0, 'Atlas Shrugged')
(1244, 4.0, 'Atlas Shrugged ')
(1196, 4.5, 'A Game of Thrones ')
(1196, 4.5, 'A Game of Thrones ')
(1191, 4.5, 'A Game of Thrones ')
(1186, 4.5, 'The Lord of the Rings and The Hobbit')
(1186, 4.5, 'J')
(1186, 4.5, 'The Hobbit and The Lord of the Rings')
(1185, 4.5, 'The Golden Compass ')
(1185, 4.5, 'The Golden Compass ')
(1185, 4.5, 'The Golden Compass ')
(1185, 4.5, 'The Golden Compass ')
(1185, 4.5, 'The Golden Compass ')
(1185, 4.5, 'The Golden Compass ')
(1185, 4.5, 'The Golden Compass ')
(1178, 4.5, '1984')
(1173, 4.5, '1984 ')
(1173, 4.5, '1984')
(1173, 4.5, '1984')
(1172, 4.5, '1984')
(1133, 4.0, 'Wizard')
(1133, 4.0, 'Wizard')
(1133, 4.0, 'Wizard')
(1132, 4.0, 'Wizard')
(1132, 4.0, 'Wizard')
(1069, 4.0, 'Fahrenheit 451')
(1069, 3.5, 'Winter')
(1069, 4.0, 'Fahrenheit 451 CD')
(1069, 4.0, 'Fahrenheit 451')
(1069, 3.5, 'Winter')
(1069, 3.5, 'Winter')
(1069, 4.0, 'Fahrenheit 451 ')
(1069, 3.5, 'Winter')
(1069, 4.0, 'Fahrenheit 451')
(1069, 4.0, 'Fahrenheit 451')
(967, 4.5, 'The Lord of the Rings ')
(967, 4.5, 'The Lord of the Rings ')
(967, 4.5, 'The Lord of the Rings ')
(967, 4.5, 'The Lord of the Rings ')
(967, 4.5, 'The Lord of the Rings ')
(966, 4.5, 'The Lord of the Rings ')
(966, 4.5, 'The Lord of the Rings ')
(966, 4.5, 'The Lord of the Rings')
(903, 4.5, 'Dune')
(903, 4.5, 'Dune ')
(903, 4.5, 'Dune ')
(903, 4.5, 'Dune ')
(903, 4.5, 'Dune Audio Collection')
(872, 4.5, 'A Wrinkle in Time')
(872, 4.5, 'A Wrinkle in Time')
(872, 4.5, 'A Wrinkle in Time')
(872, 4.5, 'The Time Quartet Box Set ')
(820, 4.5, 'Watership Down')
(819, 4.5, 'Watership Down ')
(819, 4.5, 'Watership Down')
(810, 4.5, 'Mists of Avalon')
(810, 4.5, 'The Mists of Avalon')
(810, 4.5, 'The Mists of Avalon')
(810, 4.5, 'The Mists of Avalon')
(782, 4.5, 'The Fellowship of the Ring ')
(782, 4.5, 'The Fellowship of the Ring ')
(782, 4.5, 'The Fellowship of the Ring ')
(782, 4.5, 'The Fellowship of the Ring ')
(782, 4.5, 'The Fellowship of the Ring ')
(782, 4.5, 'The Fellowship of the Ring ')
(782, 4.5, 'The Fellowship of the Ring ')
(782, 4.5, 'The Fellowship of the Ring ')
(782, 4.5, 'The Fellowship of the Ring ')
(782, 4.5, 'The Fellowship of the Ring ')
(782, 4.5, 'The Fellowship of the Ring ')
(782, 4.5, 'The Fellowship of the Ring ')
(782, 4.5, 'The Fellowship of the Ring ')
(751, 4.0, 'Wicked: The Life and Times of the Wicked Witch of the West')
(747, 4.0, 'The Amber Spyglass ')
(747, 4.0, 'The Amber Spyglass ')
(745, 4.0, 'The Amber Spyglass ')
(745, 4.0, 'The Amber Spyglass ')
(745, 4.0, 'The Amber Spyglass ')
(730, 4.0, 'Cryptonomicon')
(730, 4.0, 'Cryptonomicon')
(712, 4.0, 'Ishmael')
(712, 4.0, 'Ishmael: An Adventure of the Mind and Spirit')
(702, 2.5, 'Shelters of Stone')
(702, 2.5, 'Shelters of Stone')
(702, 4.0, 'Artemis Fowl ')
(702, 4.0, 'Artemis Fowl ')
(698, 3.5, 'Prey CD')
(698, 3.5, 'Prey CD')
(695, 3.5, 'Prey LP')
(695, 3.5, 'Prey')
(695, 3.5, 'Prey')
(695, 3.5, 'Prey')
(681, 4.5, 'Redwall ')
(681, 4.5, 'Redwall ')
(681, 4.5, 'Redwall: Anniversary Edition')
(672, 4.5, 'A Storm of Swords ')
(670, 4.5, 'A Storm of Swords : Book Three of A Song of Ice and Fire ')
(670, 4.5, 'A Storm of Swords ')
(666, 4.5, 'Sphere')
(639, 4.0, 'A Crown of Swords ')
(639, 4.0, 'A Crown of Swords : Book Seven of ')
(639, 4.0, 'Crown of Swords ')
(639, 4.0, 'Crown of Swords ')
(639, 4.0, 'A Crown of Swords ')
(631, 4.0, 'Brave New World')
(631, 4.0, 'Brave New World')
(620, 4.5, 'Wizard and Glass ')
(620, 4.5, 'Wizard and Glass ')
(620, 4.5, 'Wizard and Glass ')
(620, 4.5, 'Wizard and Glass ')
(620, 4.5, 'Wizard and Glass ')
(620, 4.5, 'Wizard and Glass ')
(613, 3.5, 'Soul of the Fire ')
(613, 3.5, 'Soul of the Fire ')
(613, 3.5, 'Soul of the Fire ')
(610, 5.0, 'Chronicles of Narnia Audio Collection')
(609, 5.0, 'Selections from The Chronicles of Narnia')
(606, 4.5, 'Starship Troopers')
(606, 4.5, 'Starship Troopers')
(594, 4.5, 'Gone with the Wind')
(591, 4.5, 'Ender')
(591, 4.5, 'Ender')
(591, 4.5, 'Ender')
(591, 4.5, 'Ender')
(579, 4.5, 'The Hitchhiker')
(573, 4.5, 'Jurassic Park')
(573, 4.5, 'Jurassic Park')
(573, 4.5, 'Jurassic Park')
(562, 4.5, 'Princess Bride: S')
(561, 4.5, 'The Princess Bride')
(561, 4.5, 'The Princess Bride: S Morgenstern')
(561, 4.5, 'The Princess Bride: S')
(552, 4.5, 'The Subtle Knife ')
(551, 4.5, 'The Subtle Knife ')
(551, 4.5, 'Fight Club')
(551, 4.5, 'The Subtle Knife ')
(551, 4.5, 'The Subtle Knife ')
(551, 4.5, 'The Subtle Knife ')
(551, 4.5, 'The Subtle Knife ')
(551, 4.5, 'Fight Club')
(548, 4.0, 'Desperation')
(544, 4.5, 'The Silmarillion Boxed Set')
(544, 4.5, 'The Silmarillion')
(544, 4.5, 'The Silmarillion ')
(544, 4.5, 'The Silmarillion')
(544, 4.5, 'El Silmarillion')
(544, 4.5, 'The Silmarillion ')
(544, 4.5, 'The Silmarillion ')
(544, 4.5, 'The Silmarillion ')
(544, 4.5, 'The Silmarillion')
(544, 4.5, 'The Silmarillion')
(540, 5.0, 'Alanna ')
(540, 5.0, 'Alanna: The First Adventure ')
(539, 4.5, 'A Clash of Kings ')
(539, 4.5, 'A Clash of Kings ')
(539, 4.5, 'A Clash of Kings ')
(536, 4.5, 'A Clockwork Orange ')
(536, 4.5, 'Selections from A Clockwork Orange ')
(536, 4.5, 'A Clockwork Orange')
(534, 4.5, 'A Clockwork Orange ')
(533, 3.0, 'Narcissus in Chains ')
(532, 3.0, 'Narcissus in Chains ')
(521, 4.5, 'Slaughterhouse')
(521, 4.5, 'Slaughterhouse')
(521, 4.5, 'Slaughterhouse')
(521, 4.5, 'Slaughterhouse')
(505, 4.5, 'Interview with the Vampire')
(497, 4.0, 'Faith of the Fallen ')
(497, 4.0, 'Faith of the Fallen ')
(497, 4.0, 'Faith of the Fallen ')
(495, 4.0, 'Apollyon : The Destroyer Is Unleashed ')
(495, 4.0, 'Apollyon: The Destroyer Is Unleashed ')
(495, 4.0, 'Apollyon: The Destroyer Is Unleashed ')
(495, 4.0, 'Apollyon: The Destroyer Is Unleashed ')
(495, 4.0, 'Apollyon: The Destroyer Is Unleashed ')
(486, 2.5, 'Pillars of Creation')
(486, 4.0, 'American Gods: A Novel')
(486, 4.0, 'American Gods')
(486, 2.5, 'The Pillars of Creation ')
(486, 2.5, 'Pillars of Creation')
(485, 2.5, 'The Pillars of Creation ')
(485, 2.5, 'The Pillars of Creation ')
(484, 4.0, 'American Gods')
(481, 4.0, 'Stranger in a Strange Land')
(481, 4.0, 'Stranger in a Strange Land')
(481, 4.0, 'Stranger in a Strange Land')
(476, 5.0, 'Sabriel ')
(476, 5.0, 'Sabriel')
(476, 5.0, 'Sabriel ')
(474, 4.0, 'The Sword of Shannara')
(474, 4.0, 'Sword of Shannara')
(455, 4.5, 'Neverwhere')
(454, 4.5, 'Neverwhere')
(454, 4.5, 'Neverwhere')
(452, 4.5, 'His Dark Materials Trade Paper Boxed Set ')
(452, 4.5, 'His Dark Materials Trilogy: The Golden Compass ')
(440, 4.0, 'Snow Crash')
(440, 4.0, 'Snow Crash ')
(439, 4.0, 'Snow Crash ')
(438, 3.5, 'The Indwelling: The Beast Takes Possession ')
(438, 3.5, 'The Indwelling: The Beast Takes Possession ')
(438, 3.5, 'The Indwelling: The Beast Takes Possession ')
(438, 3.5, 'The Indwelling : The Beast Takes Possession ')
(438, 3.5, 'The Indwelling: The Beast Takes Possession ')
(438, 3.5, 'The Indwelling: The Beast Takes Possession ')
(419, 3.5, 'Battlefield Earth: A Saga of the Year 3000')
(419, 3.5, 'Battlefield Earth: A Saga of the Year 3000')
(419, 3.5, 'Battlefield Earth')
(419, 3.5, 'Battlefield Earth')
(417, 3.5, 'Memnoch the Devil ')
(417, 3.5, 'Memnoch the Devil ')
(416, 4.0, 'Temple of the Winds ')
(416, 4.0, 'Temple of the Winds ')
(416, 4.0, 'Temple of the Winds ')
(415, 4.0, 'Star Wars')
(415, 4.0, 'Star Wars')
(415, 4.0, 'Star Wars')
(415, 4.0, 'Star Wars')
(413, 3.5, 'The Vampire Armand ')
(408, 4.0, 'Tribulation Force: The Continuing Drama of Those Left Behind ')
(408, 4.0, 'Tribulation Force ')
(406, 4.0, 'Tribulation Force ')
(406, 4.0, 'Tribulation Force : The Continuing Drama of Those Left Behind ')
(406, 4.0, 'Tribulation Force ')
(406, 4.0, 'Tribulation Force : The Continuing Drama of Those Left Behind ')
(406, 4.0, 'Tribulation Force: The Continuing Drama of Those Left Behind ')
(403, 4.0, 'Pandora ')
(403, 3.5, 'Black House')
(403, 3.5, 'Black House')
(403, 4.0, 'Pandora : New Tales of the Vampires')
(403, 3.5, 'Black House')
(402, 3.5, 'House Atreides ')
(402, 3.5, 'House Atreides ')
(402, 3.5, 'House Atreides ')
(400, 4.0, 'Assassins: Assignment: Jerusalem')
(400, 4.0, 'Assassins : Assignment')
(400, 4.0, 'Assassins: Assignment: Jerusalem')
(400, 4.0, 'Assassins: Assignment: Jerusalem')
(400, 4.0, 'Assassins : Assignment')
(400, 4.0, 'Assassins: Assignment: Jerusalem')
(398, 4.5, 'Good Omens')
(398, 4.5, 'Good Omens')
(394, 4.0, 'The Sparrow')
(394, 4.0, 'Prodigal Summer')
(394, 4.5, 'Hyperion')
(391, 3.5, 'Star Wars: The New Jedi Order ')
(391, 3.5, 'Vector Prime ')
(391, 4.0, 'The Sparrow ')
(391, 3.5, 'Vector Prime ')
(389, 4.0, 'The Gunslinger ')
(389, 4.0, 'The Gunslinger ')
(389, 4.0, 'The Gunslinger ')
(389, 4.0, 'The Gunslinger ')
(389, 4.5, 'Player')
(389, 4.0, 'The Gunslinger ')
(389, 4.0, 'The Gunslinger ')
(382, 4.5, 'The Lion')
(382, 4.5, 'The Lion')
(381, 4.0, 'Anthem')
(381, 4.5, 'The Chronicles of Narnia: The Lion')
(381, 4.5, 'The Lion')
(381, 4.5, 'The Lion')
(381, 4.0, 'Anthem')
(381, 4.0, 'Anthem : 50th Anniversary Edition')
(381, 4.5, 'The Lion')
(381, 4.0, 'Anthem')
(381, 4.0, 'Anthem')
(372, 5.0, 'A Knight in Shining Armor')
(371, 4.5, 'The Clan of the Cave Bear ')
(371, 4.5, 'Clan of the Cave Bear')
(371, 4.5, 'Clan of the Cave Bear')
(371, 4.5, 'Clan of the Cave Bear ')
(369, 2.5, 'The Redemption of Althalus')
(369, 2.5, 'The Redemption of Althalus')
(368, 4.0, 'Neuromancer')
(368, 4.0, 'Neuromancer')
(368, 4.0, 'Neuromancer ')
(368, 4.0, 'Neuromancer ')
(364, 4.5, '')
(363, 4.0, 'Doomsday Book')
(363, 4.5, 'Carrie')
(362, 4.5, 'Carrie')
(359, 4.5, 'Flowers for Algernon: In this beloved novel')
(358, 4.5, 'Flowers for Algernon ')
(357, 4.0, 'Nicolae: The Rise of Antichrist ')
(357, 4.0, 'Nicolae: The Rise of Antichrist ')
(357, 4.0, 'Nicolae: The Rise of Antichrist ')
(356, 4.0, 'Nicolae: The Rise of Antichrist ')
(356, 4.0, 'Nicolae: The Rise of Antichrist ')
(356, 4.0, 'Nicolae : The Rise of Antichrist ')
(349, 3.5, 'Cerulean Sins: An Anita Blake')
(349, 3.5, 'Cerulean Sins')
(349, 3.5, 'Cerulean Sins ')
(344, 4.0, 'Soul Harvest: The World Takes Sides ')
(344, 4.0, 'Soul Harvest: The World Takes Sides ')
(344, 4.0, 'Rhapsody : Child of Blood')
(344, 4.0, 'Soul Harvest ')
(344, 4.0, 'Rhapsody: Child of Blood')
(344, 4.0, 'Soul Harvest: The World Takes Sides ')
(344, 4.0, 'Soul Harvest: The World Takes Sides ')
(344, 4.0, 'Soul Harvest: The World Takes Sides ')
(342, 4.5, 'Heir to the Empire ')
(342, 4.5, 'Heir to the Empire ')
(342, 4.5, 'Star Wars: Heir to the Empire  ')
(338, 4.5, 'Guilty Pleasures ')
(338, 4.5, 'Guilty Pleasures ')
(338, 4.5, 'Guilty Pleasures ')
(338, 4.5, 'Guilty Pleasures ')
(337, 4.5, 'The Two Towers ')
(337, 4.5, 'The Two Towers ')
(337, 4.5, 'Le Seigneur des Anneaux')
(337, 4.5, 'The Two Towers ')
(337, 4.5, 'The Two Towers ')
(337, 4.5, 'The Two Towers ')
(337, 4.5, 'The Two Towers ')
(337, 4.5, 'The Two Towers ')
(337, 4.5, 'The Two Towers ')
(337, 4.5, 'The Two Towers ')
(337, 4.5, 'The Two Towers ')
(336, 4.0, 'A Wizard of Earthsea ')
(336, 4.0, 'A Wizard of Earthsea ')
(336, 4.0, 'A Wizard of Earthsea ')
(336, 4.0, 'A Wizard of Earthsea ')
(336, 4.0, 'The Witching Hour ')
(336, 4.0, 'The Witching Hour ')
(335, 3.5, 'Atlantis Found ')
(334, 2.5, 'Naked Empire ')
(333, 3.5, 'Red Mars ')
(332, 4.5, 'Dragons of Autumn Twilight ')
(332, 4.5, 'Dragons of Autumn Twilight')
(325, 4.5, 'Star Wars: Vision of the Future ')
(325, 4.5, 'Vision of the Future ')
(325, 4.5, 'Star Wars: Shadows of the Empire')
(325, 4.5, 'Vision of the Future ')
(324, 4.5, 'Speaker For The Dead ')
(324, 4.5, 'Speaker for the Dead ')
(324, 4.5, 'Speaker For The Dead ')
(324, 4.5, 'Speaker for the Dead ')
(324, 4.5, 'Speaker for the Dead ')
(322, 4.0, 'Pawn of Prophecy ')
(322, 4.0, 'Pawn of Prophecy ')
(320, 4.0, 'The Andromeda Strain')
(320, 4.0, 'The Andromeda Strain')
(318, 4.0, 'Foucault')
(317, 4.0, 'Frankenstein ')
(317, 4.0, 'Frankenstein ')
(311, 4.5, 'The Talisman')
(311, 4.5, 'The Talisman')
(311, 4.5, 'The Talisman')
(300, 4.0, 'Stone of Tears ')
(300, 4.0, 'Stone of Tears ')
(300, 4.5, 'The Eyes of the Dragon')
(300, 4.0, 'Stone of Tears ')
(299, 4.5, 'Eyes of the Dragon: A Story')
(297, 3.0, 'From a Buick 8 : A Novel')
(297, 3.0, 'From a Buick 8')
(297, 3.0, 'From A Buick 8 : A Novel')
(297, 3.0, 'From A Buick 8 : A Novel')
(296, 4.5, 'Cat')
(296, 4.5, 'Cat')
(296, 4.5, 'Cat')
(296, 4.0, 'Wolves of the Calla ')
(296, 4.0, 'Truth Machine')
(292, 4.5, 'Contact')
(292, 4.5, 'CONTACT ')
(292, 4.5, 'Contact')
(291, 4.5, 'Contacto')
(290, 2.5, '3001 The Final Odyssey')
(290, 4.5, 'Armor')
(286, 4.0, 'Diamond Age')
(286, 4.0, 'The Diamond Age : Or')
(285, 4.5, 'The Lord of the Rings ')
(285, 4.5, 'The Lord of the Rings')
(285, 4.5, 'The Lord of the Rings')
(285, 4.5, 'The Lord of the Rings')
(285, 4.5, 'The Lord of the Rings')
(284, 4.5, 'The Great Hunt ')
(284, 4.5, 'The Great Hunt : Book Two of ')
(284, 4.5, 'The Great Hunt : Book Two of ')
(284, 4.5, 'The Great Hunt ')
(283, 5.0, 'The Ultimate Hitchhiker')
(282, 4.0, 'Lord Foul')
(281, 5.0, 'Mossflower ')
(280, 4.5, 'The Realms of the Gods ')
(280, 4.5, 'The Realms of the Gods ')
(278, 4.5, 'Magician: Apprentice ')
(277, 4.5, 'Magician: Apprentice ')
(276, 4.5, 'Foundation ')
(276, 4.5, 'Foundation ')
(276, 4.0, 'The Once and Future King')
(276, 4.0, 'Lord of Chaos ')
(276, 4.0, 'The Once and Future King')
(276, 4.0, 'Lord of Chaos ')
(276, 4.0, 'Lord of Chaos : Book Six of ')
(276, 4.0, 'The Once and Future King')
(276, 4.0, 'Obsidian Butterfly')
(276, 4.0, 'Once and Future King')
(275, 4.0, 'Obsidian Butterfly')
(275, 4.0, 'Obsidian Butterfly ')
(270, 5.0, 'Dealing with Dragons: The Enchanted Forest Chronicles')
(270, 5.0, 'Dealing With Dragons ')
(270, 5.0, 'Dealing with Dragons: The Enchanted Forest Chronicles')
(269, 3.5, 'Mark: The Beast Rules the World ')
(269, 3.5, 'The Mark: The Beast Rules the World ')
(269, 4.0, 'A Kiss of Shadows ')
(269, 3.5, 'The Mark: The Beast Rules the World ')
(269, 3.5, 'The Mark : The Beast Rules the World ')
(269, 4.0, 'A Kiss of Shadows ')
(269, 3.5, 'The Mark: The Beast Rules the World ')
(269, 4.5, 'The Umbrella Conspiracy ')
(269, 4.0, 'Kiss of Shadows')
(269, 3.5, 'The Mark: The Beast Rules the World ')
(268, 4.0, 'The Martian Chronicles')
(268, 4.0, 'The Martian Chronicles')
(265, 4.5, 'The Ear')
(262, 4.5, 'Watchmen')
(262, 4.0, 'City of Golden Shadow ')
(259, 4.5, 'I')
(257, 4.0, 'Demon in My View ')
(253, 4.5, 'Blood and Chocolate')
(251, 4.5, 'The Silent Blade ')
(251, 4.5, 'The Silent Blade ')
(249, 4.5, 'Green Rider ')
(249, 4.5, 'Green Rider')
(248, 4.5, 'Childhoods End')
(248, 4.5, 'Childhood')
(248, 4.5, 'Childhood')
(248, 4.5, 'Childhood')
(246, 3.5, 'Star by Star ')
(246, 3.5, 'Star by Star ')
(246, 3.5, 'Star by Star ')
(245, 4.0, 'Blood of the Fold ')
(245, 4.0, 'Blood of the Fold ')
(245, 4.0, 'Blood of the Fold ')
(245, 5.0, 'Martin the Warrior ')
(242, 3.0, 'The Butlerian Jihad ')
(242, 3.0, 'The Butlerian Jihad ')
(241, 3.0, 'The Butlerian Jihad ')
(241, 4.0, 'The Descent')
(241, 4.5, 'Assassin')
(240, 4.5, 'The Forever War')
(240, 4.0, 'Plains of Passage')
(240, 4.0, 'Plains of Passage')
(239, 3.5, 'Dragons of Summer Flame')
(239, 3.5, 'Dragons of Summer Flame ')
(239, 3.5, 'Dragons of Summer Flame Cass')
(239, 3.5, 'Dragons of Summer Flame')
(239, 4.0, 'Blue Moon ')
(239, 4.0, 'Blue Moon')
(237, 4.0, 'The Dragon Reborn ')
(237, 4.0, 'The Dragon Reborn ')
(237, 4.0, 'The Dragon Reborn ')
(236, 4.0, 'The Eyre Affair ')
(236, 4.0, 'Eyre Affair cassette : cassette')
(236, 1.5, 'The Lake House')
(236, 4.0, 'The Eyre Affair')
(236, 4.0, 'The Eyre Affair ')
(236, 5.0, 'Wild Magic ')
(236, 5.0, 'Wild Magic ')
(236, 4.0, 'Eyre Affair CD : CD')
(235, 4.0, 'In the Forests of the Night')
(235, 4.0, 'In the Forests of the Night ')
(235, 4.0, 'In the Forests of the Night ')
(234, 4.0, 'Kushiel')
(234, 4.0, 'Kushiel')
(233, 2.0, 'Killing Time')
(233, 2.0, 'Killing Time')
(232, 3.5, 'Darwin')
(231, 4.5, 'The Return of the King ')
(231, 4.5, 'The Return of the King ')
(231, 3.5, 'Darwin')
(231, 4.5, 'The Return of the King ')
(231, 4.5, 'The Return of the King ')
(231, 4.5, 'The Return of the King ')
(231, 4.5, 'The Return of the King ')
(231, 4.5, 'The Return of the King ')
(231, 4.5, 'The Return of the King ')
(231, 4.5, 'The Return of the King ')
(231, 4.5, 'The Return of the King ')
(229, 4.0, 'In His Image ')
(228, 4.0, 'The Time Machine ')
(228, 4.0, 'The Shadow Rising ')
(228, 4.0, 'The Time Machine')
(228, 4.0, 'The Shadow Rising : Book Four of ')
(228, 4.0, 'Dandelion Wine: A Novel')
(228, 4.0, 'The Time Machine')
(228, 4.0, 'The Alien Voices Presents: The Time Machine ')
(228, 4.0, 'Dandelion Wine ')
(228, 4.0, 'The Time Machine')
(227, 4.0, 'The Time Machine ')
(227, 4.0, 'The Time Machine ')
(227, 4.0, 'Alien Voices: Time Machine ')
(227, 4.0, 'The Time Machine')
(227, 4.0, 'The Time Machine')
(227, 4.0, 'The Time Machine ')
(227, 4.0, 'The Time Machine ')
(226, 4.0, 'The Shadow Rising ')
(225, 4.5, 'The Arctic Incident ')
(225, 4.5, 'The Arctic Incident ')
(225, 4.5, 'Replay')
(224, 4.5, 'The Illuminatus')
(223, 5.0, 'The Dark Tower Gift Collection')
(223, 5.0, 'The Dark Tower')
(223, 5.0, 'The Dark Tower')
(222, 4.5, '2001: A Space Odyssey')
(221, 4.5, 'Specter of the Past ')
(221, 3.5, 'Desecration: Antichrist Takes the Throne ')
(221, 3.5, 'Desecration: Antichrist Takes the Throne ')
(221, 3.5, 'Desecration: Antichrist Takes the Throne ')
(221, 3.5, 'Desecration: Antichrist Takes the Throne ')
(221, 3.5, 'Desecration ')
(221, 4.5, '2001 ')
(221, 4.5, '2001 : A Space Odyssey')
(221, 4.5, 'Batman: The Dark Knight Returns')
(221, 3.5, 'Desecration: Antichrist Takes the Throne ')
(221, 4.5, 'Batman: The Dark Knight Returns')
(221, 4.5, 'Star Wars: Specter of the Past : Star Wars ')
(221, 3.5, 'Desecration: Antichrist Takes the Throne ')
(220, 4.5, 'The Dragonbone Chair ')
(220, 4.0, 'Assassin')
(219, 4.5, 'The Queen of the Damned ')
(218, 4.5, 'Daughter of the Forest ')
(218, 4.5, 'Alas')
(218, 4.5, 'Daughter of the Forest ')
(218, 4.5, 'Alas')
(218, 4.5, 'Alas')
(218, 4.5, 'Daughter of the Forest ')
(217, 3.5, 'Valhalla Rising ')
(216, 4.0, 'Naked Lunch')
(216, 3.5, 'Armageddon: The Cosmic Battle of the Ages ')
(216, 3.5, 'Armageddon: The Cosmic Battle of the Ages ')
(216, 3.5, 'Armageddon: The Cosmic Battle of the Ages ')
(216, 3.5, 'Armageddon ')
(216, 3.5, 'Armageddon: The Cosmic Battle of the Ages ')
(216, 4.5, 'The Long Walk')
(216, 3.5, 'Armageddon: The Cosmic Battle of the Ages ')
(216, 4.5, 'Long Walk')
(215, 4.5, 'Daughter of the Blood ')
(215, 4.0, 'Gathering Blue')
(215, 4.5, 'The Hero and the Crown')
(215, 4.5, 'The Hero and the Crown')
(215, 4.0, 'Oryx and Crake')
(215, 4.0, 'Gathering Blue ')
(215, 4.0, 'Oryx and Crake')
(215, 4.0, 'Gathering Blue')
(215, 4.5, 'In the Hand of the Goddess')
(215, 4.5, 'The Hero and the Crown')
(215, 4.5, 'In the Hand of the Goddess ')
(215, 4.5, 'In the Hand of the Goddess ')
(215, 4.0, 'Oryx and Crake')
(213, 4.0, 'Shadow of the Hegemon ')
(213, 4.0, 'Shadow of the Hegemon ')
(213, 4.0, 'Shadow of the Hegemon')
(213, 4.0, 'Shadow of the Hegemon')
(213, 4.0, 'The Fires of Heaven : Book Five of ')
(212, 4.0, 'The Fires of Heaven ')
(212, 4.0, 'The Fires of Heaven')
(212, 4.5, 'Star Wars')
(212, 4.5, 'Star Wars')
(212, 4.5, 'Star Wars')
(212, 4.0, 'The Fires of Heaven ')
(212, 4.5, 'Star Wars')
(212, 4.0, 'Fires of Heaven ')
(212, 4.0, 'Fires of Heaven ')
(212, 4.5, 'Star Wars')
