 
(Cantidad de reviews, Score, Titulo)
(829, 4.0, 'The  Fountainhead ')
(820, 4.5, 'Watership Down ')
(801, 4.0, 'The God of Small Things')
(801, 4.0, 'The God of Small Things')
(782, 4.5, 'The Fellowship of the Ring ')
(777, 4.5, 'A Confederacy of Dunces ')
(777, 4.5, 'A Confederacy of Dunces: Twentieth')
(777, 4.5, 'Confederacy of Dunces')
(777, 4.5, 'A Confederacy of Dunces')
(775, 3.5, 'The Girl Who Loved Tom Gordon')
(732, 4.5, 'Catch 22')
(732, 4.5, 'Catch')
(730, 4.0, 'Cryptonomicon')
(728, 4.0, 'The Alchemist: A Fable About Following Your Dream')
(728, 4.0, 'The Alchemist: A Fable About Following Your Dream')
(722, 3.5, 'The Reader')
(712, 4.0, 'Girl With a Pearl Earring')
(712, 4.0, 'Girl with a Pearl Earring')
(712, 4.0, 'Ishmael: An Adventure of the Mind and Spirit')
(710, 3.5, 'A Separate Peace')
(709, 3.5, 'A Separate Peace')
(709, 3.5, 'A Separate Peace ')
(698, 3.5, 'House of Sand and Fog ')
(698, 3.5, 'House of Sand and Fog')
(698, 3.5, 'House of Sand and Fog')
(696, 3.5, 'Dreamcatcher')
(696, 3.5, 'Dreamcatcher')
(696, 3.5, 'Dreamcatcher')
(696, 3.5, 'Dreamcatcher')
(696, 3.5, 'Dreamcatcher : A Novel')
(696, 3.5, 'Dreamcatcher : A Novel')
(677, 3.5, 'Jemima J : A Novel About Ugly Ducklings and Swans')
(652, 4.0, 'Snow Falling on Cedars')
(652, 4.0, 'Snow Falling on Cedars: Movie Tie')
(652, 4.0, 'Snow Falling on Cedars')
(652, 4.0, 'Snow Falling on Cedars : A Novel ')
(637, 4.5, 'Pride and Prejudice')
(636, 4.5, 'Pride and Prejudice ')
(636, 4.5, 'Pride and Prejudice ')
(636, 4.5, 'Pride And Prejudice ')
(636, 4.5, 'Pride and Prejudice ')
(631, 4.0, 'Brave New World')
(631, 4.0, 'Brave New World ')
(610, 4.5, 'Pillars of the Earth')
(609, 4.0, 'The Old Man and The Sea')
(609, 4.0, 'Old Man And The Sea ')
(608, 4.0, 'Good in Bed')
(606, 4.0, 'Good in Bed')
(586, 4.5, 'Jane Eyre ')
(586, 4.5, 'Jane Eyre ')
(556, 4.0, 'Beloved : Gift Edition')
(556, 4.0, 'Beloved ')
(556, 3.5, 'A Widow for One Year')
(556, 3.5, 'A Widow for One Year : A Novel')
(556, 4.0, 'Beloved ')
(556, 3.5, 'A Widow for One Year')
(556, 4.0, 'Beloved')
(556, 4.0, 'Beloved')
(551, 4.5, 'Fight Club')
(551, 4.5, 'Fight Club')
(549, 4.0, 'Hearts In Atlantis')
(548, 4.0, 'Hearts In Atlantis ')
(541, 4.0, 'On the Road')
(541, 4.0, 'On The Road Cassette ')
(541, 4.0, 'On the Road ')
(541, 4.0, 'On the Road ')
(541, 4.0, 'On The Road')
(541, 4.0, 'On the Road')
(541, 4.0, 'On The Road')
(531, 3.5, 'Fall on Your Knees')
(531, 3.5, 'Fall On Your Knees ')
(531, 3.5, 'Fall on Your Knees cass ')
(531, 3.5, 'Fall on Your Knees ')
(520, 4.0, 'Midwives: A Novel')
(520, 4.0, 'Midwives: A Novel')
(517, 4.5, 'The Grapes of Wrath : Text and Criticism')
(517, 4.5, 'The Grapes of Wrath : ')
(517, 4.5, 'Middlesex: A Novel')
(517, 4.5, 'The Grapes of Wrath ')
(507, 2.5, 'The Little Friend')
(505, 2.5, 'The Little Friend')
(505, 4.5, 'Interview with the Vampire : Anniversary edition ')
(504, 4.0, 'The Hours : A Novel')
(504, 4.0, 'The Hours')
(504, 4.0, 'The Hours')
(504, 4.0, 'The Hours : A Novel')
(503, 4.5, 'The Things They Carried')
(489, 4.0, 'Atonement')
(489, 4.0, 'Atonement')
(489, 4.0, 'Atonement : A Novel')
(487, 4.0, 'Atonement: A Novel')
(486, 4.0, 'American Gods')
(485, 3.5, 'The House on Mango Street')
(485, 3.5, 'The House on Mango Street ')
(485, 3.5, 'The House on Mango Street')
(484, 4.0, 'American Gods')
(482, 4.0, 'Tara Road')
(478, 4.0, 'The Secret History')
(477, 4.0, 'Secret History')
(476, 4.0, 'Secret History : A Novel')
(454, 4.5, 'A Fine Balance')
(454, 4.5, 'A Fine Balance ')
(454, 4.5, 'A Fine Balance')
(452, 4.0, 'House of Leaves : A Novel')
(452, 4.0, 'House of Leaves : A novel')
(450, 4.5, 'A Tree Grows in Brooklyn')
(450, 4.5, 'Tree Grows in Brooklyn')
(450, 4.5, 'A Tree Grows in Brooklyn')
(447, 4.0, 'The Bluest Eye')
(447, 4.0, 'The Bluest Eye ')
(447, 4.0, 'The Bluest Eye')
(447, 4.0, 'The Bluest Eye')
(444, 4.5, 'The Killer Angels')
(442, 4.0, 'A Lesson Before Dying')
(442, 4.0, 'Lesson Before Dying')
(442, 4.0, 'A Lesson Before Dying ')
(442, 4.0, 'A Lesson Before Dying : A Novel ')
(441, 5.0, 'Waiting in Vain')
(441, 4.0, 'A Lesson Before Dying')
(441, 3.0, 'We Were the Mulvaneys ')
(441, 3.0, 'We Were the Mulvaneys')
(441, 3.0, 'We Were the Mulvaneys ')
(434, 4.0, 'The Handmaid')
(433, 4.0, 'The Handmaid')
(430, 4.0, 'Wuthering Heights ')
(430, 4.0, 'Wuthering Heights ')
(430, 4.0, 'Wuthering Heights ')
(429, 4.0, 'Deception Point')
(427, 4.0, 'Black and Blue : A Novel')
(425, 4.5, 'One Hundred Years of Solitude')
(425, 4.5, 'One Hundred Years of Solitude')
(424, 4.5, 'One Hundred Years of Solitude ')
(421, 4.5, 'Rebecca')
(421, 4.0, 'The Stranger ')
(420, 4.5, 'Rebecca')
(419, 4.0, 'The Stranger ')
(419, 4.0, 'The Stranger')
(418, 4.0, 'The Runaway Jury')
(418, 4.0, 'The Runaway Jury')
(416, 3.5, 'The Last Time They Met : A Novel')
(415, 3.5, 'The Shipping News')
(415, 3.5, 'The Shipping News')
(415, 3.5, 'Shipping News : A Novel ')
(415, 3.5, 'The Shipping News : A Novel')
(414, 4.5, 'Lolita ')
(414, 4.5, 'Crime and Punishment ')
(414, 4.5, 'Lolita ')
(414, 4.5, 'Crime and Punishment ')
(414, 4.0, 'Empire Falls')
(414, 4.5, 'Crime and Punishment ')
(413, 3.5, 'The Vampire Armand : The Vampire Chronicles ')
(408, 4.0, 'Things Fall Apart ')
(408, 4.0, 'Things Fall Apart: A Novel')
(404, 4.0, 'What Looks Like Crazy On An Ordinary Day')
(404, 4.0, 'What Looks Like Crazy on an Ordinary Day: A Novel ')
(403, 3.5, 'Black House')
(402, 4.0, 'Plainsong')
(402, 4.0, 'Plainsong ')
(398, 4.5, 'Illusions : The Adventures of a Reluctant Messiah')
(398, 4.5, 'Illusions : The Adventures of a Reluctant Messiah')
(395, 4.5, 'The Bell Jar ')
(395, 4.5, 'The Bell Jar ')
(394, 4.0, 'The Sparrow')
(394, 4.0, 'Prodigal Summer')
(393, 4.5, 'The Bell Jar ')
(390, 4.0, 'The Joy Luck Club : A Novel ')
(390, 4.0, 'The Joy Luck Club')
(388, 4.0, 'Sun Also Rises ')
(388, 4.0, 'Sun Also Rises')
(385, 4.5, 'Interpreter of Maladies')
(385, 4.5, 'Interpreter of Maladies')
(384, 4.5, 'All Quiet on the Western Front')
(381, 4.5, 'Corelli')
(380, 4.5, 'Corelli')
(380, 4.5, 'Corelli')
(363, 4.5, 'Siddhartha : Siddhartha ')
(360, 5.0, 'The Count of Monte Cristo')
(360, 5.0, 'The Count of Monte Cristo ')
(359, 3.5, 'Daughter of Fortune : A Novel ')
(359, 3.5, 'Daughter of Fortune: A Novel')
(359, 3.5, 'Daughter of Fortune')
(358, 4.5, 'Flowers for Algernon ')
(357, 4.0, 'Choke')
(354, 4.0, 'The Virgin Suicides')
(351, 4.0, 'Choke')
(350, 4.5, 'Naked')
(350, 4.0, 'Ulysses ')
(350, 4.0, 'Ulysses ')
(349, 3.0, 'A Map of the World ')
(349, 4.0, 'Heart of Darkness ')
(349, 4.0, 'Heart of Darkness ')
(348, 3.5, 'The Scarlet Letter ')
(348, 3.5, 'The Scarlet Letter ')
(347, 4.0, 'A Tale of Two Cities ')
(346, 4.5, 'Their Eyes Were Watching God')
(346, 4.5, 'Their Eyes Were Watching God')
(346, 4.5, 'Their Eyes Were Watching God')
(345, 4.0, 'A Tale of Two Cities ')
(345, 4.0, 'The Bean Trees Anniversary Edition : A Novel')
(344, 4.0, 'The Bean Trees')
(344, 4.0, 'The Bean Trees')
(344, 3.5, 'Gap Creek: The Story Of A Marriage')
(344, 3.5, 'Gap Creek: The Story of a Marriage')
(343, 4.0, 'A Farewell to Arms ')
(343, 4.0, 'Farewell To Arms')
(343, 3.5, 'The Dive From Clausen')
(343, 3.5, 'The Dive From Clausen')
(342, 3.5, 'The Dive From Clausen')
(337, 4.5, 'The Two Towers ')
(330, 4.5, 'The Cider House Rules')
(330, 4.5, 'The Cider House Rules')
(330, 4.5, 'The Cider House Rules')
(330, 4.5, 'The Cider House Rules : A Novel ')
(324, 4.5, 'Hot Six')
(321, 4.5, 'The Vampire Lestat ')
(318, 4.0, 'Great Expectations ')
(317, 4.0, 'Foucault')
(317, 4.0, 'Frankenstein ')
(317, 4.0, 'Frankenstein: Or')
(317, 4.0, 'Frankenstein')
(317, 4.0, 'Great Expectations ')
(317, 4.0, 'Frankenstein ')
(317, 4.0, 'Great Expectations ')
(316, 4.5, 'One Flew Over the Cuckoo')
(316, 4.5, 'One Flew Over the Cuckoo')
(316, 4.5, 'One Flew Over the Cuckoo')
(316, 4.5, 'One Flew Over the Cuckoo')
(316, 4.5, 'Ken Kesey')
(316, 4.5, 'One Flew over the Cuckoo')
(316, 4.5, 'One Flew over the Cuckoo')
(316, 4.5, 'One Flew Over the Cuckoo')
(314, 3.5, 'Everything Is Illuminated')
(314, 3.5, 'Everything Is Illuminated: A Novel')
(313, 3.5, 'Paradise ')
(313, 3.5, 'Paradise ')
(311, 4.0, 'The Blind Assassin ')
(310, 4.0, 'The Blind Assassin')
(310, 4.0, 'The Blind Assassin : A Novel')
(305, 3.5, 'Merrick ')
(304, 3.5, 'White Teeth: A Novel')
(303, 4.0, 'Founding Brothers')
(303, 4.5, 'Perfume : The Story of a Murderer ')
(300, 4.0, 'Awakening')
(299, 4.0, 'Adventures of Huckleberry Finn ')
(299, 4.0, 'Drowning Ruth ')
(297, 3.5, 'UNDERWORLD: A NOVEL')
(297, 3.5, 'Glamorama ')
(295, 3.5, 'Jewel ')
(294, 5.0, 'Lonesome Dove : A Novel')
(294, 5.0, 'Lonesome Dove Vol')
(294, 5.0, 'Lonesome Dove Vol')
(292, 4.0, 'STONES FROM THE RIVER')
(292, 4.0, 'About a Boy')
(285, 4.5, 'The Lord of the Rings ')
(285, 3.5, 'While I Was Gone ')
(285, 3.5, 'While I Was Gone ')
(282, 4.0, 'The Angel of Darkness')
(282, 4.0, 'Peace Like a River ')
(281, 4.5, 'Lamb: The Gospel According to Biff')
(277, 4.0, 'Otherwise Engaged : A Novel')
(277, 4.0, 'Moby')
(276, 4.0, 'Moby')
(276, 4.0, 'Moby Dick')
(276, 4.0, 'Moby')
(275, 4.0, 'The Bonesetter')
(274, 4.0, 'The Chosen ')
(274, 4.0, 'The Chosen')
(273, 4.5, 'Misery')
(273, 3.5, 'The Red Badge of Courage ')
(272, 3.5, 'Waiting : A Novel ')
(272, 3.5, 'Waiting')
(272, 3.5, 'Waiting : A Novel')
(269, 3.5, 'The Mark: The Beast Rules the World ')
(268, 4.0, 'Everything')
(267, 3.5, 'The BOOK OF RUTH CASSETTE')
(267, 3.5, 'Day No Pigs Would Die')
(263, 4.0, 'The English Patient')
(263, 4.0, 'The English Patient')
(263, 3.0, 'The Fourth Hand')
(263, 3.0, 'The Fourth Hand')
(263, 3.0, 'The Fourth Hand')
(261, 4.0, 'Disgrace')
(261, 4.5, 'The Master and Margarita ')
(260, 3.0, 'Vinegar Hill ')
(258, 4.5, 'Little Women ')
(258, 4.5, 'The Pact: A Love Story')
(255, 3.5, 'The Dogs of Babel ')
(255, 3.5, 'Bee Season: A Novel')
(254, 4.5, 'The World According to Garp')
(254, 3.5, 'Mutant Message Down Under')
(254, 4.5, 'Jonathan Livingston Seagull: A Story')
(254, 4.5, 'Jonathan Livingston Seagull')
(254, 4.5, 'The World According to Garp ')
(254, 4.0, 'The Adventures of Tom Sawyer ')
(254, 4.5, 'Jonathan Livingston Seagull')
(254, 3.5, 'Mutant Message Down Under')
(254, 4.5, 'The World According to Garp ')
(253, 4.0, 'The Adventures of Tom Sawyer ')
(251, 3.0, 'Amsterdam : A Novel')
(251, 4.0, 'Blindness')
(251, 4.0, 'Blindness ')
(249, 4.5, 'War and Peace ')
(249, 4.5, 'War and Peace ')
(249, 4.0, 'The Diary of Ellen Rimbauer: My Life at Rose Red')
(243, 4.5, 'Johnny Got His Gun')
(241, 3.0, 'Mother of Pearl')
(239, 4.0, 'All the Pretty Horses ')
(239, 4.0, 'All The Pretty Horses')
(237, 4.0, 'Little Altars Everywhere : CD')
(237, 4.0, 'Little Altars Everywhere non')
(237, 4.0, 'Little Altars Everywhere: A Novel')
(237, 4.0, 'Little Altars Everywhere')
(237, 4.0, 'Little Altars Everywhere')
(237, 4.0, 'Little Altars Everywhere')
(236, 4.0, 'The Eyre Affair')
(234, 4.5, 'House of the Spirits')
(234, 4.5, 'Casting the First Stone')
(234, 4.0, 'The Rescue')
(233, 3.0, 'One Door Away From Heaven')
(233, 3.0, 'One Door Away from Heaven')
(232, 4.5, 'The Other Woman')
(231, 4.5, 'Cane River')
(231, 4.5, 'The Saving Graces: A Novel')
(231, 4.5, 'The Return of the King ')
(231, 4.5, 'The Return of the King ')
(231, 4.0, 'Gravity')
(231, 4.0, 'Gravity')
(231, 4.5, 'The Return of the King ')
(228, 4.0, 'Dandelion Wine: A Novel')
(226, 4.5, 'Not a Day Goes By : A Novel')
(225, 4.5, 'Love in the Time of Cholera')
(225, 4.5, 'Love in the Time of Cholera ')
(225, 4.0, 'My Antonia ')
(225, 4.5, 'Love in the Time of Cholera ')
(223, 4.5, 'Love in the Time of Cholera ')
(222, 3.5, 'White Noise : ')
(222, 3.5, 'White Noise ')
(219, 4.5, 'Anna Karenina ')
(219, 4.5, 'Anna Karenina ')
(219, 4.5, 'Anna Karenina ')
(219, 4.5, 'Anna Karenina ')
(219, 4.5, 'Anna Karenina ')
(219, 4.5, 'Queen of the Damned ')
(219, 4.5, 'East of Eden ')
(219, 4.5, 'The Queen of the Damned ')
(219, 4.5, 'East of Eden')
(219, 4.5, 'Anna Karenina')
(218, 4.0, 'Wish You Well')
(216, 4.0, 'Naked Lunch: The Restored Text')
(215, 4.0, 'Oryx and Crake')
(214, 4.5, 'Breakfast of Champions')
(214, 4.5, 'Breakfast of Champions')
(212, 4.5, 'The Prince ')
(212, 4.5, 'THE PRINCE ')
(211, 4.0, 'The Dante Club : A Novel')
(209, 2.5, 'The Wind Done Gone: A Novel')
(208, 4.0, 'Mr')
(206, 4.0, 'A Portrait of the Artist as a Young Man ')
(206, 4.0, 'A Portrait of the Artist as a Young Man')
(206, 4.0, 'A Portrait of an Artist As a Young Man ')
(206, 4.0, 'A Portrait of the Artist As a Young Man')
(206, 3.5, 'Icy Sparks')
(206, 4.0, 'A Portrait of the Artist As a Young Man')
(206, 3.5, 'Icy Sparks ')
(205, 4.5, 'For Whom the Bell Tolls ')
(205, 4.5, 'The Wind')
(205, 4.5, 'For Whom the Bell Tolls')
(203, 4.0, 'Geek Love : A Novel ')
(203, 4.0, 'The Club Dumas ')
(202, 4.0, 'The Loop')
(202, 4.0, 'The Loop: A Novel')
(200, 4.5, 'Song of Solomon')
(200, 4.5, 'Song of Solomon ')
(200, 3.5, 'Ethan Frome ')
(200, 4.5, 'Song of Solomon ')
(198, 4.5, 'Straight Man : A Novel ')
(198, 4.5, 'Stardust')
(198, 4.5, 'Stardust')
(197, 4.0, 'Welcome to the World')
(197, 4.0, 'Treasure Island ')
(196, 4.5, 'Beowulf')
(196, 4.0, 'Girls')
(196, 4.5, 'The Cabinet of Curiosities')
(196, 4.5, 'The Cabinet of Curiosities')
(195, 4.0, 'Breath')
(195, 4.0, 'Breath')
(194, 4.5, 'The Prince of Tides')
(192, 3.5, 'Passage')
(192, 4.5, 'The Brothers Karamazov ')
(192, 5.0, 'The Prophet ')
(192, 4.5, 'The Brothers Karamazov ')
(191, 3.5, 'Three Junes')
(191, 3.5, 'Three Junes')
(191, 3.5, 'Three Junes : A novel')
(190, 4.0, 'Abide with Me ')
(190, 4.5, 'The Unbearable Lightness of Being ')
(189, 4.0, 'The Picture of Dorian Gray ')
(189, 4.0, 'Possession : A Romance ')
(189, 4.0, 'Possession : A Romance ')
(188, 4.0, 'Fierce Invalids Home from Hot Climates')
(188, 4.5, 'Cannery Row')
(188, 4.0, 'The Picture of Dorian Gray')
(188, 4.0, 'Cold Sassy Tree')
(188, 4.0, 'The Picture of Dorian Gray ')
(188, 3.5, 'The Weight of Water')
(187, 4.0, 'Ahab')
(187, 4.0, 'Ahab')
(187, 4.0, 'Ahab')
(186, 4.0, 'The War of the Worlds ')
(185, 4.0, 'Girl in Hyacinth Blue CD : CD')
(185, 4.0, 'Girl in Hyacinth Blue')
(185, 4.0, 'Girl in Hyacinth Blue')
(185, 4.0, 'Girl in Hyacinth Blue cassette : cassette')
(184, 4.0, 'The Magus')
(184, 4.0, 'The Magus')
(181, 3.5, 'A Thousand Acres ')
(181, 3.5, 'Thousand Acres')
(179, 3.5, 'When We Were Orphans')
(178, 4.0, 'The Satanic Verses')
(178, 4.5, 'A Suitable Boy : Novel')
(177, 4.5, 'The Hundred Secret Senses')
(177, 3.5, 'When We Were Orphans : A Novel ')
(177, 4.5, 'The Hundred Secret Senses')
(177, 4.5, 'Blood Meridian : Or the Evening Redness in the West ')
(177, 4.5, 'The Hundred Secret Senses')
(176, 4.0, 'Timequake')
(176, 4.5, 'Einstein')
(176, 4.5, 'Einstein')
(175, 4.5, 'Blood Meridian : Or the Evening Redness in the West ')
(175, 3.5, 'Blood and Gold ')
(175, 3.5, 'Ladder of Years : A Novel')
(175, 3.5, 'Blood and Gold ')
(175, 3.5, 'Ladder of Years')
(174, 4.5, 'The Three Musketeers ')
(174, 5.0, 'Homeland ')
(174, 4.5, 'The Three Musketeers ')
(173, 4.5, 'Motherless Brooklyn')
(171, 4.5, 'Rule of the Bone : Novel')
(170, 4.0, 'Emma ')
(170, 4.0, 'Bless Me')
(170, 4.0, 'Emma ')
(170, 4.0, 'Bless Me')
(170, 4.0, 'Bless Me')
(169, 4.0, 'In Her Shoes')
(169, 3.5, 'An Equal Music : A Novel')
(167, 4.5, 'Carter Beats the Devil')
(167, 4.0, 'Tess of the D')
(167, 3.5, 'Pigs in Heaven')
(167, 4.5, 'Carter Beats the Devil')
(167, 4.0, 'Tess of the D')
(167, 3.5, 'Pigs in Heaven')
(166, 4.0, 'Birdsong : A Novel of Love and War')
(166, 4.0, 'Amy and Isabelle : A novel')
(166, 4.5, 'Balzac and the Little Chinese Seamstress : A Novel')
(166, 4.5, 'Balzac and the Little Chinese Seamstress')
(165, 3.0, 'Twelve')
(165, 4.0, 'In Her Shoes : A Novel')
(165, 3.0, 'Twelve')
(164, 4.5, 'The Phantom of the Opera: The Original Novel')
(163, 4.0, 'On the Beach')
(163, 4.0, 'On the Beach')
(163, 3.5, 'Anil')
(163, 3.5, 'Anil')
(163, 3.5, 'Anil')
(162, 4.0, 'The Human Stain')
(162, 4.0, 'Big Stone Gap')
(162, 4.0, 'Human Stain')
(162, 4.0, 'The Human Stain : A Novel ')
(161, 3.5, 'Blonde: A Novel')
(161, 4.0, 'The Sound and the Fury ')
(161, 4.0, 'A Patchwork Planet ')
(161, 3.5, 'Blonde: A Novel')
(161, 4.0, 'A Patchwork Planet')
(160, 4.0, 'Something Wicked This Way Comes')
(160, 3.5, 'American Pastoral')
(160, 4.0, 'Something Wicked This Way Comes')
(159, 5.0, 'The Lords of Discipline')
(158, 4.5, 'Madame Bovary: Life in a Country Town ')
(158, 4.5, 'Madame Bovary ')
(157, 4.0, 'Native Son')
(157, 4.5, 'Sister of My Heart : A Novel')
(157, 4.0, 'Native Son ')
(156, 4.0, 'The Valley of Horses')
(155, 3.0, 'Servant of the Bones')
(153, 4.0, 'The Crying of Lot 49')
(153, 4.0, 'Enduring Love : A Novel')
(153, 5.0, 'These is My Words')
(152, 4.5, 'FED UP WITH THE FANNY: A NOVEL')
(150, 3.5, 'Milkrun')
(149, 4.5, 'Midnight')
(149, 4.5, 'Midnight')
(149, 3.5, 'Story of O')
(149, 4.5, 'Midnight')
(148, 4.0, 'As I Lay Dying ')
(147, 4.5, 'Jitterbug Perfume')
(146, 4.0, 'The Hottest State : A Novel')
(146, 2.5, 'Trading Up')
(145, 4.5, 'DREAM BOY: A Novel')
(145, 3.0, 'The First Counsel')
(144, 4.0, 'Basket Case')
(142, 4.0, 'Snow in August')
(142, 4.0, 'Hamlet ')
(142, 4.0, 'Snow in August')
(142, 4.5, 'The Remains of the Day ')
(141, 4.5, 'Still Life with Woodpecker')
(141, 4.0, 'TIME AND AGAIN')
(140, 4.5, 'The Trial ')
(139, 4.5, 'The Trial')
(138, 3.5, 'The Tesseract')
(138, 4.5, 'Fried Green Tomatoes at the Whistle Stop Cafe ')
(138, 4.5, 'Fried Green Tomatoes at the Whistle Stop Cafe : A Novel')
(137, 4.0, 'The Kitchen God')
(137, 4.0, 'Kitchen God')
(136, 4.0, 'The Feast of Love : A Novel')
(136, 4.5, 'Bitten')
(136, 4.0, 'The Feast of Love : A Novel ')
(134, 3.5, 'Fugitive Pieces : A Novel')
(134, 4.0, 'Animal Dreams')
(133, 4.5, 'I')
(133, 4.5, 'Lil Mama')
(133, 4.5, 'LIL MAMAS RULES: A NOVEL')
(133, 4.5, 'I')
(132, 4.0, 'To the Lighthouse ')
(131, 4.5, 'The Bronze Horseman')
(131, 4.5, 'The Bronze Horseman: A Novel')
(130, 4.5, 'Across the Nightingale Floor: Tales of the Otori')
(130, 3.5, 'See Jane Date ')
(129, 4.5, 'The Boy Next Door')
(126, 4.5, 'A Soldier of the Great War')
(126, 4.5, 'A Soldier of the Great War')
(125, 4.5, 'The Dharma Bums')
(125, 4.5, 'Daisy Fay and the Miracle Man')
(125, 3.0, 'Coldheart Canyon')
(125, 4.0, 'Mrs')
(125, 4.0, 'Uncle Tom')
(124, 4.0, 'Comanche Moon : A Novel')
(124, 4.0, 'A Yellow Raft in Blue Water')
(124, 4.0, 'Mrs')
(123, 4.5, 'One Day in the Life of Ivan Denisovich ')
(123, 3.5, 'Blue Angel : A Novel')
(123, 4.0, 'Standing in the Rainbow')
(122, 3.5, 'The Constant Gardener')
(121, 4.5, 'Blessings : A Novel')
(121, 4.0, 'Patty Jane')
(121, 4.5, 'BLESSINGS: A NOVEL')
(120, 4.0, 'Grendel ')
(120, 3.0, 'Damascus Gate')
(120, 4.0, 'Grendel')
(120, 2.5, 'Lost')
(120, 2.5, 'Lost: A Novel')
(119, 4.5, 'Lost Light')
(119, 4.5, 'Angle of Repose ')
(119, 4.5, 'Voyager')
(119, 4.5, 'Wonder Boys : A Novel ')
(119, 4.5, 'Satisfy My Soul')
(119, 4.5, 'Lost Light')
(117, 3.5, 'A DO RIGHT MAN')
(115, 4.0, 'Please Please Please')
(114, 4.5, 'All the King')
(114, 4.0, 'Dying to Please')
(114, 3.5, 'You Shall Know Our Velocity ')
(114, 3.5, 'The Christmas Train')
(114, 3.5, 'You Shall Know Our Velocity')
(113, 4.5, 'All the King')
(113, 4.5, 'Norwegian Wood ')
(112, 3.5, 'The Unconsoled')
(112, 4.0, 'Atticus : Novel')
(112, 4.5, 'Boy : Tales of Childhood')
(111, 4.0, 'Jude the Obscure ')
(111, 4.5, 'Boy: Tales of Childhood')
(111, 4.5, 'Boy : Tales of Childhood')
(111, 3.0, 'The Sinister Pig CD')
(111, 4.5, 'Boy: Tales of Childhood')
(110, 4.5, 'The Solitaire Mystery: a novel about family and destiny')
(110, 4.0, 'If on a Winter')
(109, 4.5, 'The Plague')
(109, 3.0, 'Run Catch Kiss: A Gratifying Novel')
(109, 4.0, 'Sula')
(109, 2.5, 'Forever')
(109, 5.0, 'Mandy')
(109, 4.5, 'The Plague ')
(109, 4.0, 'Sula')
(108, 3.5, 'Blessings')
(108, 3.5, 'The Ground Beneath Her Feet : A Novel')
(108, 4.0, 'Death in Holy Orders : An Adam Dalgliesh Mystery')
(107, 3.5, 'The Mammoth Hunters ')
(107, 4.0, 'Ragtime')
(107, 4.0, 'Ragtime ')
(107, 3.5, 'Sea Glass: A Novel')
(107, 3.5, 'The Body Artist : A Novel')
(107, 5.0, 'Here be Dragons')
(107, 4.0, 'Ragtime')
(107, 3.5, 'The Body Artist: A Novel')
(107, 3.5, 'Sea Glass: A Novel')
(107, 3.5, 'The Body Artist')
(106, 4.0, 'Satin Doll : A Novel')
(106, 4.5, 'Crazy in Alabama')
(106, 4.5, 'Absalom')
(105, 4.0, 'Veronika Decides to Die')
(105, 3.0, 'Another City')
(105, 4.0, 'TENDER IS THE NIGHT')
(105, 4.5, 'The Source : A Novel')
(105, 3.5, 'A Connecticut Yankee in King Arthur')
(105, 4.0, 'Oliver Twist ')
(105, 4.5, 'OUT OF THE SILENT PLANET')
