 
(Cantidad de reviews, Score, Titulo)
(826, 4.5, 'Hatchet')
(826, 4.5, 'Hatchet')
(826, 4.5, 'Hatchet')
(820, 4.5, 'Watership Down ')
(819, 4.5, 'Watership Down ')
(819, 4.5, 'Watership Down')
(782, 4.5, 'The Fellowship of the Ring ')
(782, 4.5, 'The Fellowship of the Ring ')
(782, 4.5, 'The Fellowship of the Ring ')
(782, 4.5, 'The Fellowship of the Ring ')
(782, 4.5, 'The Fellowship of the Ring ')
(782, 4.5, 'The Fellowship of the Ring ')
(782, 4.5, 'The Fellowship of the Ring ')
(782, 4.5, 'The Fellowship of the Ring ')
(732, 4.5, 'Catch 22')
(732, 4.5, 'Catch')
(732, 4.5, 'Catch')
(732, 4.5, 'Catch')
(710, 3.5, 'A Separate Peace')
(709, 3.5, 'A Separate Peace ')
(709, 3.5, 'A Separate Peace')
(709, 3.5, 'A Separate Peace')
(709, 3.5, 'A Separate Peace ')
(703, 4.0, 'Out Of The Dust ')
(703, 4.0, 'Out of the Dust')
(677, 3.5, 'Jemima J : A Novel About Ugly Ducklings and Swans')
(655, 4.5, 'Bridge to Terabithia')
(637, 4.5, 'Pride and Prejudice ')
(637, 4.5, 'Pride and Prejudice')
(637, 4.5, 'Pride and Prejudice')
(637, 4.5, 'Pride and Prejudice ')
(637, 4.5, 'Pride And Prejudice ')
(636, 4.5, 'Pride and Prejudice ')
(636, 4.5, 'Pride and Prejudice ')
(636, 4.5, 'Pride and Prejudice ')
(636, 4.5, 'Pride and Prejudice ')
(636, 4.5, 'Pride and Prejudice ')
(636, 4.5, 'Pride And Prejudice ')
(636, 4.5, 'Pride And Prejudice')
(636, 4.5, 'Signature Classics ')
(636, 4.5, 'Pride and Prejudice')
(636, 4.5, 'PRIDE AND PREJUDICE ')
(636, 4.5, 'Pride and Prejudice ')
(636, 4.5, 'Pride and Prejudice')
(631, 4.0, 'Brave New World')
(631, 4.0, 'Brave New World')
(631, 4.0, 'Brave New World ')
(610, 5.0, 'Chronicles of Narnia Audio Collection')
(610, 5.0, 'The Chronicles of Narnia Box Set: Full')
(610, 5.0, 'The Chronicles of Narnia: The Magician')
(609, 5.0, 'The Chronicles of Narnia Boxed Set')
(609, 4.0, 'The Old Man and The Sea')
(609, 5.0, 'Complete Chronicles of Narnia')
(609, 5.0, 'The Chronicles of Narnia ')
(609, 4.0, 'Old Man And The Sea ')
(609, 4.0, 'The Old Man and The Sea ')
(609, 5.0, 'Selections from The Chronicles of Narnia')
(609, 5.0, 'The Complete Chronicles of Narnia')
(594, 4.5, 'Gone With the Wind')
(594, 4.5, 'Gone with the Wind')
(594, 4.5, 'Gone With the Wind')
(593, 4.5, 'Gone with the Wind')
(592, 4.5, 'Walk Two Moons')
(592, 4.5, 'Walk Two Moons Audio')
(590, 4.5, 'Walk Two Moons ')
(587, 4.5, 'Jane Eyre ')
(587, 4.5, 'Jane Eyre ')
(587, 4.5, 'Jane Eyre ')
(587, 4.5, 'Jane Eyre ')
(587, 4.5, 'Jane Eyre')
(586, 4.5, 'Jane Eyre ')
(586, 4.5, 'Jane Eyre ')
(586, 4.5, 'Jane Eyre')
(586, 4.5, 'Jane Eyre ')
(586, 4.5, 'Jane Eyre ')
(586, 4.5, 'Jane Eyre ')
(586, 4.5, 'Jane Eyre ')
(586, 4.5, 'Charlotte Bronte')
(586, 4.5, 'Jane Eyre ')
(571, 4.0, 'Maniac Magee')
(561, 4.5, 'The Princess Bride')
(556, 4.0, 'Beloved ')
(544, 4.5, 'The Silmarillion ')
(541, 4.0, 'On the Road')
(541, 4.0, 'On The Road Cassette ')
(541, 4.0, 'On the Road ')
(541, 4.0, 'On the Road ')
(541, 4.0, 'On The Road')
(541, 4.0, 'On the Road')
(541, 4.0, 'On The Road')
(536, 4.5, 'A Clockwork Orange ')
(536, 4.5, 'Selections from A Clockwork Orange ')
(536, 4.5, 'A Clockwork Orange')
(534, 4.5, 'A Clockwork Orange ')
(531, 3.5, 'Fall on Your Knees ')
(521, 4.5, 'Slaughterhouse')
(521, 4.5, 'Slaughterhouse')
(521, 4.5, 'Slaughterhouse')
(521, 4.5, 'Slaughterhouse')
(517, 4.5, 'The Grapes of Wrath : Text and Criticism')
(517, 4.5, 'The Grapes of Wrath')
(517, 4.5, 'The Grapes of Wrath ')
(517, 4.5, 'The Grapes of Wrath : ')
(517, 4.5, 'The Grapes of Wrath ')
(517, 4.5, 'The Grapes of Wrath ')
(517, 4.5, 'The Grapes of Wrath ')
(517, 4.5, 'John Steinbeck')
(500, 3.5, 'Nothing But The Truth: A Documentary Novel')
(500, 4.5, 'Anne Frank: The Diary of a Young Girl ')
(485, 3.5, 'The House on Mango Street ')
(481, 4.0, 'Stranger in a Strange Land')
(481, 4.0, 'Stranger in a Strange Land')
(450, 4.5, 'A Tree Grows in Brooklyn')
(450, 4.5, 'Tree Grows in Brooklyn')
(450, 4.5, 'Tree Grows in Brooklyn')
(450, 4.5, 'A Tree Grows in Brooklyn')
(430, 4.0, 'Wuthering Heights ')
(430, 4.0, 'Wuthering Heights ')
(430, 4.0, 'Wuthering Heights ')
(430, 4.0, 'Wuthering Heights ')
(430, 4.0, 'Wuthering Heights ')
(430, 4.0, 'Wuthering Heights')
(430, 4.0, 'Wuthering Heights ')
(430, 4.0, 'Wuthering Heights ')
(430, 4.0, 'Wuthering Heights ')
(430, 4.0, 'Wuthering Heights')
(425, 4.5, 'One Hundred Years of Solitude')
(425, 4.5, 'One Hundred Years of Solitude')
(424, 4.5, 'One Hundred Years of Solitude ')
(421, 4.5, 'Rebecca')
(421, 4.0, 'The Stranger ')
(421, 4.5, 'Rebecca')
(420, 4.5, 'Rebecca')
(420, 4.5, 'Rebecca')
(420, 4.5, 'Rebecca')
(420, 4.5, 'Rebecca')
(419, 4.0, 'The Stranger ')
(419, 4.0, 'The Stranger')
(415, 3.5, 'Shipping News : A Novel ')
(415, 3.5, 'The Shipping News : A Novel')
(414, 4.5, 'Crime and Punishment ')
(414, 4.5, 'Lolita ')
(414, 4.5, 'Crime and Punishment ')
(414, 4.5, 'Crime and Punishment ')
(414, 4.5, 'Crime and Punishment ')
(414, 4.5, 'Lolita')
(414, 4.5, 'Lolita ')
(414, 4.5, 'Crime and Punishment ')
(414, 4.5, 'Crime and Punishment ')
(414, 4.5, 'Crime and Punishment ')
(414, 4.5, 'Crime and Punishment ')
(414, 4.5, 'Crime and Punishment ')
(414, 4.5, 'Crime and Punishment ')
(414, 4.5, 'Crime and Punishment ')
(411, 3.5, 'The Pearl')
(410, 3.5, 'The Pearl ')
(410, 3.5, 'Pearl Cassette ')
(410, 3.5, 'The Pearl : ')
(410, 3.5, 'The Pearl ')
(402, 4.0, 'Roll of Thunder')
(402, 4.0, 'Roll of Thunder')
(402, 4.0, 'Roll of Thunder')
(402, 4.0, 'Roll of Thunder')
(400, 4.5, 'Island of the Blue Dolphins')
(400, 4.5, 'Island of the Blue Dolphins ')
(400, 4.5, 'The Island of the Blue Dolphins')
(395, 4.5, 'The Bell Jar ')
(395, 4.5, 'The Bell Jar ')
(394, 4.0, 'Prodigal Summer: A Novel')
(393, 4.5, 'The Bell Jar ')
(388, 4.0, 'The Sun Also Rises')
(388, 4.0, 'Sun Also Rises ')
(388, 4.0, 'Sun Also Rises')
(384, 4.5, 'All Quiet on the Western Front')
(384, 4.5, 'All Quiet on the Western Front')
(382, 4.5, 'The Lion')
(382, 4.5, 'The Lion')
(381, 4.0, 'Anthem')
(381, 4.5, 'The Chronicles of Narnia: The Lion')
(381, 4.5, 'The Lion')
(381, 4.5, 'The Lion')
(381, 4.0, 'Anthem')
(381, 4.0, 'Anthem : 50th Anniversary Edition')
(381, 4.0, 'Anthem')
(381, 4.0, 'Anthem')
(381, 4.0, 'Anthem')
(363, 4.5, 'Siddhartha ')
(363, 4.5, 'Siddhartha')
(363, 4.5, 'Siddhartha ')
(363, 4.5, 'Siddhartha')
(363, 4.5, 'Siddhartha')
(363, 4.5, 'Siddhartha : Siddhartha ')
(363, 4.5, 'Siddhartha: A New Translation')
(363, 4.5, 'Siddhartha')
(363, 4.5, 'Siddhartha ')
(361, 4.5, 'The Little Prince')
(360, 5.0, 'The Count of Monte Cristo ')
(360, 5.0, 'The Count of Monte Cristo')
(360, 5.0, 'The Count of Monte Cristo ')
(360, 5.0, 'The Count of Monte Cristo ')
(360, 5.0, 'The Count of Monte Cristo ')
(360, 5.0, 'The Count of Monte Cristo ')
(360, 5.0, 'The Count of Monte Cristo')
(360, 5.0, 'The Count of Monte Cristo ')
(360, 5.0, 'The Count of Monte Cristo')
(359, 4.5, 'Flowers for Algernon: In this beloved novel')
(350, 4.5, 'Bud')
(350, 4.0, 'Ulysses ')
(350, 4.0, 'Ulysses ')
(350, 4.0, 'Ulysses ')
(350, 4.0, 'Ulysses')
(350, 4.0, 'Ulysses ')
(350, 4.0, 'Ulysses ')
(350, 4.0, 'Ulysses')
(350, 4.0, 'Ulysses ')
(349, 4.0, 'Heart of Darkness ')
(349, 4.0, 'Heart of Darkness ')
(349, 4.0, 'Heart of Darkness ')
(349, 4.0, 'Heart of Darkness ')
(348, 3.5, 'The Scarlet Letter ')
(348, 3.5, 'Scarlet Letter')
(348, 3.5, 'The Scarlet Letter')
(348, 3.5, 'The Scarlet Letter')
(348, 3.5, 'The Scarlet Letter ')
(348, 3.5, 'The Scarlet Letter ')
(348, 3.5, 'The Scarlet Letter ')
(348, 3.5, 'The Scarlet Letter')
(348, 3.5, 'The Scarlet Letter ')
(347, 4.0, 'Heart of Darkness: With the Congo Diary ')
(347, 4.0, 'The Heart of Darkness ')
(347, 4.0, 'Heart of Darkness and the Secret Sharer')
(347, 4.0, 'Heart of Darkness ')
(347, 4.0, 'Heart of Darkness ')
(347, 4.0, 'A Tale of Two Cities')
(347, 4.0, 'Heart of Darkness ')
(347, 4.0, 'Heart of Darkness: An Authoritative Text')
(347, 4.0, 'Signature Classics ')
(347, 4.0, 'Tale of Two Cities ')
(347, 4.0, 'A Tale of Two Cities ')
(347, 4.0, 'A Tale of Two Cities ')
(347, 4.0, 'A Tale of Two Cities ')
(347, 3.5, 'Scarlet Letter ')
(346, 4.5, 'Their Eyes Were Watching God')
(346, 4.5, 'Their Eyes Were Watching God')
(346, 4.5, 'Their Eyes Were Watching God')
(346, 4.5, 'Their Eyes Were Watching God')
(345, 4.0, 'A Tale of Two Cities ')
(345, 4.0, 'A Tale of Two Cities ')
(345, 4.0, 'A Tale of Two Cities ')
(345, 4.0, 'A Tale of Two Cities ')
(345, 4.0, 'A Tale of Two Cities ')
(345, 4.0, 'A Tale of Two Cities')
(343, 4.0, 'A Farewell to Arms ')
(343, 4.0, 'Farewell To Arms')
(343, 3.5, 'The Dive From Clausen')
(343, 4.0, 'A Farewell to Arms')
(339, 4.5, 'Goodnight Moon')
(337, 4.5, 'The Two Towers ')
(337, 4.5, 'The Two Towers ')
(337, 4.5, 'The Two Towers ')
(337, 4.5, 'The Two Towers ')
(337, 4.5, 'The Two Towers ')
(337, 4.5, 'The Two Towers ')
(337, 4.5, 'The Two Towers ')
(336, 4.0, 'A Wizard of Earthsea ')
(335, 4.5, 'Charlotte')
(333, 4.5, 'Charlotte')
(333, 4.5, 'Charlotte')
(332, 4.5, 'Charlie and the Chocolate Factory')
(331, 3.5, 'The Chocolate War ')
(330, 4.0, 'The Witch of Blackbird Pond ')
(330, 4.5, 'The Cider House Rules : A Novel ')
(329, 4.0, 'The Witch of Blackbird Pond ')
(325, 3.5, 'The Bar Sinister')
(318, 4.0, 'Great Expectations ')
(318, 4.0, 'Great Expectations ')
(317, 4.0, 'Great Expectations ')
(317, 4.0, 'Great Expectations ')
(317, 4.0, 'Frankenstein ')
(317, 4.0, 'Great Expectations')
(317, 4.0, 'Frankenstein ')
(317, 4.0, 'Frankenstein ')
(317, 4.0, 'Frankenstein ')
(317, 4.0, 'Frankenstein: Or')
(317, 4.0, 'Great Expectations ')
(317, 4.0, 'Great Expectations ')
(317, 4.0, 'Frankenstein ')
(317, 4.0, 'Frankenstein')
(317, 4.0, 'Frankenstein ')
(317, 4.0, 'Frankenstein or the Modern Prometheus ')
(317, 4.0, 'Great Expectations ')
(317, 4.0, 'Great Expectations ')
(317, 4.0, 'Great Expectations ')
(317, 4.0, 'Frankenstein or')
(317, 4.0, 'Frankenstein ')
(317, 4.0, 'Frankenstein ')
(317, 4.0, 'Great Expectations ')
(317, 4.0, 'Frankenstein ')
(317, 4.0, 'Frankenstein')
(317, 4.0, 'Frankenstein ')
(316, 4.5, 'One Flew Over the Cuckoo')
(316, 4.5, 'One Flew Over the Cuckoo')
(316, 4.5, 'One Flew Over the Cuckoo')
(316, 4.5, 'One Flew over the Cuckoo')
(316, 4.5, 'One Flew over the Cuckoo')
(316, 4.5, 'One Flew Over the Cuckoo')
(305, 4.0, 'The Call of the Wild : Complete and Unabridged ')
(305, 4.0, 'The Call of the Wild ')
(305, 4.0, 'The Call of the Wild')
(304, 4.5, 'Dracula ')
(304, 4.5, 'Dracula ')
(304, 4.5, 'Dracula ')
(304, 4.5, 'Dracula ')
(304, 3.5, 'The Pigman')
(304, 3.5, 'The Pigman')
(304, 4.5, 'Dracula ')
(304, 4.5, 'Dracula ')
(303, 4.5, 'Dracula ')
(303, 4.5, 'Dracula ')
(303, 4.5, 'Dracula ')
(303, 4.5, 'Dracula ')
(303, 4.5, 'Bram Stoker')
(303, 4.5, 'Dracula')
(303, 4.5, 'Dracula ')
(303, 4.5, 'Dracula ')
(303, 4.5, 'Dracula ')
(300, 4.0, 'The Awakening')
(300, 4.0, 'The Awakening ')
(300, 4.0, 'Awakening')
(300, 4.0, 'The Awakening and Selected Short Stories')
(300, 4.0, 'The Awakening')
(300, 4.0, 'The Awakening')
(300, 4.0, 'The Awakening ')
(300, 4.0, 'The Awakening ')
(299, 4.0, 'Adventures of Huckleberry Finn: A Case Study in Critical Controversy ')
(299, 4.0, 'The Adventures Of Huckleberry Finn')
(299, 4.0, 'ADVENTURES OF HUCKLEBERRY FINN ')
(299, 4.0, 'Adventures of Huckleberry Finn: Complete Text With Introduction')
(299, 4.0, 'The Adventures of Huckleberry Finn : Revised Edition ')
(299, 4.0, 'The Adventures of Huckleberry Finn ')
(299, 4.0, 'The Adventures of Huckleberry Finn ')
(299, 4.0, 'Adventures of Huckleberry Finn ')
(299, 4.0, 'The Adventures of Huckleberry Finn')
(299, 4.0, 'The Adventures of Huckleberry Finn ')
(299, 4.0, 'The Adventures of Huckleberry Finn ')
(299, 4.0, 'Adventures of Huckleberry Finn ')
(299, 4.0, 'The Adventures of Huckleberry Finn : Revised Edition ')
(299, 4.0, 'The Adventures of Huckleberry Finn')
(299, 4.0, 'Adventures of Huckleberry Finn')
(299, 4.0, 'The Adventures of Huckleberry Finn ')
(299, 4.0, 'Huckleberry Finn ')
(299, 4.0, 'Adventures of Huckleberry Finn : An Authoritative Text Contexts and Sources Criticism ')
(299, 4.0, 'The Adventures of Huckleberry Finn ')
(296, 4.5, 'Cat')
(296, 4.5, 'Cat')
(296, 4.5, 'Cat')
(294, 4.5, 'Matilda')
(294, 5.0, 'Lonesome Dove : A Novel ')
(293, 4.0, 'Good Earth')
(293, 4.0, 'The Good Earth ')
(293, 4.0, 'The Good Earth ')
(288, 4.0, 'The Contender')
(285, 4.5, 'The Lord of the Rings')
(285, 4.5, 'The Lord of the Rings')
(285, 4.5, 'The Lord of the Rings')
(285, 4.5, 'The Lord of the Rings')
(284, 4.5, 'Are You There God')
(284, 4.5, 'Are You There God')
(284, 4.5, 'The Great Hunt ')
(277, 4.0, 'Moby')
(276, 4.0, 'Moby')
(276, 4.0, 'Moby Dick ')
(276, 4.0, 'Moby Dick')
(276, 4.0, 'Moby Dick ')
(276, 4.0, 'Moby')
(276, 4.0, 'Moby Dick or the Whale')
(276, 4.0, 'Moby')
(276, 4.0, 'Moby')
(276, 4.0, 'Moby Dick ')
(276, 4.0, 'Moby')
(276, 4.0, 'Herman Melville')
(276, 4.0, 'Moby Dick : or the Whale ')
(274, 4.0, 'The Chosen ')
(274, 4.0, 'The Chosen')
(273, 3.5, 'The Red Badge of Courage : An Episode of the American Civil War ')
(273, 3.5, 'The Red Badge of Courage ')
(273, 3.5, 'The Red Badge of Courage ')
(273, 3.5, 'The Red Badge of Courage ')
(273, 3.5, 'The Red Badge of Courage ')
(273, 3.5, 'Red Badge of Courage')
(273, 3.5, 'The Red Badge of Courage ')
(273, 3.5, 'The Red Badge of Courage: An Authoritative Text Backgrounds and Sources Criticism ')
(273, 3.5, 'The Red Badge of Courage ')
(273, 3.5, 'The Red Badge of Courage: An Episode of the Civil War')
(273, 3.5, 'The Red Badge of Courage')
(268, 4.0, 'The Martian Chronicles')
(268, 4.0, 'The Martian Chronicles')
(267, 3.5, 'A Day No Pigs Would Die')
(267, 4.0, 'Forever ')
(267, 4.5, 'Anne of Green Gables ')
(267, 4.5, 'Anne of Green Gables ')
(267, 4.5, 'Anne of Green Gables ')
(267, 4.5, 'Anne of Green Gables ')
(267, 4.5, 'Anne of Green Gables ')
(266, 4.5, 'Anne of Green Gables ')
(266, 4.5, 'Anne of Green Gables ')
(266, 4.5, 'Forever')
(266, 4.0, 'Dress Your Family in Corduroy and Denim')
(266, 4.5, 'Anne of Green Gables ')
(266, 4.5, 'Anne of Green Gables ')
(266, 4.5, 'Anne of Green Gables ')
(266, 4.5, 'Anne of Green Gables ')
(266, 4.5, 'Anne of Green Gables ')
(266, 4.5, 'Anne of Green Gables Coloring Book')
(266, 4.5, 'Anne Of Green Gables ')
(266, 4.5, 'Anne of Green Gables')
(266, 4.5, 'Anne of Green Gables Value Collection ')
(266, 4.5, 'Anne of Green Gables ')
(266, 4.5, 'Anne of Green Gables ')
(266, 4.5, 'Anne of Green Gables ')
(261, 4.5, 'The Master and Margarita')
(261, 4.5, 'The Master and Margarita ')
(261, 4.5, 'The Master and Margarita ')
(261, 4.5, 'The Master and Margarita')
(261, 4.5, 'The Master and Margarita ')
(258, 4.5, 'Little Women ')
(258, 4.5, 'Little Women ')
(258, 4.5, 'Little Women ')
(258, 4.5, 'Little Women ')
(258, 4.5, 'Little Women ')
(258, 4.5, 'Little Women ')
(258, 4.5, 'Little Women')
(257, 4.5, 'The BFG')
(255, 4.0, 'Ellen Foster')
(254, 4.0, 'The Adventures of Tom Sawyer ')
(254, 4.0, 'The Adventures Of Tom Sawyer ')
(254, 4.0, 'Adventures of Tom Sawyer ')
(254, 4.0, 'The Adventures of Tom Sawyer')
(254, 4.0, 'The Adventures of Tom Sawyer ')
(254, 4.0, 'The Adventures of Tom Sawyer ')
(254, 4.0, 'The Adventures of Tom Sawyer ')
(254, 4.0, 'The Adventures of Tom Sawyer')
(254, 4.0, 'Tom Sawyer ')
(254, 4.5, 'The World According to Garp ')
(253, 4.0, 'The Adventures of Tom Sawyer ')
(253, 4.0, 'The Adventures of Tom Sawyer ')
(253, 4.0, 'Tom Sawyer')
(253, 4.0, 'The Adventures of Tom Sawyer ')
(253, 4.0, 'The Adventures of Tom Sawyer ')
(253, 4.0, 'Adventures of Tom Sawyer')
(253, 4.0, 'Adventures of Tom Sawyer ')
(251, 3.0, 'Amsterdam : A Novel')
(251, 4.5, 'From the Mixed')
(251, 4.5, 'From the Mixed')
(251, 4.5, 'From the Mixed')
(251, 4.5, 'From the Mixed')
(251, 4.5, 'From the Mixed')
(249, 4.5, 'War and Peace ')
(249, 4.5, 'War and Peace ')
(249, 4.5, 'Invisible Man : A novel')
(249, 4.5, 'War and Peace ')
(249, 4.5, 'War and Peace ')
(249, 4.5, 'Invisible Man ')
(249, 4.5, 'War ')
(249, 4.5, 'Invisible Man : A Novel')
(249, 4.5, 'Invisible Man')
(249, 4.5, 'War and Peace ')
(249, 4.5, 'War and Peace: The Maude Translation')
(249, 4.5, 'War and Peace ')
(249, 4.5, 'War and Peace ')
(246, 4.5, 'Mere Christianity')
(246, 4.5, 'C')
(239, 4.5, 'Shiloh')
(239, 4.5, 'Shiloh ')
(238, 4.0, 'The View From Saturday')
(238, 4.0, 'The View From Saturday ')
(236, 5.0, 'The Screwtape Letters ')
(236, 5.0, 'Screwtape Letters')
(236, 5.0, 'Screwtape Letters')
(236, 5.0, 'The Screwtape Letters')
(231, 4.5, 'The Return of the King ')
(231, 4.5, 'The Return of the King ')
(231, 4.5, 'The Return of the King ')
(231, 4.0, 'Gravity')
(231, 4.0, 'Gravity')
(231, 4.5, 'The Return of the King ')
(231, 4.5, 'The Return of the King ')
(231, 4.5, 'The Return of the King ')
(231, 4.5, 'The Return of the King ')
(228, 4.0, 'The Time Machine ')
(228, 4.0, 'The Time Machine')
(228, 4.0, 'Dandelion Wine: A Novel')
(228, 4.0, 'The Time Machine')
(228, 4.0, 'The Alien Voices Presents: The Time Machine ')
(228, 4.0, 'Dandelion Wine ')
(228, 4.0, 'The Time Machine')
(227, 4.0, 'Alien Voices: Time Machine ')
(227, 4.0, 'The Time Machine')
(227, 4.0, 'The Time Machine')
(227, 4.0, 'The Time Machine ')
(225, 4.5, 'In Cold Blood : A True Account of a Multiple Murder and Its Consequences ')
(225, 4.0, 'My Antonia ')
(225, 4.0, 'My ')
(225, 4.0, 'My Antonia')
(225, 4.0, 'My Antonia ')
(225, 4.0, 'My Antonia')
(225, 4.0, 'My Antonia ')
(225, 4.0, 'My Antonia')
(225, 4.5, 'Love in the Time of Cholera ')
(222, 3.5, 'White Noise : ')
(222, 4.5, '2001: A Space Odyssey')
(221, 4.5, '2001 ')
(221, 4.0, 'Wringer ')
(219, 4.5, 'Anna Karenina ')
(219, 4.5, 'Anna Karenina ')
(219, 4.5, 'Anna Karenina ')
(219, 4.5, 'Anna Karenina ')
(219, 4.5, 'Anna Karenina ')
(219, 4.5, 'Anna Karenina')
(219, 4.5, 'Anna Karenina ')
(219, 4.5, 'East of Eden ')
(219, 4.5, 'Anna Karenina : BBC ')
(219, 4.5, 'East of Eden')
(219, 4.5, 'Anna Karenina ')
(219, 4.5, 'Anna Karenina')
(219, 4.5, 'Anna Karenina ')
(219, 4.5, 'Anna Karenina')
(219, 4.5, 'Anna Karenina')
(219, 4.5, 'Anna Karenina')
(219, 4.5, 'Anna Karenina: The Maude Translation : Backgrounds nd Sources Criticism ')
(218, 4.5, 'Alas')
(218, 4.5, 'Alas')
(218, 4.5, 'Alas')
(216, 4.0, 'Naked Lunch')
(216, 4.0, 'Naked Lunch: The Restored Text')
(215, 4.5, 'The Hero and the Crown')
(214, 4.5, 'The Witches')
(212, 4.5, 'The Prince ')
(212, 4.5, 'The Prince ')
(212, 4.5, 'The Prince')
(212, 4.5, 'The Prince ')
(212, 4.5, 'The Prince')
(210, 5.0, 'Les Miserables a New Unabridged Translation ')
(210, 3.5, 'The Communist Manifesto ')
(209, 4.0, 'Cry')
(209, 4.0, 'Cry')
(208, 4.0, 'Mr')
(208, 4.5, 'Mrs')
(207, 5.0, 'The Neverending Story')
(206, 4.0, 'A Portrait of the Artist as a Young Man ')
(206, 4.0, 'A Portrait of the Artist as a Young Man : Text')
(206, 4.0, 'A Portrait of the Artist as a Young Man')
(206, 4.0, 'A Portrait of the Artist as a Young Man ')
(206, 4.0, 'A Portrait of an Artist As a Young Man ')
(206, 4.0, 'A Portrait of the Artist as a Young Man ')
